"In cluster 1 we found:
	 0  beats to filter and 557 normal filters out of 557"
975	"11:31:327"
976	"11:32:8"
977	"11:32:704"
990	"11:42:268"
991	"11:42:926"
992	"11:43:607"
993	"11:44:300"
994	"11:44:984"
995	"11:45:646"
996	"11:46:307"
997	"11:46:992"
998	"11:47:696"
1006	"11:53:268"
1007	"11:53:926"
1008	"11:54:584"
1009	"11:55:245"
1010	"11:55:918"
1011	"11:56:611"
1022	"12:4:339"
1023	"12:5:23"
1024	"12:5:716"
1025	"12:6:416"
1026	"12:7:128"
1027	"12:7:829"
1028	"12:8:525"
1034	"12:12:848"
1035	"12:13:545"
1036	"12:14:233"
1043	"12:19:245"
1044	"12:19:918"
1045	"12:20:595"
1046	"12:21:292"
1059	"12:30:805"
1072	"12:40:416"
1078	"12:44:689"
1087	"12:51:144"
1089	"12:52:482"
1090	"12:53:163"
1091	"12:53:844"
1092	"12:54:545"
1093	"12:55:253"
1094	"12:55:946"
1155	"13:42:109"
1156	"13:42:767"
1157	"13:43:432"
1178	"13:58:623"
1179	"13:59:304"
1180	"13:59:992"
1205	"14:18:323"
1206	"14:19:16"
1207	"14:19:720"
1208	"14:20:420"
1209	"14:21:105"
1210	"14:21:802"
1211	"14:22:510"
1231	"14:36:619"
1232	"14:37:311"
1248	"14:48:868"
1277	"15:9:934"
1278	"15:10:607"
1279	"15:11:288"
1280	"15:11:984"
1281	"15:12:693"
1290	"15:19:101"
1316	"15:38:43"
1317	"15:38:743"
1318	"15:39:440"
1319	"15:40:125"
1320	"15:40:821"
1321	"15:41:510"
1322	"15:42:183"
1323	"15:42:883"
1324	"15:43:591"
1327	"15:45:681"
1328	"15:46:389"
1329	"15:47:101"
1330	"15:47:802"
1331	"15:48:498"
1332	"15:49:191"
1333	"15:49:879"
1334	"15:50:588"
1335	"15:51:292"
1349	"16:1:556"
1356	"16:6:615"
1386	"16:29:370"
1387	"16:30:54"
1388	"16:30:755"
1389	"16:31:463"
1390	"16:32:175"
1426	"16:59:428"
1427	"17:0:93"
1428	"17:0:763"
1429	"17:1:420"
1430	"17:2:97"
1431	"17:2:794"
1561	"18:43:148"
1562	"18:43:833"
1710	"20:38:973"
1711	"20:39:646"
1712	"20:40:319"
1713	"20:40:988"
1714	"20:41:681"
1715	"20:42:370"
1716	"20:43:43"
1717	"20:43:732"
1718	"20:44:385"
1719	"20:45:47"
1725	"20:49:210"
1726	"20:49:891"
1727	"20:50:588"
1762	"21:17:354"
1763	"21:18:43"
1807	"21:51:895"
1819	"22:0:922"
1820	"22:1:611"
1821	"22:2:296"
1822	"22:3:4"
1823	"22:3:708"
1824	"22:4:405"
1826	"22:5:786"
1841	"22:16:416"
1842	"22:17:66"
1843	"22:17:743"
1844	"22:18:405"
1845	"22:19:78"
1846	"22:19:751"
1847	"22:20:416"
1848	"22:21:82"
1849	"22:21:747"
1850	"22:22:432"
1851	"22:23:113"
1852	"22:23:786"
1853	"22:24:455"
1854	"22:25:128"
1855	"22:25:805"
1856	"22:26:486"
1857	"22:27:156"
1858	"22:27:833"
1859	"22:28:486"
1882	"22:44:716"
1883	"22:45:397"
1884	"22:46:89"
1885	"22:46:790"
1886	"22:47:494"
1887	"22:48:206"
1891	"22:50:996"
1892	"22:51:673"
1893	"22:52:362"
1894	"22:53:58"
1895	"22:53:767"
1906	"23:1:852"
1907	"23:2:560"
1918	"23:10:724"
1938	"23:25:97"
1939	"23:25:798"
1940	"23:26:506"
1964	"23:44:626"
1972	"23:50:350"
1973	"23:51:39"
1974	"23:51:716"
1975	"23:52:385"
1976	"23:53:66"
1989	"24:2:595"
1990	"24:3:257"
1991	"24:3:918"
1992	"24:4:615"
2002	"24:11:872"
2024	"24:28:502"
2025	"24:29:195"
2026	"24:29:895"
2027	"24:30:599"
2033	"24:34:864"
2034	"24:35:560"
2045	"24:43:712"
2046	"24:44:397"
2047	"24:45:66"
2048	"24:45:767"
2049	"24:46:471"
2050	"24:47:171"
2051	"24:47:883"
2181	"26:27:300"
2182	"26:27:981"
2183	"26:28:661"
2189	"26:32:864"
2420	"29:37:907"
2421	"29:38:595"
2426	"29:41:934"
2427	"29:42:603"
2428	"29:43:265"
2429	"29:43:930"
2430	"29:44:611"
2431	"29:45:304"
2432	"29:46:8"
"In cluster 2 we found:
	 0  beats to filter and 418 normal filters out of 418"
#Also Normal beats, seem to be picked a bit at random.
432	"5:0:588"
434	"5:2:97"
459	"5:20:222"
461	"5:21:755"
463	"5:23:241"
471	"5:29:175"
518	"6:2:377"
520	"6:3:899"
521	"6:4:654"
533	"6:13:518"
557	"6:31:93"
558	"6:31:875"
576	"6:45:424"
577	"6:46:198"
578	"6:46:977"
584	"6:51:813"
585	"6:52:580"
588	"6:54:817"
593	"6:58:642"
609	"7:10:121"
610	"7:10:891"
611	"7:11:669"
613	"7:13:245"
614	"7:14:43"
615	"7:14:813"
616	"7:15:572"
617	"7:16:350"
618	"7:17:109"
619	"7:17:860"
628	"7:24:335"
720	"8:28:934"
724	"8:31:922"
740	"8:43:191"
746	"8:47:545"
747	"8:48:335"
753	"8:53:175"
754	"8:53:946"
755	"8:54:704"
756	"8:55:475"
757	"8:56:245"
790	"9:20:218"
791	"9:20:981"
792	"9:21:751"
793	"9:22:521"
794	"9:23:311"
795	"9:24:105"
796	"9:24:891"
797	"9:25:665"
798	"9:26:440"
799	"9:27:214"
800	"9:27:984"
826	"9:46:401"
827	"9:47:163"
828	"9:47:922"
829	"9:48:689"
830	"9:49:459"
831	"9:50:226"
835	"9:53:183"
850	"10:4:257"
873	"10:21:35"
908	"10:45:891"
981	"11:35:654"
982	"11:36:412"
983	"11:37:179"
1051	"12:24:930"
1052	"12:25:724"
1053	"12:26:482"
1066	"12:35:961"
1067	"12:36:767"
1068	"12:37:541"
1095	"12:56:630"
1100	"13:0:315"
1109	"13:6:969"
1110	"13:7:728"
1111	"13:8:525"
1121	"13:16:642"
1123	"13:18:202"
1124	"13:18:969"
1125	"13:19:720"
1126	"13:20:475"
1127	"13:21:257"
1128	"13:22:35"
1129	"13:22:809"
1130	"13:23:580"
1132	"13:25:167"
1133	"13:25:961"
1134	"13:26:724"
1143	"13:33:300"
1144	"13:34:82"
1145	"13:34:844"
1146	"13:35:623"
1147	"13:36:401"
1163	"13:47:732"
1168	"13:51:553"
1181	"14:0:708"
1182	"14:1:471"
1183	"14:2:245"
1184	"14:3:27"
1186	"14:4:615"
1187	"14:5:397"
1188	"14:6:160"
1189	"14:6:918"
1191	"14:8:397"
1212	"14:23:222"
1241	"14:43:988"
1263	"14:59:230"
1264	"14:59:926"
1265	"15:0:673"
1266	"15:1:479"
1273	"15:7:109"
1274	"15:7:868"
1302	"15:27:872"
1342	"15:56:377"
1343	"15:57:140"
1344	"15:57:911"
1359	"16:8:825"
1360	"16:9:611"
1361	"16:10:401"
1363	"16:11:946"
1364	"16:12:759"
1366	"16:14:339"
1368	"16:15:907"
1369	"16:16:704"
1370	"16:17:451"
1373	"16:19:634"
1374	"16:20:397"
1375	"16:21:167"
1376	"16:21:926"
1377	"16:22:708"
1378	"16:23:486"
1379	"16:24:237"
1380	"16:24:984"
1381	"16:25:767"
1382	"16:26:529"
1402	"16:40:988"
1403	"16:41:747"
1404	"16:42:537"
1408	"16:45:704"
1409	"16:46:463"
1410	"16:47:202"
1411	"16:47:957"
1412	"16:48:724"
1413	"16:49:502"
1414	"16:50:268"
1415	"16:51:27"
1416	"16:51:802"
1417	"16:52:591"
1418	"16:53:377"
1419	"16:54:152"
1421	"16:55:732"
1422	"16:56:537"
1423	"16:57:311"
1433	"17:4:253"
1434	"17:5:27"
1435	"17:5:794"
1442	"17:10:895"
1443	"17:11:646"
1444	"17:12:436"
1447	"17:14:813"
1449	"17:16:389"
1450	"17:17:179"
1451	"17:17:953"
1452	"17:18:700"
1460	"17:24:615"
1461	"17:25:385"
1462	"17:26:175"
1463	"17:26:977"
1466	"17:29:374"
1467	"17:30:148"
1474	"17:35:323"
1475	"17:36:113"
1476	"17:36:930"
1481	"17:40:755"
1484	"17:42:965"
1485	"17:43:770"
1499	"17:54:735"
1503	"17:57:704"
1511	"18:4:751"
1512	"18:5:498"
1516	"18:8:432"
1517	"18:9:214"
1518	"18:10:4"
1519	"18:10:770"
1520	"18:11:529"
1521	"18:12:307"
1522	"18:13:93"
1523	"18:13:864"
1524	"18:14:630"
1525	"18:15:401"
1526	"18:16:171"
1528	"18:17:763"
1532	"18:20:977"
1537	"18:24:984"
1538	"18:25:743"
1542	"18:28:735"
1543	"18:29:533"
1545	"18:31:117"
1546	"18:31:887"
1552	"18:36:311"
1553	"18:37:86"
1554	"18:37:883"
1556	"18:39:498"
1557	"18:40:296"
1558	"18:41:58"
1563	"18:44:525"
1564	"18:45:296"
1565	"18:46:101"
1568	"18:48:521"
1569	"18:49:304"
1570	"18:50:74"
1571	"18:50:833"
1580	"18:57:533"
1581	"18:58:315"
1590	"19:5:623"
1592	"19:7:202"
1593	"19:7:969"
1594	"19:8:720"
1595	"19:9:475"
1598	"19:11:739"
1599	"19:12:498"
1600	"19:13:292"
1601	"19:14:74"
1602	"19:14:844"
1603	"19:15:630"
1606	"19:18:16"
1608	"19:19:580"
1616	"19:26:31"
1617	"19:26:794"
1625	"19:32:735"
1626	"19:33:502"
1639	"19:44:214"
1640	"19:44:977"
1644	"19:47:981"
1645	"19:48:759"
1646	"19:49:553"
1653	"19:55:58"
1663	"20:2:451"
1664	"20:3:210"
1665	"20:3:984"
1674	"20:11:296"
1675	"20:12:35"
1676	"20:12:790"
1681	"20:17:86"
1682	"20:17:840"
1687	"20:21:518"
1695	"20:27:556"
1698	"20:29:716"
1699	"20:30:482"
1700	"20:31:276"
1709	"20:38:284"
1730	"20:52:774"
1731	"20:53:541"
1732	"20:54:342"
1736	"20:57:525"
1737	"20:58:307"
1738	"20:59:86"
1739	"20:59:875"
1740	"21:0:638"
1747	"21:5:774"
1748	"21:6:556"
1756	"21:12:973"
1757	"21:13:743"
1764	"21:18:743"
1765	"21:19:498"
1766	"21:20:315"
1775	"21:27:844"
1776	"21:28:619"
1783	"21:33:747"
1784	"21:34:529"
1785	"21:35:354"
1787	"21:36:942"
1789	"21:38:498"
1790	"21:39:272"
1791	"21:40:31"
1797	"21:44:506"
1798	"21:45:292"
1799	"21:46:70"
1800	"21:46:840"
1801	"21:47:603"
1809	"21:53:339"
1810	"21:54:109"
1811	"21:54:914"
1814	"21:57:284"
1815	"21:58:66"
1816	"21:58:821"
1834	"22:11:393"
1898	"22:55:911"
1899	"22:56:685"
1900	"22:57:451"
1901	"22:58:230"
1909	"23:3:996"
1911	"23:5:521"
1912	"23:6:284"
1913	"23:7:39"
1944	"23:29:397"
1945	"23:30:167"
1946	"23:30:961"
1949	"23:33:350"
1950	"23:34:121"
1951	"23:34:872"
1952	"23:35:626"
1953	"23:36:412"
1958	"23:40:366"
1959	"23:41:132"
1978	"23:54:510"
1979	"23:55:284"
1980	"23:56:58"
1981	"23:56:809"
2004	"24:13:311"
2005	"24:14:82"
2006	"24:14:899"
2010	"24:18:128"
2011	"24:18:895"
2014	"24:21:105"
2017	"24:23:319"
2019	"24:24:840"
2021	"24:26:374"
2036	"24:37:0"
2037	"24:37:802"
2038	"24:38:607"
2039	"24:39:381"
2057	"24:52:280"
2059	"24:53:805"
2060	"24:54:568"
2061	"24:55:335"
2062	"24:56:125"
2063	"24:56:914"
2064	"24:57:665"
2070	"25:2:8"
2071	"25:2:774"
2072	"25:3:556"
2073	"25:4:370"
2074	"25:5:163"
2075	"25:5:926"
2084	"25:12:549"
2085	"25:13:335"
2086	"25:14:156"
2094	"25:20:774"
2096	"25:22:362"
2099	"25:24:763"
2101	"25:26:319"
2103	"25:27:872"
2111	"25:34:525"
2115	"25:37:743"
2119	"25:40:914"
2124	"25:44:911"
2125	"25:45:665"
2127	"25:47:183"
2132	"25:50:743"
2139	"25:56:638"
2140	"25:57:397"
2142	"25:58:883"
2163	"26:14:292"
2200	"26:40:988"
2201	"26:41:728"
2202	"26:42:514"
2204	"26:44:140"
2206	"26:45:708"
2207	"26:46:494"
2218	"26:55:183"
2219	"26:55:938"
2220	"26:56:728"
2239	"27:12:856"
2241	"27:14:412"
2249	"27:21:19"
2250	"27:21:778"
2252	"27:23:300"
2256	"27:26:245"
2258	"27:27:763"
2280	"27:46:362"
2282	"27:47:770"
2285	"27:49:934"
2286	"27:50:677"
2287	"27:51:444"
2288	"27:52:233"
2289	"27:53:0"
2290	"27:53:774"
2291	"27:54:572"
2292	"27:55:342"
2293	"27:56:97"
2294	"27:56:860"
2296	"27:58:358"
2297	"27:59:144"
2338	"28:34:132"
2339	"28:34:903"
2340	"28:35:658"
2344	"28:38:630"
2345	"28:39:393"
2346	"28:40:210"
2353	"28:45:899"
2354	"28:46:630"
2358	"28:49:541"
2359	"28:50:323"
2370	"28:59:265"
2381	"29:8:335"
2383	"29:9:891"
2387	"29:13:78"
2396	"29:19:642"
2397	"29:20:412"
2398	"29:21:210"
2402	"29:24:366"
2403	"29:25:156"
2404	"29:25:918"
2405	"29:26:673"
2406	"29:27:432"
2407	"29:28:218"
2408	"29:29:31"
2410	"29:30:576"
2411	"29:31:354"
2412	"29:32:132"
2414	"29:33:580"
2436	"29:48:887"
2438	"29:50:393"
2439	"29:51:163"
2440	"29:51:957"
2441	"29:52:743"
2442	"29:53:502"
2444	"29:54:992"
"In cluster 3 we found:
	 0  beats to filter and 123 normal filters out of 123"
#The first ones are the beats located between a rapid fire of ventricular beats
#After that it seems to be beats after a ventricular beat.
143	"1:41:926"
145	"1:43:300"
147	"1:44:650"
149	"1:45:988"
151	"1:47:311"
153	"1:48:630"
155	"1:49:930"
157	"1:51:226"
159	"1:52:521"
161	"1:53:809"
163	"1:55:101"
165	"1:56:389"
167	"1:57:693"
169	"1:58:988"
177	"2:4:377"
289	"3:21:459"
318	"3:41:358"
324	"3:45:518"
341	"3:57:167"
349	"4:2:482"
357	"4:7:739"
360	"4:9:778"
372	"4:18:66"
375	"4:20:86"
398	"4:35:856"
507	"5:54:459"
513	"5:58:743"
524	"6:6:860"
531	"6:12:12"
537	"6:16:463"
546	"6:23:35"
552	"6:27:389"
566	"6:38:261"
591	"6:57:140"
597	"7:1:525"
600	"7:3:700"
603	"7:5:860"
626	"7:22:891"
633	"7:27:973"
635	"7:29:467"
637	"7:30:938"
639	"7:32:339"
641	"7:33:735"
643	"7:35:78"
645	"7:36:424"
647	"7:37:794"
649	"7:39:167"
651	"7:40:541"
653	"7:41:953"
655	"7:43:354"
657	"7:44:735"
660	"7:47:62"
662	"7:48:661"
665	"7:50:868"
667	"7:52:261"
669	"7:53:588"
671	"7:54:907"
673	"7:56:226"
675	"7:57:564"
785	"9:16:630"
809	"9:34:265"
839	"9:56:121"
841	"9:57:623"
848	"10:2:751"
854	"10:7:128"
860	"10:11:471"
871	"10:19:490"
877	"10:23:949"
883	"10:28:261"
886	"10:30:342"
890	"10:33:27"
899	"10:39:280"
913	"10:49:630"
947	"11:12:377"
959	"11:20:486"
1001	"11:49:813"
1004	"11:51:911"
1017	"12:0:922"
1020	"12:2:953"
1107	"13:5:440"
1150	"13:38:665"
1153	"13:40:770"
1160	"13:45:498"
1166	"13:50:39"
1172	"13:54:424"
1175	"13:56:576"
1197	"14:12:751"
1202	"14:16:226"
1224	"14:31:860"
1228	"14:34:568"
1239	"14:42:482"
1246	"14:47:471"
1251	"14:50:981"
1254	"14:53:86"
1257	"14:55:191"
1260	"14:57:233"
1287	"15:16:942"
1294	"15:22:4"
1300	"15:26:362"
1353	"16:4:451"
1479	"17:39:218"
1493	"17:50:284"
1497	"17:53:265"
1651	"19:53:506"
1658	"19:58:724"
1661	"20:0:930"
1685	"20:20:23"
1693	"20:26:23"
1704	"20:34:475"
1707	"20:36:825"
1722	"20:47:117"
1829	"22:7:953"
1832	"22:10:27"
1862	"22:30:436"
1866	"22:33:152"
2178	"26:25:261"
2186	"26:30:759"
2195	"26:37:265"
2198	"26:39:529"
2210	"26:48:809"
2393	"29:17:362"
2424	"29:40:607"
2447	"29:57:268"
"In cluster 4 we found:
	 0  beats to filter and 278 normal filters out of 278"
433	"5:1:366"
559	"6:32:665"
560	"6:33:463"
561	"6:34:276"
562	"6:35:101"
563	"6:35:918"
579	"6:47:774"
580	"6:48:599"
581	"6:49:412"
582	"6:50:218"
583	"6:51:19"
612	"7:12:440"
748	"8:49:148"
749	"8:49:984"
750	"8:50:813"
751	"8:51:630"
752	"8:52:409"
1112	"13:9:342"
1113	"13:10:171"
1114	"13:11:0"
1115	"13:11:829"
1116	"13:12:646"
1117	"13:13:459"
1118	"13:14:265"
1119	"13:15:62"
1120	"13:15:852"
1122	"13:17:416"
1131	"13:24:354"
1185	"14:3:813"
1267	"15:2:296"
1268	"15:3:101"
1269	"15:3:899"
1270	"15:4:720"
1271	"15:5:525"
1272	"15:6:323"
1362	"16:11:163"
1365	"16:13:560"
1367	"16:15:109"
1405	"16:43:323"
1406	"16:44:113"
1407	"16:44:907"
1420	"16:54:922"
1445	"17:13:226"
1446	"17:14:23"
1448	"17:15:588"
1464	"17:27:767"
1465	"17:28:568"
1486	"17:44:568"
1487	"17:45:393"
1488	"17:46:218"
1489	"17:47:16"
1490	"17:47:840"
1508	"18:2:280"
1509	"18:3:136"
1510	"18:3:965"
1527	"18:16:949"
1529	"18:18:572"
1530	"18:19:389"
1531	"18:20:179"
1533	"18:21:763"
1534	"18:22:564"
1535	"18:23:374"
1536	"18:24:195"
1544	"18:30:323"
1555	"18:38:669"
1566	"18:46:914"
1567	"18:47:712"
1582	"18:59:117"
1583	"18:59:949"
1584	"19:0:794"
1585	"19:1:634"
1586	"19:2:459"
1587	"19:3:257"
1588	"19:4:43"
1589	"19:4:829"
1591	"19:6:412"
1604	"19:16:432"
1605	"19:17:233"
1607	"19:18:782"
1609	"19:20:397"
1610	"19:21:214"
1611	"19:22:27"
1612	"19:22:833"
1613	"19:23:661"
1614	"19:24:459"
1615	"19:25:249"
1627	"19:34:296"
1628	"19:35:140"
1629	"19:36:23"
1630	"19:36:914"
1631	"19:37:770"
1632	"19:38:595"
1633	"19:39:420"
1634	"19:40:249"
1647	"19:50:331"
1648	"19:51:117"
1666	"20:4:767"
1667	"20:5:572"
1668	"20:6:397"
1669	"20:7:214"
1670	"20:8:54"
1671	"20:8:879"
1672	"20:9:712"
1673	"20:10:521"
1678	"20:14:525"
1679	"20:15:436"
1701	"20:32:62"
1733	"20:55:160"
1734	"20:55:969"
1735	"20:56:751"
1749	"21:7:362"
1750	"21:8:179"
1751	"21:8:984"
1752	"21:9:778"
1753	"21:10:572"
1754	"21:11:381"
1755	"21:12:187"
1767	"21:21:160"
1768	"21:22:12"
1769	"21:22:856"
1770	"21:23:708"
1771	"21:24:564"
1772	"21:25:409"
1773	"21:26:230"
1774	"21:27:31"
1786	"21:36:160"
1788	"21:37:700"
1812	"21:55:724"
1813	"21:56:510"
1947	"23:31:770"
1948	"23:32:564"
1954	"23:37:202"
1955	"23:38:0"
1956	"23:38:794"
1957	"23:39:576"
2007	"24:15:704"
2008	"24:16:510"
2009	"24:17:315"
2020	"24:25:623"
2087	"25:14:957"
2088	"25:15:759"
2089	"25:16:584"
2090	"25:17:455"
2091	"25:18:327"
2092	"25:19:163"
2093	"25:19:961"
2095	"25:21:553"
2097	"25:23:160"
2098	"25:23:961"
2100	"25:25:529"
2102	"25:27:86"
2104	"25:28:658"
2105	"25:29:447"
2106	"25:30:272"
2107	"25:31:148"
2108	"25:32:8"
2109	"25:32:840"
2110	"25:33:665"
2112	"25:35:331"
2113	"25:36:125"
2114	"25:36:926"
2116	"25:38:525"
2117	"25:39:304"
2118	"25:40:97"
2120	"25:41:712"
2121	"25:42:502"
2122	"25:43:300"
2123	"25:44:117"
2138	"25:55:817"
2203	"26:43:315"
2205	"26:44:926"
2212	"26:50:409"
2213	"26:51:206"
2214	"26:52:4"
2215	"26:52:817"
2216	"26:53:630"
2217	"26:54:409"
2221	"26:57:521"
2222	"26:58:346"
2230	"27:5:646"
2231	"27:6:432"
2232	"27:7:210"
2233	"27:8:16"
2234	"27:8:833"
2235	"27:9:630"
2236	"27:10:436"
2237	"27:11:257"
2238	"27:12:58"
2240	"27:13:630"
2242	"27:15:206"
2243	"27:16:19"
2244	"27:16:860"
2245	"27:17:751"
2246	"27:18:603"
2247	"27:19:420"
2248	"27:20:226"
2261	"27:30:296"
2262	"27:31:175"
2263	"27:32:51"
