i-2	i-1	i+0	i+1	i+2	Filter
1182	475	1195	467	1171	2
475	1195	467	1171	451	1
1195	467	1171	451	1140	2
467	1171	451	1140	467	1
1171	451	1140	467	1125	2
451	1140	467	1125	459	1
1140	467	1125	459	1113	2
467	1125	459	1113	451	1
1125	459	1113	451	1117	2
459	1113	451	1117	463	1
1113	451	1117	463	1140	2
451	1117	463	1140	463	1
1117	463	1140	463	1152	2
463	1140	463	1152	459	1
1140	463	1152	459	1179	2
463	1152	459	1179	478	1
1152	459	1179	478	1172	2
459	1179	478	1172	463	1
1179	478	1172	463	1140	2
478	1172	463	1140	467	1
1172	463	1140	467	1140	2
463	1140	467	1140	471	1
1140	467	1140	471	1120	2
467	1140	471	1120	798	1
1140	471	1120	798	447	2
471	1120	798	447	1094	0
1120	798	447	1094	459	1
798	447	1094	459	1093	2
447	1094	459	1093	448	1
1094	459	1093	448	1070	2
459	1093	448	1070	463	1
1093	448	1070	463	1089	2
448	1070	463	1089	456	1
1070	463	1089	456	1093	2
463	1089	456	1093	463	1
1089	456	1093	463	1078	2
456	1093	463	1078	463	1
1093	463	1078	463	1074	2
463	1078	463	1074	459	1
1078	463	1074	459	1105	2
463	1074	459	1105	463	1
1074	459	1105	463	1113	2
459	1105	463	1113	459	1
1105	463	1113	459	1089	2
463	1113	459	1089	483	1
1113	459	1089	483	1062	2
459	1089	483	1062	455	1
1089	483	1062	455	1059	2
483	1062	455	1059	467	1
1062	455	1059	467	1058	2
455	1059	467	1058	463	1
1059	467	1058	463	1078	2
467	1058	463	1078	790	1
1058	463	1078	790	447	2
463	1078	790	447	1160	0
1078	790	447	1160	848	1
790	447	1160	848	448	2
447	1160	848	448	1241	0
1160	848	448	1241	883	1
848	448	1241	883	451	2
448	1241	883	451	1273	0
1241	883	451	1273	887	1
883	451	1273	887	447	2
451	1273	887	447	1234	0
1273	887	447	1234	868	1
887	447	1234	868	451	2
447	1234	868	451	1214	0
1234	868	451	1214	829	1
868	451	1214	829	459	2
451	1214	829	459	1167	0
1214	829	459	1167	821	1
829	459	1167	821	456	2
459	1167	821	456	1128	0
1167	821	456	1128	798	1
821	456	1128	798	451	2
456	1128	798	451	1128	0
1128	798	451	1128	798	1
798	451	1128	798	455	2
451	1128	798	455	1113	0
1128	798	455	1113	802	1
798	455	1113	802	447	2
455	1113	802	447	1121	0
1113	802	447	1121	474	1
802	447	1121	474	1109	2
447	1121	474	1109	467	1
1121	474	1109	467	1121	2
474	1109	467	1121	802	1
1109	467	1121	802	466	2
467	1121	802	466	1137	0
1121	802	466	1137	467	1
802	466	1137	467	1151	2
466	1137	467	1151	475	1
1137	467	1151	475	1210	2
467	1151	475	1210	467	1
1151	475	1210	467	1218	2
475	1210	467	1218	467	1
1210	467	1218	467	1202	2
467	1218	467	1202	467	1
1218	467	1202	467	1152	2
467	1202	467	1152	467	1
1202	467	1152	467	1124	2
467	1152	467	1124	459	1
1152	467	1124	459	1098	2
467	1124	459	1098	451	1
1124	459	1098	451	1066	2
459	1098	451	1066	459	1
1098	451	1066	459	1032	2
451	1066	459	1032	463	1
1066	459	1032	463	1011	2
459	1032	463	1011	463	1
1032	463	1011	463	1008	2
463	1011	463	1008	463	1
1011	463	1008	463	1012	2
463	1008	463	1012	463	1
1008	463	1012	463	1039	2
463	1012	463	1039	463	1
1012	463	1039	463	1074	2
463	1039	463	1074	463	1
1039	463	1074	463	1132	2
463	1074	463	1132	448	1
1074	463	1132	448	1159	2
463	1132	448	1159	833	1
1132	448	1159	833	459	2
448	1159	833	459	1202	0
1159	833	459	1202	864	1
833	459	1202	864	451	2
459	1202	864	451	1222	0
1202	864	451	1222	471	1
864	451	1222	471	1202	2
451	1222	471	1202	463	1
1222	471	1202	463	1187	2
471	1202	463	1187	475	1
1202	463	1187	475	1155	2
463	1187	475	1155	464	1
1187	475	1155	464	1147	2
475	1155	464	1147	460	1
1155	464	1147	460	1077	2
464	1147	460	1077	463	1
1147	460	1077	463	1090	2
460	1077	463	1090	467	1
1077	463	1090	467	1070	2
463	1090	467	1070	482	1
1090	467	1070	482	1066	2
467	1070	482	1066	467	1
1070	482	1066	467	1043	2
482	1066	467	1043	771	1
1066	467	1043	771	443	2
467	1043	771	443	1082	0
1043	771	443	1082	786	1
771	443	1082	786	440	2
443	1082	786	440	1070	0
1082	786	440	1070	467	1
786	440	1070	467	1077	2
440	1070	467	1077	802	1
1070	467	1077	802	447	2
467	1077	802	447	1137	0
1077	802	447	1137	844	1
802	447	1137	844	444	2
447	1137	844	444	1190	0
1137	844	444	1190	852	1
844	444	1190	852	444	2
444	1190	852	444	1202	0
1190	852	444	1202	455	1
852	444	1202	455	1191	2
444	1202	455	1191	848	1
1202	455	1191	848	444	2
455	1191	848	444	1187	0
1191	848	444	1187	459	1
848	444	1187	459	1163	2
444	1187	459	1163	459	1
1187	459	1163	459	1164	2
459	1163	459	1164	459	1
1163	459	1164	459	1148	2
459	1164	459	1148	463	1
1164	459	1148	463	1132	2
459	1148	463	1132	459	1
1148	463	1132	459	1109	2
463	1132	459	1109	463	1
1132	459	1109	463	1109	2
459	1109	463	1109	459	1
1109	463	1109	459	1125	2
463	1109	459	1125	455	1
1109	459	1125	455	1144	2
459	1125	455	1144	455	1
1125	455	1144	455	1144	2
455	1144	455	1144	460	1
1144	455	1144	460	1136	2
455	1144	460	1136	463	1
1144	460	1136	463	1124	2
460	1136	463	1124	810	1
1136	463	1124	810	443	2
463	1124	810	443	1133	0
1124	810	443	1133	486	1
810	443	1133	486	1113	2
443	1133	486	1113	467	1
1133	486	1113	467	1136	2
486	1113	467	1136	467	1
1113	467	1136	467	1124	2
467	1136	467	1124	444	1
1136	467	1124	444	1008	2
467	1124	444	1008	463	1
1124	444	1008	463	1101	2
444	1008	463	1101	471	1
1008	463	1101	471	1132	2
463	1101	471	1132	471	1
1101	471	1132	471	1132	2
471	1132	471	1132	467	1
1132	471	1132	467	1109	2
471	1132	467	1109	463	1
1132	467	1109	463	1101	2
467	1109	463	1101	494	1
1109	463	1101	494	1078	2
463	1101	494	1078	463	1
1101	494	1078	463	1078	2
494	1078	463	1078	471	1
1078	463	1078	471	1105	2
463	1078	471	1105	455	1
1078	471	1105	455	1109	2
471	1105	455	1109	459	1
1105	455	1109	459	1140	2
455	1109	459	1140	841	1
1109	459	1140	841	451	2
459	1140	841	451	1257	0
1140	841	451	1257	463	1
841	451	1257	463	1288	2
451	1257	463	1288	961	1
1257	463	1288	961	447	2
463	1288	961	447	1343	0
1288	961	447	1343	1004	1
961	447	1343	1004	451	2
447	1343	1004	451	1327	0
1343	1004	451	1327	945	1
1004	451	1327	945	456	2
451	1327	945	456	1264	0
1327	945	456	1264	463	1
945	456	1264	463	1222	2
456	1264	463	1222	471	1
1264	463	1222	471	1167	2
463	1222	471	1167	467	1
1222	471	1167	467	1152	2
471	1167	467	1152	471	1
1167	467	1152	471	1128	2
467	1152	471	1128	467	1
1152	471	1128	467	1144	2
471	1128	467	1144	463	1
1128	467	1144	463	1160	2
467	1144	463	1160	467	1
1144	463	1160	467	1186	2
463	1160	467	1186	463	1
1160	467	1186	463	1218	2
467	1186	463	1218	471	1
1186	463	1218	471	1253	2
463	1218	471	1253	467	1
1218	471	1253	467	1296	2
471	1253	467	1296	467	1
1253	467	1296	467	1303	2
467	1296	467	1303	459	1
1296	467	1303	459	1265	2
467	1303	459	1265	463	1
1303	459	1265	463	1233	2
459	1265	463	1233	467	1
1265	463	1233	467	1230	2
463	1233	467	1230	467	1
1233	467	1230	467	1202	2
467	1230	467	1202	463	1
1230	467	1202	463	1164	2
467	1202	463	1164	470	1
1202	463	1164	470	1125	2
463	1164	470	1125	463	1
1164	470	1125	463	1113	2
470	1125	463	1113	467	1
1125	463	1113	467	1128	2
463	1113	467	1128	451	1
1113	467	1128	451	1137	2
467	1128	451	1137	467	1
1128	451	1137	467	1163	2
451	1137	467	1163	455	1
1137	467	1163	455	1160	2
467	1163	455	1160	463	1
1163	455	1160	463	1148	2
455	1160	463	1148	455	1
1160	463	1148	455	1117	2
463	1148	455	1117	467	1
1148	455	1117	467	1120	2
455	1117	467	1120	459	1
1117	467	1120	459	1113	2
467	1120	459	1113	467	1
1120	459	1113	467	1090	2
459	1113	467	1090	467	1
1113	467	1090	467	1077	2
467	1090	467	1077	467	1
1090	467	1077	467	1082	2
467	1077	467	1082	455	1
1077	467	1082	455	1090	2
467	1082	455	1090	467	1
1082	455	1090	467	1136	2
455	1090	467	1136	459	1
1090	467	1136	459	1171	2
467	1136	459	1171	459	1
1136	459	1171	459	1210	2
459	1171	459	1210	471	1
1171	459	1210	471	1249	2
459	1210	471	1249	471	1
1210	471	1249	471	1272	2
471	1249	471	1272	460	1
1249	471	1272	460	1264	2
471	1272	460	1264	471	1
1272	460	1264	471	1265	2
460	1264	471	1265	463	1
1264	471	1265	463	1241	2
471	1265	463	1241	471	1
1265	463	1241	471	1218	2
463	1241	471	1218	463	1
1241	471	1218	463	1198	2
471	1218	463	1198	463	1
1218	463	1198	463	1183	2
463	1198	463	1183	467	1
1198	463	1183	467	1163	2
463	1183	467	1163	467	1
1183	467	1163	467	1125	2
467	1163	467	1125	463	1
1163	467	1125	463	1120	2
467	1125	463	1120	467	1
1125	463	1120	467	1137	2
463	1120	467	1137	467	1
1120	467	1137	467	1140	2
467	1137	467	1140	470	1
1137	467	1140	470	1129	2
467	1140	470	1129	471	1
1140	470	1129	471	1109	2
470	1129	471	1109	463	1
1129	471	1109	463	1074	2
471	1109	463	1074	466	1
1109	463	1074	466	1047	2
463	1074	466	1047	463	1
1074	466	1047	463	1020	2
466	1047	463	1020	463	1
1047	463	1020	463	988	2
463	1020	463	988	463	1
1020	463	988	463	977	2
463	988	463	977	478	1
988	463	977	478	993	2
463	977	478	993	474	1
977	478	993	474	1039	2
478	993	474	1039	475	1
993	474	1039	475	1078	2
474	1039	475	1078	459	1
1039	475	1078	459	1093	2
475	1078	459	1093	467	1
1078	459	1093	467	1109	2
459	1093	467	1109	467	1
1093	467	1109	467	1109	2
467	1109	467	1109	809	1
1109	467	1109	809	452	2
467	1109	809	452	1136	0
1109	809	452	1136	821	1
809	452	1136	821	443	2
452	1136	821	443	1211	0
1136	821	443	1211	863	1
821	443	1211	863	456	2
443	1211	863	456	1288	0
1211	863	456	1288	933	1
863	456	1288	933	456	2
456	1288	933	456	1284	0
1288	933	456	1284	937	1
933	456	1284	937	452	2
456	1284	937	452	1268	0
1284	937	452	1268	899	1
937	452	1268	899	451	2
452	1268	899	451	1218	0
1268	899	451	1218	475	1
899	451	1218	475	1175	2
451	1218	475	1175	471	1
1218	475	1175	471	1117	2
475	1175	471	1117	459	1
1175	471	1117	459	1085	2
471	1117	459	1085	487	1
1117	459	1085	487	1027	2
459	1085	487	1027	475	1
1085	487	1027	475	1008	2
487	1027	475	1008	459	1
1027	475	1008	459	953	2
475	1008	459	953	483	1
1008	459	953	483	910	2
459	953	483	910	700	1
953	483	910	700	456	2
483	910	700	456	930	0
910	700	456	930	681	1
700	456	930	681	455	2
456	930	681	455	1035	0
930	681	455	1035	762	1
681	455	1035	762	806	2
455	1035	762	806	875	0
1035	762	806	875	923	0
762	806	875	923	972	0
806	875	923	972	981	0
875	923	972	981	938	0
923	972	981	938	883	0
972	981	938	883	868	0
981	938	883	868	867	0
938	883	868	867	868	0
883	868	867	868	860	0
868	867	868	860	837	0
867	868	860	837	828	0
868	860	837	828	841	0
860	837	828	841	801	0
837	828	841	801	448	0
828	841	801	448	1074	0
841	801	448	1074	762	1
801	448	1074	762	452	2
448	1074	762	452	1008	0
1074	762	452	1008	719	1
762	452	1008	719	452	2
452	1008	719	452	930	0
1008	719	452	930	455	1
719	452	930	455	907	2
452	930	455	907	478	1
930	455	907	478	825	2
455	907	478	825	467	1
907	478	825	467	868	2
478	825	467	868	478	1
825	467	868	478	798	2
467	868	478	798	463	1
868	478	798	463	833	2
478	798	463	833	455	1
798	463	833	455	895	2
463	833	455	895	451	1
833	455	895	451	899	2
455	895	451	899	451	1
895	451	899	451	903	2
451	899	451	903	467	1
899	451	903	467	911	2
451	903	467	911	455	1
903	467	911	455	883	2
467	911	455	883	451	1
911	455	883	451	923	2
455	883	451	923	474	1
883	451	923	474	860	2
451	923	474	860	463	1
923	474	860	463	860	2
474	860	463	860	456	1
860	463	860	456	836	2
463	860	456	836	451	1
860	456	836	451	786	2
456	836	451	786	456	1
836	451	786	456	813	2
451	786	456	813	459	1
786	456	813	459	770	2
456	813	459	770	460	1
813	459	770	460	762	2
459	770	460	762	448	1
770	460	762	448	759	2
460	762	448	759	451	1
762	448	759	451	727	2
448	759	451	727	452	1
759	451	727	452	766	2
451	727	452	766	592	1
727	452	766	592	443	2
452	766	592	443	763	0
766	592	443	763	451	1
592	443	763	451	786	2
443	763	451	786	631	1
763	451	786	631	443	2
451	786	631	443	810	0
786	631	443	810	467	1
631	443	810	467	801	2
443	810	467	801	631	1
810	467	801	631	439	2
467	801	631	439	817	0
801	631	439	817	619	1
631	439	817	619	455	2
439	817	619	455	778	0
817	619	455	778	615	1
619	455	778	615	444	2
455	778	615	444	766	0
778	615	444	766	603	1
615	444	766	603	448	2
444	766	603	448	809	0
766	603	448	809	627	1
603	448	809	627	443	2
448	809	627	443	849	0
809	627	443	849	669	1
627	443	849	669	455	2
443	849	669	455	969	0
849	669	455	969	712	1
669	455	969	712	444	2
455	969	712	444	1000	0
969	712	444	1000	708	1
712	444	1000	708	451	2
444	1000	708	451	953	0
1000	708	451	953	467	1
708	451	953	467	919	2
451	953	467	919	459	1
953	467	919	459	961	2
467	919	459	961	459	1
919	459	961	459	934	2
459	961	459	934	447	1
961	459	934	447	942	2
459	934	447	942	451	1
934	447	942	451	926	2
447	942	451	926	448	1
942	451	926	448	918	2
451	926	448	918	452	1
926	448	918	452	941	2
448	918	452	941	444	1
918	452	941	444	930	2
452	941	444	930	443	1
941	444	930	443	942	2
444	930	443	942	447	1
930	443	942	447	926	2
443	942	447	926	448	1
942	447	926	448	942	2
447	926	448	942	451	1
926	448	942	451	961	2
448	942	451	961	455	1
942	451	961	455	993	2
451	961	455	993	451	1
961	455	993	451	1015	2
455	993	451	1015	452	1
993	451	1015	452	1004	2
451	1015	452	1004	451	1
1015	452	1004	451	973	2
452	1004	451	973	443	1
1004	451	973	443	954	2
451	973	443	954	439	1
973	443	954	439	923	2
443	954	439	923	439	1
954	439	923	439	911	2
439	923	439	911	455	1
923	439	911	455	840	2
439	911	455	840	456	1
911	455	840	456	829	2
455	840	456	829	447	1
840	456	829	447	910	2
456	829	447	910	440	1
829	447	910	440	891	2
447	910	440	891	452	1
910	440	891	452	887	2
440	891	452	887	443	1
891	452	887	443	872	2
452	887	443	872	447	1
887	443	872	447	899	2
443	872	447	899	444	1
872	447	899	444	914	2
447	899	444	914	444	1
899	444	914	444	891	2
444	914	444	891	447	1
914	444	891	447	887	2
444	891	447	887	452	1
891	447	887	452	875	2
447	887	452	875	440	1
887	452	875	440	922	2
452	875	440	922	448	1
875	440	922	448	902	2
440	922	448	902	444	1
922	448	902	444	910	2
448	902	444	910	448	1
902	444	910	448	926	2
444	910	448	926	447	1
910	448	926	447	915	2
448	926	447	915	451	1
926	447	915	451	934	2
447	915	451	934	451	1
915	451	934	451	907	2
451	934	451	907	448	1
934	451	907	448	922	2
451	907	448	922	447	1
907	448	922	447	942	2
448	922	447	942	443	1
922	447	942	443	876	2
447	942	443	876	447	1
942	443	876	447	903	2
443	876	447	903	448	1
876	447	903	448	879	2
447	903	448	879	455	1
903	448	879	455	864	2
448	879	455	864	444	1
879	455	864	444	852	2
455	864	444	852	447	1
864	444	852	447	825	2
444	852	447	825	448	1
852	447	825	448	828	2
447	825	448	828	444	1
825	448	828	444	848	2
448	828	444	848	440	1
828	444	848	440	860	2
444	848	440	860	439	1
848	440	860	439	845	2
440	860	439	845	447	1
860	439	845	447	903	2
439	845	447	903	444	1
845	447	903	444	980	2
447	903	444	980	452	1
903	444	980	452	1011	2
444	980	452	1011	452	1
980	452	1011	452	1023	2
452	1011	452	1023	443	1
1011	452	1023	443	1059	2
452	1023	443	1059	443	1
1023	443	1059	443	1047	2
443	1059	443	1047	448	1
1059	443	1047	448	992	2
443	1047	448	992	455	1
1047	448	992	455	992	2
448	992	455	992	448	1
992	455	992	448	1000	2
455	992	448	1000	451	1
992	448	1000	451	1012	2
448	1000	451	1012	451	1
1000	451	1012	451	1156	2
451	1012	451	1156	447	1
1012	451	1156	447	1238	2
451	1156	447	1238	451	1
1156	447	1238	451	1245	2
447	1238	451	1245	451	1
1238	451	1245	451	1195	2
451	1245	451	1195	455	1
1245	451	1195	455	1133	2
451	1195	455	1133	451	1
1195	455	1133	451	1089	2
455	1133	451	1089	448	1
1133	451	1089	448	1054	2
451	1089	448	1054	452	1
1089	448	1054	452	1008	2
448	1054	452	1008	447	1
1054	452	1008	447	1008	2
452	1008	447	1008	447	1
1008	447	1008	447	1000	2
447	1008	447	1000	456	1
1008	447	1000	456	996	2
447	1000	456	996	443	1
1000	456	996	443	942	2
456	996	443	942	447	1
996	443	942	447	1012	2
443	942	447	1012	447	1
942	447	1012	447	1024	2
447	1012	447	1024	447	1
1012	447	1024	447	1047	2
447	1024	447	1047	444	1
1024	447	1047	444	1081	2
447	1047	444	1081	452	1
1047	444	1081	452	1132	2
444	1081	452	1132	443	1
1081	452	1132	443	1129	2
452	1132	443	1129	451	1
1132	443	1129	451	1140	2
443	1129	451	1140	452	1
1129	451	1140	452	1155	2
451	1140	452	1155	452	1
1140	452	1155	452	1120	2
452	1155	452	1120	452	1
1155	452	1120	452	1140	2
452	1120	452	1140	447	1
1120	452	1140	447	1156	2
452	1140	447	1156	451	1
1140	447	1156	451	1133	2
447	1156	451	1133	451	1
1156	451	1133	451	1152	2
451	1133	451	1152	451	1
1133	451	1152	451	1171	2
451	1152	451	1171	452	1
1152	451	1171	452	1159	2
451	1171	452	1159	451	1
1171	452	1159	451	1191	2
452	1159	451	1191	448	1
1159	451	1191	448	1202	2
451	1191	448	1202	444	1
1191	448	1202	444	1171	2
448	1202	444	1171	459	1
1202	444	1171	459	1183	2
444	1171	459	1183	447	1
1171	459	1183	447	1148	2
459	1183	447	1148	459	1
1183	447	1148	459	1125	2
447	1148	459	1125	459	1
1148	459	1125	459	1101	2
459	1125	459	1101	455	1
1125	459	1101	455	1094	2
459	1101	455	1094	451	1
1101	455	1094	451	1136	2
455	1094	451	1136	452	1
1094	451	1136	452	1136	2
451	1136	452	1136	447	1
1136	452	1136	447	1160	2
452	1136	447	1160	459	1
1136	447	1160	459	1140	2
447	1160	459	1140	455	1
1160	459	1140	455	1121	2
459	1140	455	1121	455	1
1140	455	1121	455	1125	2
455	1121	455	1125	447	1
1121	455	1125	447	1105	2
455	1125	447	1105	459	1
1125	447	1105	459	1074	2
447	1105	459	1074	455	1
1105	459	1074	455	1082	2
459	1074	455	1082	448	1
1074	455	1082	448	1046	2
455	1082	448	1046	444	1
1082	448	1046	444	1054	2
448	1046	444	1054	456	1
1046	444	1054	456	1116	2
444	1054	456	1116	448	1
1054	456	1116	448	1136	2
456	1116	448	1136	451	1
1116	448	1136	451	1156	2
448	1136	451	1156	459	1
1136	451	1156	459	1156	2
451	1156	459	1156	455	1
1156	459	1156	455	1148	2
459	1156	455	1148	455	1
1156	455	1148	455	1171	2
455	1148	455	1171	456	1
1148	455	1171	456	1167	2
455	1171	456	1167	447	1
1171	456	1167	447	1148	2
456	1167	447	1148	463	1
1167	447	1148	463	1164	2
447	1148	463	1164	455	1
1148	463	1164	455	1152	2
463	1164	455	1152	463	1
1164	455	1152	463	1124	2
