i-2	i-1	i+0	i+1	i+2	Filter
704	728	724	505	946	0
728	724	505	946	720	1
724	505	946	720	478	2
505	946	720	478	965	0
946	720	478	965	716	1
720	478	965	716	483	2
478	965	716	483	969	0
965	716	483	969	720	1
716	483	969	720	474	2
483	969	720	474	965	0
969	720	474	965	716	1
720	474	965	716	479	2
474	965	716	479	961	0
965	716	479	961	720	1
716	479	961	720	474	2
479	961	720	474	973	0
961	720	474	973	720	1
720	474	973	720	728	2
474	973	720	728	572	0
973	720	728	572	875	0
720	728	572	875	724	1
728	572	875	724	494	2
572	875	724	494	969	0
875	724	494	969	716	1
724	494	969	716	475	2
494	969	716	475	972	0
969	716	475	972	724	1
716	475	972	724	471	2
475	972	724	471	980	0
972	724	471	980	720	1
724	471	980	720	724	2
471	980	720	724	619	0
980	720	724	619	832	0
720	724	619	832	720	1
724	619	832	720	545	2
619	832	720	545	918	0
832	720	545	918	740	1
720	545	918	740	478	2
545	918	740	478	988	0
918	740	478	988	724	1
740	478	988	724	739	2
478	988	724	739	623	0
988	724	739	623	852	0
724	739	623	852	720	1
739	623	852	720	537	2
623	852	720	537	938	0
852	720	537	938	739	1
720	537	938	739	479	2
537	938	739	479	996	0
938	739	479	996	731	1
739	479	996	731	736	2
479	996	731	736	614	0
996	731	736	614	849	0
731	736	614	849	723	1
736	614	849	723	526	2
614	849	723	526	941	0
849	723	526	941	724	1
723	526	941	724	483	2
526	941	724	483	968	0
941	724	483	968	724	1
724	483	968	724	475	2
483	968	724	475	961	0
968	724	475	961	716	1
724	475	961	716	479	2
475	961	716	479	949	0
961	716	479	949	700	1
716	479	949	700	483	2
479	949	700	483	922	0
949	700	483	922	704	1
700	483	922	704	510	2
483	922	704	510	926	0
922	704	510	926	701	1
704	510	926	701	498	2
510	926	701	498	941	0
926	701	498	941	716	1
701	498	941	716	483	2
498	941	716	483	945	0
941	716	483	945	716	1
716	483	945	716	483	2
483	945	716	483	945	0
945	716	483	945	704	1
716	483	945	704	483	2
483	945	704	483	934	0
945	704	483	934	708	1
704	483	934	708	486	2
483	934	708	486	926	0
934	708	486	926	705	1
708	486	926	705	498	2
486	926	705	498	926	0
926	705	498	926	696	1
705	498	926	696	498	2
498	926	696	498	915	0
926	696	498	915	708	1
696	498	915	708	510	2
498	915	708	510	910	0
915	708	510	910	697	1
708	510	910	697	490	2
510	910	697	490	922	0
910	697	490	922	708	1
697	490	922	708	502	2
490	922	708	502	915	0
922	708	502	915	704	1
708	502	915	704	506	2
502	915	704	506	918	0
915	704	506	918	704	1
704	506	918	704	506	2
506	918	704	506	922	0
918	704	506	922	701	1
704	506	922	701	502	2
506	922	701	502	941	0
922	701	502	941	724	1
701	502	941	724	483	2
502	941	724	483	961	0
941	724	483	961	704	1
724	483	961	704	486	2
483	961	704	486	942	0
961	704	486	942	708	1
704	486	942	708	486	2
486	942	708	486	930	0
942	708	486	930	709	1
708	486	930	709	494	2
486	930	709	494	934	0
930	709	494	934	704	1
709	494	934	704	490	2
494	934	704	490	950	0
934	704	490	950	688	1
704	490	950	688	510	2
490	950	688	510	895	0
950	688	510	895	696	1
688	510	895	696	530	2
510	895	696	530	867	0
895	696	530	867	681	1
696	530	867	681	572	2
530	867	681	572	813	0
867	681	572	813	709	1
681	572	813	709	548	2
572	813	709	548	884	0
813	709	548	884	712	1
709	548	884	712	533	2
548	884	712	533	887	0
884	712	533	887	704	1
712	533	887	704	522	2
533	887	704	522	902	0
887	704	522	902	712	1
704	522	902	712	522	2
522	902	712	522	914	0
902	712	522	914	712	1
712	522	914	712	510	2
522	914	712	510	907	0
914	712	510	907	712	1
712	510	907	712	505	2
510	907	712	505	926	0
907	712	505	926	713	1
712	505	926	713	490	2
505	926	713	490	938	0
926	713	490	938	708	1
713	490	938	708	490	2
490	938	708	490	926	0
938	708	490	926	712	1
708	490	926	712	490	2
490	926	712	490	930	0
926	712	490	930	705	1
712	490	930	705	502	2
490	930	705	502	902	0
930	705	502	902	705	1
705	502	902	705	517	2
502	902	705	517	899	0
902	705	517	899	696	1
705	517	899	696	530	2
517	899	696	530	895	0
899	696	530	895	696	1
696	530	895	696	533	2
530	895	696	533	872	0
895	696	533	872	704	1
696	533	872	704	518	2
533	872	704	518	902	0
872	704	518	902	693	1
704	518	902	693	537	2
518	902	693	537	875	0
902	693	537	875	712	1
693	537	875	712	541	2
537	875	712	541	856	0
875	712	541	856	701	1
712	541	856	701	548	2
541	856	701	548	864	0
856	701	548	864	700	1
701	548	864	700	569	2
548	864	700	569	852	0
864	700	569	852	700	1
700	569	852	700	700	2
569	852	700	700	713	0
852	700	700	713	712	0
700	700	713	712	712	0
700	713	712	712	708	0
713	712	712	708	716	0
712	712	708	716	720	0
712	708	716	720	712	0
708	716	720	712	716	0
716	720	712	716	502	0
720	712	716	502	949	0
712	716	502	949	720	1
716	502	949	720	482	2
502	949	720	482	958	0
949	720	482	958	704	1
720	482	958	704	482	2
482	958	704	482	958	0
958	704	482	958	715	1
704	482	958	715	479	2
482	958	715	479	946	0
958	715	479	946	712	1
715	479	946	712	478	2
479	946	712	478	961	0
946	712	478	961	712	1
712	478	961	712	712	2
478	961	712	712	720	0
961	712	712	720	712	0
712	712	720	712	631	0
712	720	712	631	797	0
720	712	631	797	720	1
712	631	797	720	611	2
631	797	720	611	837	0
797	720	611	837	716	1
720	611	837	716	525	2
611	837	716	525	922	0
837	716	525	922	712	1
716	525	922	712	494	2
525	922	712	494	954	0
922	712	494	954	731	1
712	494	954	731	475	2
494	954	731	475	953	0
954	731	475	953	693	1
731	475	953	693	486	2
475	953	693	486	915	0
953	693	486	915	692	1
693	486	915	692	514	2
486	915	692	514	860	0
915	692	514	860	677	1
692	514	860	677	556	2
514	860	677	556	813	0
860	677	556	813	693	1
677	556	813	693	572	2
556	813	693	572	840	0
813	693	572	840	701	1
693	572	840	701	716	2
572	840	701	716	712	0
840	701	716	712	720	0
701	716	712	720	704	0
716	712	720	704	471	0
712	720	704	471	973	0
720	704	471	973	712	1
704	471	973	712	474	2
471	973	712	474	938	0
973	712	474	938	708	1
712	474	938	708	487	2
474	938	708	487	930	0
938	708	487	930	704	1
708	487	930	704	494	2
487	930	704	494	911	0
930	704	494	911	704	1
704	494	911	704	506	2
494	911	704	506	899	0
911	704	506	899	696	1
704	506	899	696	529	2
506	899	696	529	872	0
899	696	529	872	700	1
696	529	872	700	553	2
529	872	700	553	844	0
872	700	553	844	700	1
700	553	844	700	557	2
553	844	700	557	871	0
844	700	557	871	705	1
700	557	871	705	552	2
557	871	705	552	880	0
871	705	552	880	716	1
705	552	880	716	537	2
552	880	716	537	891	0
880	716	537	891	696	1
716	537	891	696	560	2
537	891	696	560	825	0
891	696	560	825	685	1
696	560	825	685	607	2
560	825	685	607	771	0
825	685	607	771	700	1
685	607	771	700	708	2
607	771	700	708	704	0
771	700	708	704	709	0
700	708	704	709	708	0
708	704	709	708	712	0
704	709	708	712	743	0
709	708	712	743	751	0
708	712	743	751	739	0
712	743	751	739	751	0
743	751	739	751	459	0
751	739	751	459	1020	0
739	751	459	1020	728	1
751	459	1020	728	463	2
459	1020	728	463	1007	0
1020	728	463	1007	732	1
728	463	1007	732	463	2
463	1007	732	463	992	0
1007	732	463	992	720	1
732	463	992	720	463	2
463	992	720	463	981	0
992	720	463	981	719	1
720	463	981	719	467	2
463	981	719	467	965	0
981	719	467	965	705	1
719	467	965	705	470	2
467	965	705	470	946	0
965	705	470	946	708	1
705	470	946	708	479	2
470	946	708	479	937	0
946	708	479	937	693	1
708	479	937	693	490	2
479	937	693	490	926	0
937	693	490	926	709	1
693	490	926	709	486	2
490	926	709	486	934	0
926	709	486	934	716	1
709	486	934	716	482	2
486	934	716	482	934	0
934	716	482	934	716	1
716	482	934	716	483	2
482	934	716	483	949	0
934	716	483	949	716	1
716	483	949	716	478	2
483	949	716	478	965	0
949	716	478	965	713	1
716	478	965	713	474	2
478	965	713	474	950	0
965	713	474	950	696	1
713	474	950	696	490	2
474	950	696	490	911	0
950	696	490	911	696	1
696	490	911	696	514	2
490	911	696	514	813	0
911	696	514	813	522	1
696	514	813	522	459	2
514	813	522	459	490	1
813	522	459	490	475	2
522	459	490	475	545	1
459	490	475	545	494	2
490	475	545	494	498	1
475	545	494	498	871	2
545	494	498	871	584	1
494	498	871	584	704	2
498	871	584	704	903	1
871	584	704	903	455	2
584	704	903	455	1059	0
704	903	455	1059	739	1
903	455	1059	739	751	2
455	1059	739	751	479	0
1059	739	751	479	1019	0
739	751	479	1019	739	1
751	479	1019	739	716	2
479	1019	739	716	564	0
1019	739	716	564	876	0
739	716	564	876	731	1
716	564	876	731	487	2
564	876	731	487	973	0
876	731	487	973	731	1
731	487	973	731	467	2
487	973	731	467	1008	0
973	731	467	1008	735	1
731	467	1008	735	732	2
467	1008	735	732	494	0
1008	735	732	494	953	0
735	732	494	953	736	1
732	494	953	736	467	2
494	953	736	467	992	0
953	736	467	992	716	1
736	467	992	716	463	2
467	992	716	463	969	0
992	716	463	969	716	1
716	463	969	716	466	2
463	969	716	466	958	0
969	716	466	958	712	1
716	466	958	712	471	2
466	958	712	471	957	0
958	712	471	957	712	1
712	471	957	712	475	2
471	957	712	475	941	0
957	712	475	941	704	1
712	475	941	704	479	2
475	941	704	479	946	0
941	704	479	946	696	1
704	479	946	696	483	2
479	946	696	483	933	0
946	696	483	933	712	1
696	483	933	712	479	2
483	933	712	479	938	0
933	712	479	938	700	1
712	479	938	700	483	2
479	938	700	483	926	0
938	700	483	926	696	1
700	483	926	696	494	2
483	926	696	494	911	0
926	696	494	911	700	1
696	494	911	700	483	2
494	911	700	483	930	0
911	700	483	930	696	1
700	483	930	696	491	2
483	930	696	491	918	0
930	696	491	918	700	1
696	491	918	700	494	2
491	918	700	494	915	0
918	700	494	915	700	1
700	494	915	700	487	2
494	915	700	487	914	0
915	700	487	914	693	1
700	487	914	693	509	2
487	914	693	509	884	0
914	693	509	884	677	1
693	509	884	677	544	2
509	884	677	544	837	0
884	677	544	837	669	1
677	544	837	669	677	2
544	837	669	677	689	0
837	669	677	689	689	0
669	677	689	689	688	0
677	689	689	688	685	0
689	689	688	685	701	0
689	688	685	701	700	0
688	685	701	700	696	0
685	701	700	696	693	0
701	700	696	693	697	0
700	696	693	697	661	0
696	693	697	661	697	0
693	697	661	697	677	0
697	661	697	677	684	0
661	697	677	684	677	0
697	677	684	677	689	0
677	684	677	689	689	0
684	677	689	689	685	0
677	689	689	685	451	0
689	689	685	451	926	0
689	685	451	926	685	1
685	451	926	685	584	2
451	926	685	584	782	0
926	685	584	782	677	1
685	584	782	677	665	2
584	782	677	665	677	0
782	677	665	677	681	0
677	665	677	681	498	0
665	677	681	498	856	0
677	681	498	856	669	1
681	498	856	669	670	2
498	856	669	670	657	0
856	669	670	657	662	0
669	670	657	662	669	0
670	657	662	669	498	0
657	662	669	498	833	0
662	669	498	833	665	1
669	498	833	665	658	2
498	833	665	658	661	0
833	665	658	661	666	0
665	658	661	666	478	0
658	661	666	478	856	0
661	666	478	856	677	1
666	478	856	677	673	2
478	856	677	673	666	0
856	677	673	666	677	0
677	673	666	677	685	0
673	666	677	685	677	0
666	677	685	677	692	0
677	685	677	692	693	0
685	677	692	693	673	0
677	692	693	673	681	0
692	693	673	681	677	0
693	673	681	677	665	0
673	681	677	665	670	0
681	677	665	670	681	0
677	665	670	681	684	0
665	670	681	684	677	0
670	681	684	677	693	0
681	684	677	693	475	0
684	677	693	475	899	0
677	693	475	899	677	1
693	475	899	677	677	2
475	899	677	677	669	0
899	677	677	669	665	0
677	677	669	665	452	0
677	669	665	452	875	0
669	665	452	875	654	1
665	452	875	654	650	2
452	875	654	650	646	0
875	654	650	646	661	0
654	650	646	661	463	0
650	646	661	463	841	0
646	661	463	841	646	1
661	463	841	646	642	2
463	841	646	642	642	0
841	646	642	642	634	0
646	642	642	634	471	0
642	642	634	471	782	0
642	634	471	782	630	1
634	471	782	630	634	2
471	782	630	634	627	0
782	630	634	627	642	0
630	634	627	642	494	0
634	627	642	494	786	0
627	642	494	786	650	1
642	494	786	650	646	2
494	786	650	646	521	0
786	650	646	521	759	0
650	646	521	759	646	1
646	521	759	646	638	2
521	759	646	638	638	0
759	646	638	638	642	0
646	638	638	642	467	0
638	638	642	467	837	0
638	642	467	837	642	1
642	467	837	642	642	2
467	837	642	642	626	0
837	642	642	626	646	0
642	642	626	646	521	0
642	626	646	521	759	0
626	646	521	759	627	1
646	521	759	627	634	2
521	759	627	634	502	0
759	627	634	502	762	0
627	634	502	762	627	1
634	502	762	627	630	2
502	762	627	630	459	0
762	627	630	459	790	0
627	630	459	790	619	1
630	459	790	619	611	2
459	790	619	611	494	0
790	619	611	494	724	0
619	611	494	724	603	1
611	494	724	603	595	2
494	724	603	595	533	0
724	603	595	533	669	0
603	595	533	669	604	1
595	533	669	604	599	2
533	669	604	599	595	0
669	604	599	595	557	0
604	599	595	557	645	0
599	595	557	645	596	1
595	557	645	596	599	2
557	645	596	599	599	0
645	596	599	599	459	0
596	599	599	459	732	0
599	599	459	732	599	1
599	459	732	599	595	2
459	732	599	595	483	0
732	599	595	483	704	0
599	595	483	704	584	1
595	483	704	584	591	2
483	704	584	591	596	0
704	584	591	596	490	0
584	591	596	490	689	0
591	596	490	689	591	1
596	490	689	591	592	2
490	689	591	592	583	0
689	591	592	583	452	0
591	592	583	452	723	0
592	583	452	723	584	1
583	452	723	584	572	2
452	723	584	572	552	0
723	584	572	552	604	0
584	572	552	604	575	1
572	552	604	575	576	2
552	604	575	576	483	0
604	575	576	483	685	0
575	576	483	685	579	1
576	483	685	579	580	2
483	685	579	580	584	0
685	579	580	584	447	0
579	580	584	447	724	0
580	584	447	724	584	1
584	447	724	584	583	2
447	724	584	583	588	0
724	584	583	588	587	0
584	583	588	587	471	0
583	588	587	471	708	0
588	587	471	708	596	1
587	471	708	596	583	2
471	708	596	583	588	0
708	596	583	588	591	0
596	583	588	591	467	0
583	588	591	467	724	0
588	591	467	724	592	1
591	467	724	592	591	2
467	724	592	591	587	0
724	592	591	587	588	0
592	591	587	588	588	0
591	587	588	588	599	0
587	588	588	599	591	0
588	588	599	591	584	0
588	599	591	584	599	0
599	591	584	599	545	0
591	584	599	545	646	0
584	599	545	646	595	1
599	545	646	595	599	2
545	646	595	599	596	0
646	595	599	596	599	0
595	599	596	599	591	0
599	596	599	591	452	0
596	599	591	452	723	0
599	591	452	723	600	1
591	452	723	600	591	2
452	723	600	591	584	0
723	600	591	584	591	0
600	591	584	591	599	0
591	584	591	599	588	0
584	591	599	588	591	0
591	599	588	591	604	0
599	588	591	604	595	0
588	591	604	595	607	0
591	604	595	607	451	0
604	595	607	451	782	0
595	607	451	782	600	1
607	451	782	600	587	2
451	782	600	587	623	0
782	600	587	623	622	0
600	587	623	622	541	0
587	623	622	541	685	0
623	622	541	685	634	1
622	541	685	634	646	2
541	685	634	646	533	0
685	634	646	533	736	0
634	646	533	736	634	1
646	533	736	634	634	2
533	736	634	634	591	0
736	634	634	591	642	0
634	634	591	642	623	1
634	591	642	623	623	2
591	642	623	623	517	0
642	623	623	517	724	0
623	623	517	724	622	1
623	517	724	622	623	2
517	724	622	623	506	0
724	622	623	506	751	0
622	623	506	751	626	1
623	506	751	626	635	2
506	751	626	635	626	0
751	626	635	626	642	0
626	635	626	642	638	0
635	626	642	638	642	0
626	642	638	642	646	0
642	638	642	646	662	0
638	642	646	662	482	0
642	646	662	482	860	0
646	662	482	860	658	1
662	482	860	658	669	2
482	860	658	669	665	0
860	658	669	665	677	0
658	669	665	677	452	0
669	665	677	452	887	0
665	677	452	887	661	1
677	452	887	661	650	2
452	887	661	650	638	0
887	661	650	638	638	0
661	650	638	638	483	0
650	638	638	483	813	0
638	638	483	813	626	1
638	483	813	626	635	2
483	813	626	635	642	0
813	626	635	642	646	0
626	635	642	646	467	0
635	642	646	467	805	0
642	646	467	805	623	1
646	467	805	623	634	2
467	805	623	634	634	0
805	623	634	634	642	0
623	634	634	642	475	0
634	634	642	475	809	0
634	642	475	809	634	1
642	475	809	634	627	2
475	809	634	627	630	0
809	634	627	630	631	0
634	627	630	631	474	0
627	630	631	474	810	0
630	631	474	810	622	1
631	474	810	622	642	2
474	810	622	642	642	0
810	622	642	642	638	0
622	642	642	638	452	0
642	642	638	452	844	0
642	638	452	844	627	1
638	452	844	627	657	2
452	844	627	657	533	0
844	627	657	533	802	0
627	657	533	802	653	1
657	533	802	653	650	2
533	802	653	650	654	0
802	653	650	654	658	0
653	650	654	658	439	0
650	654	658	439	868	0
654	658	439	868	646	1
658	439	868	646	650	2
439	868	646	650	642	0
868	646	650	642	646	0
646	650	642	646	439	0
650	642	646	439	887	0
642	646	439	887	650	1
646	439	887	650	654	2
439	887	650	654	654	0
887	650	654	654	661	0
650	654	654	661	444	0
654	654	661	444	902	0
654	661	444	902	662	1
661	444	902	662	549	2
444	902	662	549	782	0
902	662	549	782	673	1
662	549	782	673	611	2
549	782	673	611	704	0
782	673	611	704	658	1
673	611	704	658	661	2
611	704	658	661	607	0
704	658	661	607	693	0
658	661	607	693	661	1
661	607	693	661	673	2
607	693	661	673	666	0
693	661	673	666	665	0
661	673	666	665	650	0
673	666	665	650	661	0
666	665	650	661	677	0
665	650	661	677	673	0
650	661	677	673	541	0
661	677	673	541	802	0
677	673	541	802	669	1
673	541	802	669	669	2
541	802	669	669	650	0
802	669	669	650	669	0
669	669	650	669	440	0
669	650	669	440	891	0
650	669	440	891	669	1
669	440	891	669	642	2
440	891	669	642	697	0
891	669	642	697	658	1
669	642	697	658	677	2
642	697	658	677	665	0
697	658	677	665	661	0
658	677	665	661	436	0
677	665	661	436	938	0
665	661	436	938	681	1
661	436	938	681	510	2
436	938	681	510	875	0
938	681	510	875	681	1
681	510	875	681	599	2
510	875	681	599	782	0
875	681	599	782	670	1
681	599	782	670	657	2
599	782	670	657	666	0
782	670	657	666	657	0
670	657	666	657	444	0
657	666	657	444	875	0
666	657	444	875	654	1
657	444	875	654	650	2
444	875	654	650	646	0
875	654	650	646	638	0
654	650	646	638	451	0
650	646	638	451	856	0
646	638	451	856	642	1
638	451	856	642	638	2
451	856	642	638	627	0
856	642	638	627	654	0
642	638	627	654	455	0
638	627	654	455	871	0
627	654	455	871	650	1
654	455	871	650	638	2
455	871	650	638	662	0
871	650	638	662	700	0
650	638	662	700	708	0
638	662	700	708	697	0
662	700	708	697	673	0
700	708	697	673	475	0
708	697	673	475	860	0
697	673	475	860	649	1
673	475	860	649	658	2
475	860	649	658	669	0
860	649	658	669	670	0
649	658	669	670	677	0
658	669	670	677	669	0
669	670	677	669	685	0
670	677	669	685	506	0
677	669	685	506	879	0
669	685	506	879	681	1
685	506	879	681	704	2
506	879	681	704	732	0
879	681	704	732	813	0
681	704	732	813	735	0
704	732	813	735	747	0
732	813	735	747	744	0
813	735	747	744	719	0
735	747	744	719	467	0
747	744	719	467	981	0
744	719	467	981	716	1
719	467	981	716	467	2
467	981	716	467	918	0
981	716	467	918	662	1
716	467	918	662	536	2
467	918	662	536	845	0
918	662	536	845	720	1
662	536	845	720	509	2
536	845	720	509	930	0
845	720	509	930	701	1
720	509	930	701	482	2
509	930	701	482	895	0
930	701	482	895	697	1
701	482	895	697	494	2
482	895	697	494	988	0
895	697	494	988	712	1
697	494	988	712	459	2
494	988	712	459	969	0
988	712	459	969	724	1
712	459	969	724	459	2
459	969	724	459	957	0
969	724	459	957	666	1
724	459	957	666	474	2
459	957	666	474	872	0
957	666	474	872	677	1
666	474	872	677	529	2
474	872	677	529	833	0
872	677	529	833	661	1
677	529	833	661	580	2
529	833	661	580	771	0
833	661	580	771	681	1
661	580	771	681	712	2
580	771	681	712	727	0
771	681	712	727	740	0
681	712	727	740	743	0
712	727	740	743	735	0
727	740	743	735	732	0
740	743	735	732	754	0
743	735	732	754	759	0
735	732	754	759	751	0
732	754	759	751	452	0
754	759	751	452	1038	0
759	751	452	1038	751	1
751	452	1038	751	452	2
452	1038	751	452	1015	0
1038	751	452	1015	712	1
751	452	1015	712	448	2
452	1015	712	448	980	0
1015	712	448	980	716	1
712	448	980	716	460	2
448	980	716	460	937	0
980	716	460	937	693	1
716	460	937	693	479	2
460	937	693	479	914	0
937	693	479	914	673	1
693	479	914	673	502	2
479	914	673	502	922	0
914	673	502	922	677	1
673	502	922	677	510	2
502	922	677	510	821	0
922	677	510	821	669	1
677	510	821	669	568	2
510	821	669	568	817	0
821	669	568	817	689	1
669	568	817	689	568	2
568	817	689	568	864	0
817	689	568	864	720	1
689	568	864	720	533	2
568	864	720	533	934	0
864	720	533	934	724	1
720	533	934	724	474	2
533	934	724	474	981	0
934	724	474	981	727	1
724	474	981	727	463	2
474	981	727	463	969	0
981	727	463	969	709	1
727	463	969	709	474	2
463	969	709	474	946	0
969	709	474	946	704	1
709	474	946	704	479	2
474	946	704	479	941	0
946	704	479	941	689	1
704	479	941	689	490	2
479	941	689	490	950	0
941	689	490	950	704	1
689	490	950	704	479	2
490	950	704	479	961	0
950	704	479	961	716	1
704	479	961	716	474	2
479	961	716	474	993	0
961	716	474	993	712	1
716	474	993	712	467	2
474	993	712	467	1003	0
993	712	467	1003	747	1
712	467	1003	747	748	2
467	1003	747	748	513	0
1003	747	748	513	981	0
747	748	513	981	743	1
748	513	981	743	459	2
513	981	743	459	1023	0
981	743	459	1023	740	1
743	459	1023	740	735	2
459	1023	740	735	522	0
1023	740	735	522	980	0
740	735	522	980	747	1
735	522	980	747	459	2
522	980	747	459	1020	0
980	747	459	1020	731	1
747	459	1020	731	747	2
459	1020	731	747	491	0
1020	731	747	491	996	0
731	747	491	996	720	1
747	491	996	720	463	2
491	996	720	463	1011	0
996	720	463	1011	736	1
720	463	1011	736	723	2
463	1011	736	723	596	0
1011	736	723	596	887	0
736	723	596	887	720	1
723	596	887	720	486	2
596	887	720	486	973	0
887	720	486	973	720	1
720	486	973	720	471	2
486	973	720	471	972	0
973	720	471	972	720	1
720	471	972	720	471	2
471	972	720	471	977	0
972	720	471	977	712	1
720	471	977	712	471	2
471	977	712	471	980	0
977	712	471	980	716	1
712	471	980	716	467	2
471	980	716	467	988	0
980	716	467	988	716	1
716	467	988	716	463	2
467	988	716	463	977	0
988	716	463	977	712	1
716	463	977	712	471	2
463	977	712	471	965	0
977	712	471	965	720	1
712	471	965	720	470	2
471	965	720	470	962	0
965	720	470	962	704	1
720	470	962	704	475	2
470	962	704	475	961	0
962	704	475	961	708	1
704	475	961	708	474	2
475	961	708	474	965	0
961	708	474	965	697	1
708	474	965	697	482	2
474	965	697	482	919	0
965	697	482	919	681	1
697	482	919	681	525	2
482	919	681	525	868	0
919	681	525	868	684	1
681	525	868	684	584	2
525	868	684	584	837	0
868	684	584	837	696	1
684	584	837	696	564	2
584	837	696	564	860	0
837	696	564	860	720	1
696	564	860	720	541	2
564	860	720	541	903	0
860	720	541	903	696	1
720	541	903	696	568	2
541	903	696	568	888	0
903	696	568	888	723	1
696	568	888	723	549	2
568	888	723	549	922	0
888	723	549	922	728	1
723	549	922	728	486	2
549	922	728	486	996	0
922	728	486	996	736	1
728	486	996	736	474	2
486	996	736	474	1008	0
996	736	474	1008	728	1
736	474	1008	728	471	2
