i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter
517	1117	880	490	1342	880	474	1016	790	988	790	0
1117	880	490	1342	880	474	1016	790	988	790	704	0
880	490	1342	880	474	1016	790	988	790	704	526	0
490	1342	880	474	1016	790	988	790	704	526	1120	0
1342	880	474	1016	790	988	790	704	526	1120	708	0
880	474	1016	790	988	790	704	526	1120	708	775	0
474	1016	790	988	790	704	526	1120	708	775	529	0
1016	790	988	790	704	526	1120	708	775	529	907	1
790	988	790	704	526	1120	708	775	529	907	859	0
988	790	704	526	1120	708	775	529	907	859	802	0
790	704	526	1120	708	775	529	907	859	802	825	0
704	526	1120	708	775	529	907	859	802	825	836	1
526	1120	708	775	529	907	859	802	825	836	814	0
1120	708	775	529	907	859	802	825	836	814	825	0
708	775	529	907	859	802	825	836	814	825	832	0
775	529	907	859	802	825	836	814	825	832	810	0
529	907	859	802	825	836	814	825	832	810	852	0
907	859	802	825	836	814	825	832	810	852	844	0
859	802	825	836	814	825	832	810	852	844	817	0
802	825	836	814	825	832	810	852	844	817	771	0
825	836	814	825	832	810	852	844	817	771	529	0
836	814	825	832	810	852	844	817	771	529	1043	0
814	825	832	810	852	844	817	771	529	1043	681	0
825	832	810	852	844	817	771	529	1043	681	673	0
832	810	852	844	817	771	529	1043	681	673	852	0
810	852	844	817	771	529	1043	681	673	852	525	1
852	844	817	771	529	1043	681	673	852	525	1222	0
844	817	771	529	1043	681	673	852	525	1222	942	0
817	771	529	1043	681	673	852	525	1222	942	505	0
771	529	1043	681	673	852	525	1222	942	505	1222	0
529	1043	681	673	852	525	1222	942	505	1222	829	1
1043	681	673	852	525	1222	942	505	1222	829	837	0
681	673	852	525	1222	942	505	1222	829	837	824	0
673	852	525	1222	942	505	1222	829	837	824	802	1
852	525	1222	942	505	1222	829	837	824	802	525	0
525	1222	942	505	1222	829	837	824	802	525	915	0
1222	942	505	1222	829	837	824	802	525	915	883	0
942	505	1222	829	837	824	802	525	915	883	763	0
505	1222	829	837	824	802	525	915	883	763	525	0
1222	829	837	824	802	525	915	883	763	525	1000	1
829	837	824	802	525	915	883	763	525	1000	712	0
837	824	802	525	915	883	763	525	1000	712	665	0
824	802	525	915	883	763	525	1000	712	665	495	0
802	525	915	883	763	525	1000	712	665	495	1031	1
525	915	883	763	525	1000	712	665	495	1031	642	0
915	883	763	525	1000	712	665	495	1031	642	805	0
883	763	525	1000	712	665	495	1031	642	805	662	0
763	525	1000	712	665	495	1031	642	805	662	805	1
525	1000	712	665	495	1031	642	805	662	805	521	0
1000	712	665	495	1031	642	805	662	805	521	872	0
712	665	495	1031	642	805	662	805	521	872	809	0
665	495	1031	642	805	662	805	521	872	809	689	0
495	1031	642	805	662	805	521	872	809	689	946	0
1031	642	805	662	805	521	872	809	689	946	817	1
642	805	662	805	521	872	809	689	946	817	766	0
805	662	805	521	872	809	689	946	817	766	720	0
662	805	521	872	809	689	946	817	766	720	693	0
805	521	872	809	689	946	817	766	720	693	681	0
521	872	809	689	946	817	766	720	693	681	681	0
872	809	689	946	817	766	720	693	681	681	509	0
809	689	946	817	766	720	693	681	681	509	794	0
689	946	817	766	720	693	681	681	509	794	646	0
946	817	766	720	693	681	681	509	794	646	654	0
817	766	720	693	681	681	509	794	646	654	646	0
766	720	693	681	681	509	794	646	654	646	832	1
720	693	681	681	509	794	646	654	646	832	526	0
693	681	681	509	794	646	654	646	832	526	1089	0
681	681	509	794	646	654	646	832	526	1089	759	0
681	509	794	646	654	646	832	526	1089	759	735	0
509	794	646	654	646	832	526	1089	759	735	522	0
794	646	654	646	832	526	1089	759	735	522	941	1
646	654	646	832	526	1089	759	735	522	941	705	0
654	646	832	526	1089	759	735	522	941	705	712	0
646	832	526	1089	759	735	522	941	705	712	681	0
832	526	1089	759	735	522	941	705	712	681	630	1
526	1089	759	735	522	941	705	712	681	630	751	0
1089	759	735	522	941	705	712	681	630	751	728	0
759	735	522	941	705	712	681	630	751	728	719	0
735	522	941	705	712	681	630	751	728	719	705	0
522	941	705	712	681	630	751	728	719	705	700	0
941	705	712	681	630	751	728	719	705	700	669	0
705	712	681	630	751	728	719	705	700	669	685	0
712	681	630	751	728	719	705	700	669	685	689	0
681	630	751	728	719	705	700	669	685	689	689	0
630	751	728	719	705	700	669	685	689	689	688	0
751	728	719	705	700	669	685	689	689	688	708	0
728	719	705	700	669	685	689	689	688	708	716	0
719	705	700	669	685	689	689	688	708	716	689	0
705	700	669	685	689	689	688	708	716	689	665	0
700	669	685	689	689	688	708	716	689	665	658	0
669	685	689	689	688	708	716	689	665	658	751	0
685	689	689	688	708	716	689	665	658	751	790	0
689	689	688	708	716	689	665	658	751	790	801	0
689	688	708	716	689	665	658	751	790	801	720	0
688	708	716	689	665	658	751	790	801	720	658	0
708	716	689	665	658	751	790	801	720	658	700	0
716	689	665	658	751	790	801	720	658	700	806	0
689	665	658	751	790	801	720	658	700	806	525	0
665	658	751	790	801	720	658	700	806	525	1261	0
658	751	790	801	720	658	700	806	525	1261	797	0
751	790	801	720	658	700	806	525	1261	797	806	0
790	801	720	658	700	806	525	1261	797	806	517	0
801	720	658	700	806	525	1261	797	806	517	1203	1
720	658	700	806	525	1261	797	806	517	1203	860	0
658	700	806	525	1261	797	806	517	1203	860	486	0
700	806	525	1261	797	806	517	1203	860	486	895	0
806	525	1261	797	806	517	1203	860	486	895	669	1
525	1261	797	806	517	1203	860	486	895	669	724	0
1261	797	806	517	1203	860	486	895	669	724	514	0
797	806	517	1203	860	486	895	669	724	514	1144	1
806	517	1203	860	486	895	669	724	514	1144	727	0
517	1203	860	486	895	669	724	514	1144	727	720	0
1203	860	486	895	669	724	514	1144	727	720	860	0
860	486	895	669	724	514	1144	727	720	860	696	1
486	895	669	724	514	1144	727	720	860	696	697	0
895	669	724	514	1144	727	720	860	696	697	716	0
669	724	514	1144	727	720	860	696	697	716	871	0
724	514	1144	727	720	860	696	697	716	871	818	0
514	1144	727	720	860	696	697	716	871	818	743	0
1144	727	720	860	696	697	716	871	818	743	525	0
727	720	860	696	697	716	871	818	743	525	1319	0
720	860	696	697	716	871	818	743	525	1319	833	0
860	696	697	716	871	818	743	525	1319	833	844	0
696	697	716	871	818	743	525	1319	833	844	845	0
697	716	871	818	743	525	1319	833	844	845	758	1
716	871	818	743	525	1319	833	844	845	758	747	0
871	818	743	525	1319	833	844	845	758	747	891	0
818	743	525	1319	833	844	845	758	747	891	821	0
743	525	1319	833	844	845	758	747	891	821	818	0
525	1319	833	844	845	758	747	891	821	818	789	0
1319	833	844	845	758	747	891	821	818	789	720	0
833	844	845	758	747	891	821	818	789	720	537	0
844	845	758	747	891	821	818	789	720	537	876	0
845	758	747	891	821	818	789	720	537	876	692	0
758	747	891	821	818	789	720	537	876	692	852	0
747	891	821	818	789	720	537	876	692	852	798	0
891	821	818	789	720	537	876	692	852	798	778	1
821	818	789	720	537	876	692	852	798	778	740	0
818	789	720	537	876	692	852	798	778	740	700	0
789	720	537	876	692	852	798	778	740	700	533	0
720	537	876	692	852	798	778	740	700	533	1191	0
537	876	692	852	798	778	740	700	533	1191	731	0
876	692	852	798	778	740	700	533	1191	731	891	0
692	852	798	778	740	700	533	1191	731	891	689	0
852	798	778	740	700	533	1191	731	891	689	665	1
798	778	740	700	533	1191	731	891	689	665	677	0
778	740	700	533	1191	731	891	689	665	677	670	0
740	700	533	1191	731	891	689	665	677	670	759	0
700	533	1191	731	891	689	665	677	670	759	529	0
533	1191	731	891	689	665	677	670	759	529	1221	0
1191	731	891	689	665	677	670	759	529	1221	779	0
731	891	689	665	677	670	759	529	1221	779	949	0
891	689	665	677	670	759	529	1221	779	949	763	0
689	665	677	670	759	529	1221	779	949	763	731	1
665	677	670	759	529	1221	779	949	763	731	510	0
677	670	759	529	1221	779	949	763	731	510	1089	0
670	759	529	1221	779	949	763	731	510	1089	825	0
759	529	1221	779	949	763	731	510	1089	825	786	0
529	1221	779	949	763	731	510	1089	825	786	802	0
1221	779	949	763	731	510	1089	825	786	802	739	1
779	949	763	731	510	1089	825	786	802	739	526	0
949	763	731	510	1089	825	786	802	739	526	813	0
763	731	510	1089	825	786	802	739	526	813	661	0
731	510	1089	825	786	802	739	526	813	661	693	0
