i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter
455	646	864	611	1404	502	623	879	1000	467	1381	1
646	864	611	1404	502	623	879	1000	467	1381	526	0
864	611	1404	502	623	879	1000	467	1381	526	1315	0
611	1404	502	623	879	1000	467	1381	526	1315	568	0
1404	502	623	879	1000	467	1381	526	1315	568	1257	1
502	623	879	1000	467	1381	526	1315	568	1257	899	0
623	879	1000	467	1381	526	1315	568	1257	899	906	1
879	1000	467	1381	526	1315	568	1257	899	906	957	0
1000	467	1381	526	1315	568	1257	899	906	957	973	1
467	1381	526	1315	568	1257	899	906	957	973	455	0
1381	526	1315	568	1257	899	906	957	973	455	1347	0
526	1315	568	1257	899	906	957	973	455	1347	545	0
1315	568	1257	899	906	957	973	455	1347	545	1295	0
568	1257	899	906	957	973	455	1347	545	1295	557	0
1257	899	906	957	973	455	1347	545	1295	557	1299	1
899	906	957	973	455	1347	545	1295	557	1299	561	0
906	957	973	455	1347	545	1295	557	1299	561	1295	1
957	973	455	1347	545	1295	557	1299	561	1295	553	0
973	455	1347	545	1295	557	1299	561	1295	553	1307	1
455	1347	545	1295	557	1299	561	1295	553	1307	545	0
1347	545	1295	557	1299	561	1295	553	1307	545	1241	1
545	1295	557	1299	561	1295	553	1307	545	1241	895	0
1295	557	1299	561	1295	553	1307	545	1241	895	475	1
557	1299	561	1295	553	1307	545	1241	895	475	1338	0
1299	561	1295	553	1307	545	1241	895	475	1338	530	1
561	1295	553	1307	545	1241	895	475	1338	530	1280	0
1295	553	1307	545	1241	895	475	1338	530	1280	945	0
553	1307	545	1241	895	475	1338	530	1280	945	973	1
1307	545	1241	895	475	1338	530	1280	945	973	1004	0
545	1241	895	475	1338	530	1280	945	973	1004	961	1
1241	895	475	1338	530	1280	945	973	1004	961	451	0
895	475	1338	530	1280	945	973	1004	961	451	650	0
475	1338	530	1280	945	973	1004	961	451	650	852	0
1338	530	1280	945	973	1004	961	451	650	852	1004	0
530	1280	945	973	1004	961	451	650	852	1004	448	0
1280	945	973	1004	961	451	650	852	1004	448	681	1
945	973	1004	961	451	650	852	1004	448	681	821	0
973	1004	961	451	650	852	1004	448	681	821	957	0
1004	961	451	650	852	1004	448	681	821	957	447	0
961	451	650	852	1004	448	681	821	957	447	666	1
451	650	852	1004	448	681	821	957	447	666	871	0
650	852	1004	448	681	821	957	447	666	871	580	0
852	1004	448	681	821	957	447	666	871	580	1436	0
1004	448	681	821	957	447	666	871	580	1436	498	1
448	681	821	957	447	666	871	580	1436	498	622	0
681	821	957	447	666	871	580	1436	498	622	841	0
821	957	447	666	871	580	1436	498	622	841	988	1
957	447	666	871	580	1436	498	622	841	988	463	0
447	666	871	580	1436	498	622	841	988	463	1409	1
666	871	580	1436	498	622	841	988	463	1409	517	0
871	580	1436	498	622	841	988	463	1409	517	1351	0
580	1436	498	622	841	988	463	1409	517	1351	544	0
1436	498	622	841	988	463	1409	517	1351	544	1280	1
498	622	841	988	463	1409	517	1351	544	1280	926	0
622	841	988	463	1409	517	1351	544	1280	926	962	1
841	988	463	1409	517	1351	544	1280	926	962	1011	0
988	463	1409	517	1351	544	1280	926	962	1011	985	1
463	1409	517	1351	544	1280	926	962	1011	985	455	0
1409	517	1351	544	1280	926	962	1011	985	455	654	0
517	1351	544	1280	926	962	1011	985	455	654	883	0
1351	544	1280	926	962	1011	985	455	654	883	568	0
544	1280	926	962	1011	985	455	654	883	568	1595	0
1280	926	962	1011	985	455	654	883	568	1595	444	1
926	962	1011	985	455	654	883	568	1595	444	696	0
962	1011	985	455	654	883	568	1595	444	696	989	0
1011	985	455	654	883	568	1595	444	696	989	509	1
985	455	654	883	568	1595	444	696	989	509	654	0
455	654	883	568	1595	444	696	989	509	654	1055	1
654	883	568	1595	444	696	989	509	654	1055	502	0
883	568	1595	444	696	989	509	654	1055	502	716	0
568	1595	444	696	989	509	654	1055	502	716	809	1
1595	444	696	989	509	654	1055	502	716	809	1089	0
444	696	989	509	654	1055	502	716	809	1089	440	0
696	989	509	654	1055	502	716	809	1089	440	724	1
989	509	654	1055	502	716	809	1089	440	724	864	0
509	654	1055	502	716	809	1089	440	724	864	1007	0
654	1055	502	716	809	1089	440	724	864	1007	448	0
1055	502	716	809	1089	440	724	864	1007	448	673	1
502	716	809	1089	440	724	864	1007	448	673	903	0
716	809	1089	440	724	864	1007	448	673	903	541	0
809	1089	440	724	864	1007	448	673	903	541	638	0
1089	440	724	864	1007	448	673	903	541	638	899	1
440	724	864	1007	448	673	903	541	638	899	1019	0
724	864	1007	448	673	903	541	638	899	1019	451	0
864	1007	448	673	903	541	638	899	1019	451	646	1
1007	448	673	903	541	638	899	1019	451	646	911	0
448	673	903	541	638	899	1019	451	646	911	607	0
673	903	541	638	899	1019	451	646	911	607	1342	0
903	541	638	899	1019	451	646	911	607	1342	576	1
541	638	899	1019	451	646	911	607	1342	576	1327	0
638	899	1019	451	646	911	607	1342	576	1327	595	0
899	1019	451	646	911	607	1342	576	1327	595	1308	1
1019	451	646	911	607	1342	576	1327	595	1308	595	0
451	646	911	607	1342	576	1327	595	1308	595	1265	1
646	911	607	1342	576	1327	595	1308	595	1265	953	0
911	607	1342	576	1327	595	1308	595	1265	953	475	1
607	1342	576	1327	595	1308	595	1265	953	475	1381	0
1342	576	1327	595	1308	595	1265	953	475	1381	560	1
576	1327	595	1308	595	1265	953	475	1381	560	1230	0
1327	595	1308	595	1265	953	475	1381	560	1230	938	0
595	1308	595	1265	953	475	1381	560	1230	938	474	1
1308	595	1265	953	475	1381	560	1230	938	474	1300	0
595	1265	953	475	1381	560	1230	938	474	1300	879	1
1265	953	475	1381	560	1230	938	474	1300	879	475	0
953	475	1381	560	1230	938	474	1300	879	475	1307	0
475	1381	560	1230	938	474	1300	879	475	1307	903	1
1381	560	1230	938	474	1300	879	475	1307	903	483	0
560	1230	938	474	1300	879	475	1307	903	483	1303	0
1230	938	474	1300	879	475	1307	903	483	1303	922	1
938	474	1300	879	475	1307	903	483	1303	922	479	0
474	1300	879	475	1307	903	483	1303	922	479	1350	0
1300	879	475	1307	903	483	1303	922	479	1350	541	1
879	475	1307	903	483	1303	922	479	1350	541	1237	0
475	1307	903	483	1303	922	479	1350	541	1237	911	0
1307	903	483	1303	922	479	1350	541	1237	911	467	1
903	483	1303	922	479	1350	541	1237	911	467	1334	0
483	1303	922	479	1350	541	1237	911	467	1334	553	1
1303	922	479	1350	541	1237	911	467	1334	553	1241	0
922	479	1350	541	1237	911	467	1334	553	1241	922	0
479	1350	541	1237	911	467	1334	553	1241	922	471	1
1350	541	1237	911	467	1334	553	1241	922	471	1354	0
541	1237	911	467	1334	553	1241	922	471	1354	518	1
1237	911	467	1334	553	1241	922	471	1354	518	1264	0
911	467	1334	553	1241	922	471	1354	518	1264	911	0
467	1334	553	1241	922	471	1354	518	1264	911	471	1
1334	553	1241	922	471	1354	518	1264	911	471	1311	0
553	1241	922	471	1354	518	1264	911	471	1311	545	1
1241	922	471	1354	518	1264	911	471	1311	545	1225	0
922	471	1354	518	1264	911	471	1311	545	1225	911	0
471	1354	518	1264	911	471	1311	545	1225	911	467	1
1354	518	1264	911	471	1311	545	1225	911	467	1338	0
518	1264	911	471	1311	545	1225	911	467	1338	514	1
1264	911	471	1311	545	1225	911	467	1338	514	1264	0
911	471	1311	545	1225	911	467	1338	514	1264	919	0
471	1311	545	1225	911	467	1338	514	1264	919	467	1
1311	545	1225	911	467	1338	514	1264	919	467	1346	0
545	1225	911	467	1338	514	1264	919	467	1346	510	1
1225	911	467	1338	514	1264	919	467	1346	510	1256	0
911	467	1338	514	1264	919	467	1346	510	1256	895	0
467	1338	514	1264	919	467	1346	510	1256	895	467	1
1338	514	1264	919	467	1346	510	1256	895	467	1312	0
514	1264	919	467	1346	510	1256	895	467	1312	544	1
1264	919	467	1346	510	1256	895	467	1312	544	1261	0
919	467	1346	510	1256	895	467	1312	544	1261	560	0
467	1346	510	1256	895	467	1312	544	1261	560	1319	1
1346	510	1256	895	467	1312	544	1261	560	1319	510	0
510	1256	895	467	1312	544	1261	560	1319	510	1300	1
1256	895	467	1312	544	1261	560	1319	510	1300	556	0
895	467	1312	544	1261	560	1319	510	1300	556	1304	1
467	1312	544	1261	560	1319	510	1300	556	1304	517	0
1312	544	1261	560	1319	510	1300	556	1304	517	1308	1
544	1261	560	1319	510	1300	556	1304	517	1308	533	0
1261	560	1319	510	1300	556	1304	517	1308	533	1260	1
560	1319	510	1300	556	1304	517	1308	533	1260	565	0
1319	510	1300	556	1304	517	1308	533	1260	565	1229	1
510	1300	556	1304	517	1308	533	1260	565	1229	584	0
1300	556	1304	517	1308	533	1260	565	1229	584	1237	1
556	1304	517	1308	533	1260	565	1229	584	1237	553	0
1304	517	1308	533	1260	565	1229	584	1237	553	1303	1
517	1308	533	1260	565	1229	584	1237	553	1303	518	0
1308	533	1260	565	1229	584	1237	553	1303	518	1276	1
533	1260	565	1229	584	1237	553	1303	518	1276	580	0
1260	565	1229	584	1237	553	1303	518	1276	580	1229	1
565	1229	584	1237	553	1303	518	1276	580	1229	580	0
1229	584	1237	553	1303	518	1276	580	1229	580	1265	1
584	1237	553	1303	518	1276	580	1229	580	1265	537	0
1237	553	1303	518	1276	580	1229	580	1265	537	1319	1
553	1303	518	1276	580	1229	580	1265	537	1319	517	0
1303	518	1276	580	1229	580	1265	537	1319	517	1280	1
518	1276	580	1229	580	1265	537	1319	517	1280	592	0
1276	580	1229	580	1265	537	1319	517	1280	592	1268	1
580	1229	580	1265	537	1319	517	1280	592	1268	530	0
1229	580	1265	537	1319	517	1280	592	1268	530	1291	1
580	1265	537	1319	517	1280	592	1268	530	1291	549	0
1265	537	1319	517	1280	592	1268	530	1291	549	1296	1
537	1319	517	1280	592	1268	530	1291	549	1296	533	0
1319	517	1280	592	1268	530	1291	549	1296	533	1288	1
517	1280	592	1268	530	1291	549	1296	533	1288	552	0
1280	592	1268	530	1291	549	1296	533	1288	552	1265	1
592	1268	530	1291	549	1296	533	1288	552	1265	564	0
1268	530	1291	549	1296	533	1288	552	1265	564	1265	1
530	1291	549	1296	533	1288	552	1265	564	1265	552	0
1291	549	1296	533	1288	552	1265	564	1265	552	1241	1
549	1296	533	1288	552	1265	564	1265	552	1241	646	0
1296	533	1288	552	1265	564	1265	552	1241	646	1226	1
533	1288	552	1265	564	1265	552	1241	646	1226	541	0
1288	552	1265	564	1265	552	1241	646	1226	541	1327	1
552	1265	564	1265	552	1241	646	1226	541	1327	533	0
1265	564	1265	552	1241	646	1226	541	1327	533	1354	1
564	1265	552	1241	646	1226	541	1327	533	1354	517	0
1265	552	1241	646	1226	541	1327	533	1354	517	1277	1
552	1241	646	1226	541	1327	533	1354	517	1277	611	0
1241	646	1226	541	1327	533	1354	517	1277	611	1171	1
646	1226	541	1327	533	1354	517	1277	611	1171	902	0
1226	541	1327	533	1354	517	1277	611	1171	902	471	1
541	1327	533	1354	517	1277	611	1171	902	471	1288	0
1327	533	1354	517	1277	611	1171	902	471	1288	903	1
533	1354	517	1277	611	1171	902	471	1288	903	899	0
1354	517	1277	611	1171	902	471	1288	903	899	910	0
517	1277	611	1171	902	471	1288	903	899	910	919	1
1277	611	1171	902	471	1288	903	899	910	919	474	0
611	1171	902	471	1288	903	899	910	919	474	650	0
1171	902	471	1288	903	899	910	919	474	650	864	0
902	471	1288	903	899	910	919	474	650	864	587	0
471	1288	903	899	910	919	474	650	864	587	1448	0
1288	903	899	910	919	474	650	864	587	1448	478	1
903	899	910	919	474	650	864	587	1448	478	1432	0
899	910	919	474	650	864	587	1448	478	1432	506	0
910	919	474	650	864	587	1448	478	1432	506	1292	1
919	474	650	864	587	1448	478	1432	506	1292	864	0
474	650	864	587	1448	478	1432	506	1292	864	475	1
650	864	587	1448	478	1432	506	1292	864	475	1260	0
864	587	1448	478	1432	506	1292	864	475	1260	899	1
587	1448	478	1432	506	1292	864	475	1260	899	483	0
1448	478	1432	506	1292	864	475	1260	899	483	1272	0
478	1432	506	1292	864	475	1260	899	483	1272	638	1
1432	506	1292	864	475	1260	899	483	1272	638	1179	0
506	1292	864	475	1260	899	483	1272	638	1179	899	0
1292	864	475	1260	899	483	1272	638	1179	899	883	1
864	475	1260	899	483	1272	638	1179	899	883	487	0
475	1260	899	483	1272	638	1179	899	883	487	1424	1
1260	899	483	1272	638	1179	899	883	487	1424	478	0
899	483	1272	638	1179	899	883	487	1424	478	1347	0
483	1272	638	1179	899	883	487	1424	478	1347	521	0
1272	638	1179	899	883	487	1424	478	1347	521	1265	1
638	1179	899	883	487	1424	478	1347	521	1265	708	0
1179	899	883	487	1424	478	1347	521	1265	708	1117	1
899	883	487	1424	478	1347	521	1265	708	1117	902	0
883	487	1424	478	1347	521	1265	708	1117	902	475	1
487	1424	478	1347	521	1265	708	1117	902	475	1338	0
1424	478	1347	521	1265	708	1117	902	475	1338	518	1
478	1347	521	1265	708	1117	902	475	1338	518	1284	0
1347	521	1265	708	1117	902	475	1338	518	1284	549	0
521	1265	708	1117	902	475	1338	518	1284	549	1245	1
1265	708	1117	902	475	1338	518	1284	549	1245	564	0
708	1117	902	475	1338	518	1284	549	1245	564	1280	1
1117	902	475	1338	518	1284	549	1245	564	1280	522	0
902	475	1338	518	1284	549	1245	564	1280	522	1280	1
475	1338	518	1284	549	1245	564	1280	522	1280	564	0
1338	518	1284	549	1245	564	1280	522	1280	564	1276	1
518	1284	549	1245	564	1280	522	1280	564	1276	522	0
1284	549	1245	564	1280	522	1280	564	1276	522	1311	1
549	1245	564	1280	522	1280	564	1276	522	1311	529	0
1245	564	1280	522	1280	564	1276	522	1311	529	1327	1
564	1280	522	1280	564	1276	522	1311	529	1327	514	0
1280	522	1280	564	1276	522	1311	529	1327	514	1303	1
522	1280	564	1276	522	1311	529	1327	514	1303	529	0
1280	564	1276	522	1311	529	1327	514	1303	529	1292	1
564	1276	522	1311	529	1327	514	1303	529	1292	529	0
1276	522	1311	529	1327	514	1303	529	1292	529	1300	1
522	1311	529	1327	514	1303	529	1292	529	1300	525	0
1311	529	1327	514	1303	529	1292	529	1300	525	1284	1
529	1327	514	1303	529	1292	529	1300	525	1284	541	0
1327	514	1303	529	1292	529	1300	525	1284	541	1272	1
514	1303	529	1292	529	1300	525	1284	541	1272	533	0
1303	529	1292	529	1300	525	1284	541	1272	533	1261	1
529	1292	529	1300	525	1284	541	1272	533	1261	549	0
1292	529	1300	525	1284	541	1272	533	1261	549	1319	1
529	1300	525	1284	541	1272	533	1261	549	1319	513	0
1300	525	1284	541	1272	533	1261	549	1319	513	1269	1
525	1284	541	1272	533	1261	549	1319	513	1269	568	0
1284	541	1272	533	1261	549	1319	513	1269	568	1261	1
541	1272	533	1261	549	1319	513	1269	568	1261	529	0
1272	533	1261	549	1319	513	1269	568	1261	529	1280	1
533	1261	549	1319	513	1269	568	1261	529	1280	537	0
1261	549	1319	513	1269	568	1261	529	1280	537	1284	1
549	1319	513	1269	568	1261	529	1280	537	1284	533	0
1319	513	1269	568	1261	529	1280	537	1284	533	1300	1
513	1269	568	1261	529	1280	537	1284	533	1300	521	0
1269	568	1261	529	1280	537	1284	533	1300	521	1269	1
568	1261	529	1280	537	1284	533	1300	521	1269	576	0
1261	529	1280	537	1284	533	1300	521	1269	576	1272	1
529	1280	537	1284	533	1300	521	1269	576	1272	517	0
1280	537	1284	533	1300	521	1269	576	1272	517	1300	1
537	1284	533	1300	521	1269	576	1272	517	1300	537	0
1284	533	1300	521	1269	576	1272	517	1300	537	1288	1
533	1300	521	1269	576	1272	517	1300	537	1288	529	0
1300	521	1269	576	1272	517	1300	537	1288	529	1261	1
521	1269	576	1272	517	1300	537	1288	529	1261	580	0
1269	576	1272	517	1300	537	1288	529	1261	580	1249	1
576	1272	517	1300	537	1288	529	1261	580	1249	533	0
1272	517	1300	537	1288	529	1261	580	1249	533	1280	1
517	1300	537	1288	529	1261	580	1249	533	1280	541	0
1300	537	1288	529	1261	580	1249	533	1280	541	1299	1
537	1288	529	1261	580	1249	533	1280	541	1299	526	0
1288	529	1261	580	1249	533	1280	541	1299	526	1291	1
529	1261	580	1249	533	1280	541	1299	526	1291	534	0
1261	580	1249	533	1280	541	1299	526	1291	534	1276	1
580	1249	533	1280	541	1299	526	1291	534	1276	545	0
1249	533	1280	541	1299	526	1291	534	1276	545	1280	1
533	1280	541	1299	526	1291	534	1276	545	1280	533	0
1280	541	1299	526	1291	534	1276	545	1280	533	1284	1
541	1299	526	1291	534	1276	545	1280	533	1284	545	0
1299	526	1291	534	1276	545	1280	533	1284	545	1299	1
526	1291	534	1276	545	1280	533	1284	545	1299	522	0
1291	534	1276	545	1280	533	1284	545	1299	522	1256	1
534	1276	545	1280	533	1284	545	1299	522	1256	611	0
1276	545	1280	533	1284	545	1299	522	1256	611	1210	1
545	1280	533	1284	545	1299	522	1256	611	1210	557	0
1280	533	1284	545	1299	522	1256	611	1210	557	1346	1
533	1284	545	1299	522	1256	611	1210	557	1346	518	0
1284	545	1299	522	1256	611	1210	557	1346	518	1435	1
545	1299	522	1256	611	1210	557	1346	518	1435	483	0
1299	522	1256	611	1210	557	1346	518	1435	483	1319	1
522	1256	611	1210	557	1346	518	1435	483	1319	533	0
1256	611	1210	557	1346	518	1435	483	1319	533	1300	1
611	1210	557	1346	518	1435	483	1319	533	1300	517	0
1210	557	1346	518	1435	483	1319	533	1300	517	1276	1
557	1346	518	1435	483	1319	533	1300	517	1276	549	0
1346	518	1435	483	1319	533	1300	517	1276	549	1292	1
518	1435	483	1319	533	1300	517	1276	549	1292	525	0
1435	483	1319	533	1300	517	1276	549	1292	525	1308	1
483	1319	533	1300	517	1276	549	1292	525	1308	525	0
1319	533	1300	517	1276	549	1292	525	1308	525	1284	1
533	1300	517	1276	549	1292	525	1308	525	1284	545	0
1300	517	1276	549	1292	525	1308	525	1284	545	1284	1
517	1276	549	1292	525	1308	525	1284	545	1284	529	0
1276	549	1292	525	1308	525	1284	545	1284	529	1288	1
549	1292	525	1308	525	1284	545	1284	529	1288	541	0
1292	525	1308	525	1284	545	1284	529	1288	541	1295	1
525	1308	525	1284	545	1284	529	1288	541	1295	522	0
1308	525	1284	545	1284	529	1288	541	1295	522	1245	1
525	1284	545	1284	529	1288	541	1295	522	1245	623	0
1284	545	1284	529	1288	541	1295	522	1245	623	1194	1
545	1284	529	1288	541	1295	522	1245	623	1194	556	0
1284	529	1288	541	1295	522	1245	623	1194	556	1281	1
529	1288	541	1295	522	1245	623	1194	556	1281	537	0
1288	541	1295	522	1245	623	1194	556	1281	537	1354	1
541	1295	522	1245	623	1194	556	1281	537	1354	513	0
1295	522	1245	623	1194	556	1281	537	1354	513	1292	1
522	1245	623	1194	556	1281	537	1354	513	1292	537	0
1245	623	1194	556	1281	537	1354	513	1292	537	1269	1
623	1194	556	1281	537	1354	513	1292	537	1269	540	0
1194	556	1281	537	1354	513	1292	537	1269	540	1277	1
556	1281	537	1354	513	1292	537	1269	540	1277	533	0
1281	537	1354	513	1292	537	1269	540	1277	533	1280	1
537	1354	513	1292	537	1269	540	1277	533	1280	549	0
1354	513	1292	537	1269	540	1277	533	1280	549	1276	1
513	1292	537	1269	540	1277	533	1280	549	1276	525	0
1292	537	1269	540	1277	533	1280	549	1276	525	1269	1
537	1269	540	1277	533	1280	549	1276	525	1269	568	0
1269	540	1277	533	1280	549	1276	525	1269	568	1303	1
540	1277	533	1280	549	1276	525	1269	568	1303	510	0
1277	533	1280	549	1276	525	1269	568	1303	510	1315	1
533	1280	549	1276	525	1269	568	1303	510	1315	529	0
1280	549	1276	525	1269	568	1303	510	1315	529	1296	1
549	1276	525	1269	568	1303	510	1315	529	1296	529	0
1276	525	1269	568	1303	510	1315	529	1296	529	1269	1
525	1269	568	1303	510	1315	529	1296	529	1269	552	0
1269	568	1303	510	1315	529	1296	529	1269	552	1269	1
568	1303	510	1315	529	1296	529	1269	552	1269	541	0
1303	510	1315	529	1296	529	1269	552	1269	541	1280	1
510	1315	529	1296	529	1269	552	1269	541	1280	529	0
1315	529	1296	529	1269	552	1269	541	1280	529	1249	1
529	1296	529	1269	552	1269	541	1280	529	1249	587	0
1296	529	1269	552	1269	541	1280	529	1249	587	1261	1
529	1269	552	1269	541	1280	529	1249	587	1261	522	0
1269	552	1269	541	1280	529	1249	587	1261	522	1323	1
552	1269	541	1280	529	1249	587	1261	522	1323	525	0
1269	541	1280	529	1249	587	1261	522	1323	525	1342	1
541	1280	529	1249	587	1261	522	1323	525	1342	506	0
1280	529	1249	587	1261	522	1323	525	1342	506	1292	1
529	1249	587	1261	522	1323	525	1342	506	1292	545	0
1249	587	1261	522	1323	525	1342	506	1292	545	1299	1
587	1261	522	1323	525	1342	506	1292	545	1299	522	0
1261	522	1323	525	1342	506	1292	545	1299	522	1307	1
522	1323	525	1342	506	1292	545	1299	522	1307	521	0
1323	525	1342	506	1292	545	1299	522	1307	521	1284	1
525	1342	506	1292	545	1299	522	1307	521	1284	541	0
1342	506	1292	545	1299	522	1307	521	1284	541	1265	1
506	1292	545	1299	522	1307	521	1284	541	1265	537	0
1292	545	1299	522	1307	521	1284	541	1265	537	1257	1
545	1299	522	1307	521	1284	541	1265	537	1257	556	0
1299	522	1307	521	1284	541	1265	537	1257	556	1300	1
522	1307	521	1284	541	1265	537	1257	556	1300	513	0
1307	521	1284	541	1265	537	1257	556	1300	513	1319	1
521	1284	541	1265	537	1257	556	1300	513	1319	530	0
1284	541	1265	537	1257	556	1300	513	1319	530	1381	1
541	1265	537	1257	556	1300	513	1319	530	1381	498	0
1265	537	1257	556	1300	513	1319	530	1381	498	1292	1
537	1257	556	1300	513	1319	530	1381	498	1292	537	0
1257	556	1300	513	1319	530	1381	498	1292	537	1284	1
556	1300	513	1319	530	1381	498	1292	537	1284	529	0
1300	513	1319	530	1381	498	1292	537	1284	529	1358	1
513	1319	530	1381	498	1292	537	1284	529	1358	502	0
1319	530	1381	498	1292	537	1284	529	1358	502	1342	1
530	1381	498	1292	537	1284	529	1358	502	1342	514	0
1381	498	1292	537	1284	529	1358	502	1342	514	1315	1
498	1292	537	1284	529	1358	502	1342	514	1315	518	0
1292	537	1284	529	1358	502	1342	514	1315	518	1264	1
537	1284	529	1358	502	1342	514	1315	518	1264	561	0
1284	529	1358	502	1342	514	1315	518	1264	561	1256	1
