i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter
486	487	490	494	479	478	475	483	470	467	452	0
487	490	494	479	478	475	483	470	467	452	474	0
490	494	479	478	475	483	470	467	452	474	463	0
494	479	478	475	483	470	467	452	474	463	456	0
479	478	475	483	470	467	452	474	463	456	463	0
478	475	483	470	467	452	474	463	456	463	447	0
475	483	470	467	452	474	463	456	463	447	451	0
483	470	467	452	474	463	456	463	447	451	456	0
470	467	452	474	463	456	463	447	451	456	455	0
467	452	474	463	456	463	447	451	456	455	447	0
452	474	463	456	463	447	451	456	455	447	456	0
474	463	456	463	447	451	456	455	447	456	463	0
463	456	463	447	451	456	455	447	456	463	467	0
456	463	447	451	456	455	447	456	463	467	463	0
463	447	451	456	455	447	456	463	467	463	467	0
447	451	456	455	447	456	463	467	463	467	463	0
451	456	455	447	456	463	467	463	467	463	459	0
456	455	447	456	463	467	463	467	463	459	459	0
455	447	456	463	467	463	467	463	459	459	463	0
447	456	463	467	463	467	463	459	459	463	471	0
456	463	467	463	467	463	459	459	463	471	463	0
463	467	463	467	463	459	459	463	471	463	467	0
467	463	467	463	459	459	463	471	463	467	474	0
463	467	463	459	459	463	471	463	467	474	475	0
467	463	459	459	463	471	463	467	474	475	471	0
463	459	459	463	471	463	467	474	475	471	463	0
459	459	463	471	463	467	474	475	471	463	467	0
459	463	471	463	467	474	475	471	463	467	451	0
463	471	463	467	474	475	471	463	467	451	463	0
471	463	467	474	475	471	463	467	451	463	463	0
463	467	474	475	471	463	467	451	463	463	393	0
467	474	475	471	463	467	451	463	463	393	530	0
474	475	471	463	467	451	463	463	393	530	463	0
475	471	463	467	451	463	463	393	530	463	459	0
471	463	467	451	463	463	393	530	463	459	474	0
463	467	451	463	463	393	530	463	459	474	460	1
467	451	463	463	393	530	463	459	474	460	463	0
451	463	463	393	530	463	459	474	460	463	451	0
463	463	393	530	463	459	474	460	463	451	455	0
463	393	530	463	459	474	460	463	451	455	463	0
393	530	463	459	474	460	463	451	455	463	463	0
530	463	459	474	460	463	451	455	463	463	467	0
463	459	474	460	463	451	455	463	463	467	479	0
459	474	460	463	451	455	463	463	467	479	486	0
474	460	463	451	455	463	463	467	479	486	487	0
460	463	451	455	463	463	467	479	486	487	486	0
463	451	455	463	463	467	479	486	487	486	494	0
451	455	463	463	467	479	486	487	486	494	498	0
455	463	463	467	479	486	487	486	494	498	483	0
463	463	467	479	486	487	486	494	498	483	498	0
463	467	479	486	487	486	494	498	483	498	482	0
467	479	486	487	486	494	498	483	498	482	479	0
479	486	487	486	494	498	483	498	482	479	494	0
486	487	486	494	498	483	498	482	479	494	471	1
487	486	494	498	483	498	482	479	494	471	486	0
486	494	498	483	498	482	479	494	471	486	475	0
494	498	483	498	482	479	494	471	486	475	482	0
498	483	498	482	479	494	471	486	475	482	471	0
483	498	482	479	494	471	486	475	482	471	475	0
498	482	479	494	471	486	475	482	471	475	463	0
482	479	494	471	486	475	482	471	475	463	475	0
479	494	471	486	475	482	471	475	463	475	478	0
494	471	486	475	482	471	475	463	475	478	479	0
471	486	475	482	471	475	463	475	478	479	486	0
486	475	482	471	475	463	475	478	479	486	483	0
475	482	471	475	463	475	478	479	486	483	478	0
482	471	475	463	475	478	479	486	483	478	475	0
471	475	463	475	478	479	486	483	478	475	486	0
475	463	475	478	479	486	483	478	475	486	487	0
463	475	478	479	486	483	478	475	486	487	494	0
475	478	479	486	483	478	475	486	487	494	490	0
478	479	486	483	478	475	486	487	494	490	487	0
479	486	483	478	475	486	487	494	490	487	490	0
486	483	478	475	486	487	494	490	487	490	479	0
483	478	475	486	487	494	490	487	490	479	470	0
478	475	486	487	494	490	487	490	479	470	440	0
475	486	487	494	490	487	490	479	470	440	479	0
486	487	494	490	487	490	479	470	440	479	470	0
487	494	490	487	490	479	470	440	479	470	483	0
494	490	487	490	479	470	440	479	470	483	416	0
490	487	490	479	470	440	479	470	483	416	642	0
487	490	479	470	440	479	470	483	416	642	502	0
490	479	470	440	479	470	483	416	642	502	537	0
479	470	440	479	470	483	416	642	502	537	568	0
470	440	479	470	483	416	642	502	537	568	584	1
440	479	470	483	416	642	502	537	568	584	549	0
479	470	483	416	642	502	537	568	584	549	564	0
470	483	416	642	502	537	568	584	549	564	599	0
483	416	642	502	537	568	584	549	564	599	556	0
416	642	502	537	568	584	549	564	599	556	569	0
642	502	537	568	584	549	564	599	556	569	607	0
502	537	568	584	549	564	599	556	569	607	552	0
537	568	584	549	564	599	556	569	607	552	545	0
568	584	549	564	599	556	569	607	552	545	545	0
584	549	564	599	556	569	607	552	545	545	544	0
549	564	599	556	569	607	552	545	545	544	529	0
564	599	556	569	607	552	545	545	544	529	409	0
599	556	569	607	552	545	545	544	529	409	654	0
556	569	607	552	545	545	544	529	409	654	529	0
569	607	552	545	545	544	529	409	654	529	529	0
607	552	545	545	544	529	409	654	529	529	518	0
552	545	545	544	529	409	654	529	529	518	494	1
545	545	544	529	409	654	529	529	518	494	525	0
545	544	529	409	654	529	529	518	494	525	506	0
544	529	409	654	529	529	518	494	525	506	494	0
529	409	654	529	529	518	494	525	506	494	498	0
409	654	529	529	518	494	525	506	494	498	490	1
654	529	529	518	494	525	506	494	498	490	491	0
529	529	518	494	525	506	494	498	490	491	502	0
529	518	494	525	506	494	498	490	491	502	548	0
518	494	525	506	494	498	490	491	502	548	522	0
494	525	506	494	498	490	491	502	548	522	548	0
525	506	494	498	490	491	502	548	522	548	522	0
506	494	498	490	491	502	548	522	548	522	529	0
494	498	490	491	502	548	522	548	522	529	525	0
498	490	491	502	548	522	548	522	529	525	506	0
490	491	502	548	522	548	522	529	525	506	537	0
491	502	548	522	548	522	529	525	506	537	525	0
502	548	522	548	522	529	525	506	537	525	518	0
548	522	548	522	529	525	506	537	525	518	517	0
522	548	522	529	525	506	537	525	518	517	514	0
548	522	529	525	506	537	525	518	517	514	502	0
522	529	525	506	537	525	518	517	514	502	506	0
529	525	506	537	525	518	517	514	502	506	490	0
525	506	537	525	518	517	514	502	506	490	490	0
506	537	525	518	517	514	502	506	490	490	502	0
537	525	518	517	514	502	506	490	490	502	502	0
525	518	517	514	502	506	490	490	502	502	498	0
518	517	514	502	506	490	490	502	502	498	510	0
517	514	502	506	490	490	502	502	498	510	506	0
514	502	506	490	490	502	502	498	510	506	416	0
502	506	490	490	502	502	498	510	506	416	584	0
506	490	490	502	502	498	510	506	416	584	486	0
490	490	502	502	498	510	506	416	584	486	475	0
490	502	502	498	510	506	416	584	486	475	506	0
502	502	498	510	506	416	584	486	475	506	478	1
502	498	510	506	416	584	486	475	506	478	479	0
498	510	506	416	584	486	475	506	478	479	482	0
510	506	416	584	486	475	506	478	479	482	479	1
506	416	584	486	475	506	478	479	482	479	471	0
416	584	486	475	506	478	479	482	479	471	474	0
584	486	475	506	478	479	482	479	471	474	487	0
486	475	506	478	479	482	479	471	474	487	486	0
475	506	478	479	482	479	471	474	487	486	479	0
506	478	479	482	479	471	474	487	486	479	482	0
478	479	482	479	471	474	487	486	479	482	483	0
479	482	479	471	474	487	486	479	482	483	486	0
482	479	471	474	487	486	479	482	483	486	378	0
479	471	474	487	486	479	482	483	486	378	611	0
471	474	487	486	479	482	483	486	378	611	490	0
474	487	486	479	482	483	486	378	611	490	463	0
487	486	479	482	483	486	378	611	490	463	517	0
486	479	482	483	486	378	611	490	463	517	483	1
479	482	483	486	378	611	490	463	517	483	486	0
482	483	486	378	611	490	463	517	483	486	506	0
483	486	378	611	490	463	517	483	486	506	506	1
486	378	611	490	463	517	483	486	506	506	490	0
378	611	490	463	517	483	486	506	506	490	529	0
611	490	463	517	483	486	506	506	490	529	522	1
490	463	517	483	486	506	506	490	529	522	529	0
463	517	483	486	506	506	490	529	522	529	514	0
517	483	486	506	506	490	529	522	529	514	544	1
483	486	506	506	490	529	522	529	514	544	533	0
486	506	506	490	529	522	529	514	544	533	526	0
506	506	490	529	522	529	514	544	533	526	400	0
506	490	529	522	529	514	544	533	526	400	666	0
490	529	522	529	514	544	533	526	400	666	502	0
529	522	529	514	544	533	526	400	666	502	525	0
522	529	514	544	533	526	400	666	502	525	498	0
529	514	544	533	526	400	666	502	525	498	490	1
514	544	533	526	400	666	502	525	498	490	483	0
544	533	526	400	666	502	525	498	490	483	502	1
533	526	400	666	502	525	498	490	483	502	482	0
526	400	666	502	525	498	490	483	502	482	483	0
400	666	502	525	498	490	483	502	482	483	482	0
666	502	525	498	490	483	502	482	483	482	491	0
502	525	498	490	483	502	482	483	482	491	482	0
525	498	490	483	502	482	483	482	491	482	490	0
498	490	483	502	482	483	482	491	482	490	494	0
490	483	502	482	483	482	491	482	490	494	491	0
483	502	482	483	482	491	482	490	494	491	486	0
502	482	483	482	491	482	490	494	491	486	479	0
482	483	482	491	482	490	494	491	486	479	478	0
483	482	491	482	490	494	491	486	479	478	471	0
482	491	482	490	494	491	486	479	478	471	471	0
491	482	490	494	491	486	479	478	471	471	471	0
482	490	494	491	486	479	478	471	471	471	478	0
490	494	491	486	479	478	471	471	471	478	475	0
494	491	486	479	478	471	471	471	478	475	483	0
491	486	479	478	471	471	471	478	475	483	486	0
486	479	478	471	471	471	478	475	483	486	475	0
479	478	471	471	471	478	475	483	486	475	486	0
478	471	471	471	478	475	483	486	475	486	490	0
471	471	471	478	475	483	486	475	486	490	491	0
471	471	478	475	483	486	475	486	490	491	482	0
471	478	475	483	486	475	486	490	491	482	490	0
478	475	483	486	475	486	490	491	482	490	487	0
475	483	486	475	486	490	491	482	490	487	482	0
483	486	475	486	490	491	482	490	487	482	487	0
486	475	486	490	491	482	490	487	482	487	482	0
475	486	490	491	482	490	487	482	487	482	467	0
486	490	491	482	490	487	482	487	482	467	490	0
490	491	482	490	487	482	487	482	467	490	471	0
491	482	490	487	482	487	482	467	490	471	479	0
482	490	487	482	487	482	467	490	471	479	482	0
490	487	482	487	482	467	490	471	479	482	475	1
487	482	487	482	467	490	471	479	482	475	482	0
482	487	482	467	490	471	479	482	475	482	475	0
487	482	467	490	471	479	482	475	482	475	479	0
482	467	490	471	479	482	475	482	475	479	459	0
467	490	471	479	482	475	482	475	479	459	502	0
490	471	479	482	475	482	475	479	459	502	475	0
471	479	482	475	482	475	479	459	502	475	478	0
479	482	475	482	475	479	459	502	475	478	471	0
482	475	482	475	479	459	502	475	478	471	459	0
475	482	475	479	459	502	475	478	471	459	490	0
482	475	479	459	502	475	478	471	459	490	471	0
475	479	459	502	475	478	471	459	490	471	463	0
479	459	502	475	478	471	459	490	471	463	471	0
459	502	475	478	471	459	490	471	463	471	467	0
502	475	478	471	459	490	471	463	471	467	471	0
475	478	471	459	490	471	463	471	467	471	463	0
478	471	459	490	471	463	471	467	471	463	478	0
471	459	490	471	463	471	467	471	463	478	460	0
459	490	471	463	471	467	471	463	478	460	466	0
490	471	463	471	467	471	463	478	460	466	436	0
471	463	471	467	471	463	478	460	466	436	483	0
463	471	467	471	463	478	460	466	436	483	451	0
471	467	471	463	478	460	466	436	483	451	451	0
467	471	463	478	460	466	436	483	451	451	464	0
471	463	478	460	466	436	483	451	451	464	455	1
463	478	460	466	436	483	451	451	464	455	455	0
478	460	466	436	483	451	451	464	455	455	440	0
460	466	436	483	451	451	464	455	455	440	451	0
466	436	483	451	451	464	455	455	440	451	459	0
436	483	451	451	464	455	455	440	451	459	463	0
483	451	451	464	455	455	440	451	459	463	455	0
451	451	464	455	455	440	451	459	463	455	452	0
451	464	455	455	440	451	459	463	455	452	459	0
464	455	455	440	451	459	463	455	452	459	455	0
455	455	440	451	459	463	455	452	459	455	459	0
455	440	451	459	463	455	452	459	455	459	362	0
440	451	459	463	455	452	459	455	459	362	553	0
451	459	463	455	452	459	455	459	362	553	451	0
459	463	455	452	459	455	459	362	553	451	448	0
463	455	452	459	455	459	362	553	451	448	451	0
455	452	459	455	459	362	553	451	448	451	455	1
452	459	455	459	362	553	451	448	451	455	448	0
459	455	459	362	553	451	448	451	455	448	447	0
455	459	362	553	451	448	451	455	448	447	440	0
459	362	553	451	448	451	455	448	447	440	447	0
362	553	451	448	451	455	448	447	440	447	459	0
553	451	448	451	455	448	447	440	447	459	440	0
451	448	451	455	448	447	440	447	459	440	444	0
448	451	455	448	447	440	447	459	440	444	463	0
451	455	448	447	440	447	459	440	444	463	436	0
455	448	447	440	447	459	440	444	463	436	435	0
448	447	440	447	459	440	444	463	436	435	444	0
447	440	447	459	440	444	463	436	435	444	428	1
440	447	459	440	444	463	436	435	444	428	455	0
447	459	440	444	463	436	435	444	428	455	436	0
