i-1	i+0	i+1	Filter	Time
712	618	534	0	163696
618	534	832	1	164230
534	832	697	0	165062
832	697	692	0	165759
697	692	693	0	166451
692	693	685	0	167144
693	685	669	0	167829
685	669	638	0	168498
669	638	704	0	169136
638	704	681	0	169840
704	681	681	0	170521
681	681	673	0	171202
681	673	670	0	171875
673	670	673	0	172545
670	673	622	0	173218
673	622	713	0	173840
622	713	677	0	174553
713	677	681	0	175230
677	681	677	0	175911
681	677	673	0	176588
677	673	681	0	177261
673	681	673	0	177942
681	673	673	0	178615
673	673	634	0	179288
673	634	681	0	179922
634	681	697	0	180603
681	697	634	0	181300
697	634	692	0	181934
634	692	666	0	182626
692	666	700	0	183292
666	700	681	0	183992
700	681	677	0	184673
681	677	669	0	185350
677	669	685	0	186019
669	685	666	0	186704
685	666	692	0	187370
666	692	642	0	188062
692	642	708	0	188704
642	708	658	0	189412
708	658	689	0	190070
658	689	669	0	190759
689	669	669	0	191428
669	669	673	0	192097
669	673	670	0	192770
673	670	681	0	193440
670	681	673	0	194121
681	673	677	0	194794
673	677	681	0	195471
677	681	673	0	196152
681	673	681	0	196825
673	681	673	0	197506
681	673	685	0	198179
673	685	677	0	198864
685	677	556	0	199541
677	556	736	1	200097
556	736	700	0	200833
736	700	697	0	201533
700	697	696	0	202230
697	696	693	0	202926
696	693	681	0	203619
693	681	684	0	204300
681	684	685	0	204984
684	685	685	0	205669
685	685	689	0	206354
685	689	685	0	207043
689	685	673	0	207728
685	673	696	0	208401
673	696	654	0	209097
696	654	704	0	209751
654	704	634	0	210455
704	634	701	0	211089
634	701	638	0	211790
701	638	708	0	212428
638	708	720	0	213136
708	720	681	0	213856
720	681	665	0	214537
681	665	705	0	215202
665	705	630	0	215907
705	630	708	0	216537
630	708	627	0	217245
708	627	712	0	217872
627	712	661	0	218584
712	661	708	0	219245
661	708	705	0	219953
708	705	696	0	220658
705	696	654	0	221354
696	654	716	0	222008
654	716	642	0	222724
716	642	712	0	223366
642	712	646	0	224078
712	646	720	0	224724
646	720	712	0	225444
720	712	716	0	226156
712	716	681	0	226872
716	681	723	0	227553
681	723	666	0	228276
723	666	719	0	228942
666	719	713	0	229661
719	713	704	0	230374
713	704	708	0	231078
704	708	700	0	231786
708	700	701	0	232486
700	701	708	0	233187
701	708	708	0	233895
708	708	697	0	234603
708	697	704	0	235300
697	704	704	0	236004
704	704	697	0	236708
704	697	673	0	237405
697	673	463	0	238078
673	463	817	1	238541
463	817	735	0	239358
817	735	712	0	240093
735	712	716	0	240805
712	716	712	0	241521
716	712	716	0	242233
712	716	709	0	242949
716	709	661	0	243658
709	661	751	0	244319
661	751	708	0	245070
751	708	708	0	245778
708	708	709	0	246486
708	709	712	0	247195
709	712	669	0	247907
712	669	731	0	248576
669	731	662	0	249307
731	662	759	0	249969
662	759	712	0	250728
759	712	720	0	251440
712	720	715	0	252160
720	715	584	0	252875
715	584	774	1	253459
584	774	751	0	254233
774	751	728	0	254984
751	728	732	0	255712
728	732	719	0	256444
732	719	724	0	257163
719	724	720	0	257887
724	720	720	0	258607
720	720	724	0	259327
720	724	716	0	260051
724	716	723	0	260767
716	723	720	0	261490
723	720	724	0	262210
720	724	724	0	262934
724	724	723	0	263658
724	723	716	0	264381
723	716	720	0	265097
716	720	708	0	265817
720	708	728	0	266525
708	728	693	0	267253
728	693	747	0	267946
693	747	681	0	268693
747	681	739	0	269374
681	739	739	0	270113
739	739	728	0	270852
739	728	727	0	271580
728	727	720	0	272307
727	720	708	0	273027
720	708	744	0	273735
708	744	684	0	274479
744	684	748	0	275163
684	748	739	0	275911
748	739	727	0	276650
739	727	724	0	277377
727	724	701	0	278101
724	701	739	0	278802
701	739	689	0	279541
739	689	751	0	280230
689	751	692	0	280981
751	692	751	0	281673
692	751	728	0	282424
751	728	720	0	283152
728	720	716	0	283872
720	716	719	0	284588
716	719	728	0	285307
719	728	720	0	286035
728	720	720	0	286755
720	720	727	0	287475
720	727	728	0	288202
727	728	720	0	288930
728	720	731	0	289650
720	731	728	0	290381
731	728	728	0	291109
728	728	704	0	291837
728	704	743	0	292541
704	743	732	0	293284
743	732	727	0	294016
732	727	704	0	294743
727	704	678	0	295447
704	678	782	0	296125
678	782	735	0	296907
782	735	735	0	297642
735	735	736	0	298377
735	736	739	0	299113
736	739	732	0	299852
739	732	739	0	300584
732	739	743	0	301323
739	743	739	0	302066
743	739	697	0	302805
739	697	766	0	303502
697	766	744	0	304268
766	744	766	0	305012
744	766	743	0	305778
766	743	747	0	306521
743	747	736	0	307268
747	736	739	0	308004
736	739	701	0	308743
739	701	770	0	309444
701	770	697	0	310214
770	697	704	0	310911
697	704	786	0	311615
704	786	743	0	312401
786	743	716	0	313144
743	716	751	0	313860
716	751	700	0	314611
751	700	763	0	315311
700	763	716	0	316074
763	716	743	0	316790
716	743	728	0	317533
743	728	731	0	318261
728	731	732	0	318992
731	732	743	0	319724
732	743	716	0	320467
743	716	731	0	321183
716	731	635	0	321914
731	635	797	0	322549
635	797	751	0	323346
797	751	743	0	324097
751	743	748	0	324840
743	748	743	0	325588
748	743	735	0	326331
743	735	747	0	327066
735	747	740	0	327813
747	740	735	0	328553
740	735	731	0	329288
735	731	736	0	330019
731	736	739	0	330755
736	739	728	0	331494
739	728	677	0	332222
728	677	778	0	332899
677	778	743	0	333677
778	743	740	0	334420
743	740	739	0	335160
740	739	751	0	335899
739	751	739	0	336650
751	739	732	0	337389
739	732	696	0	338121
732	696	767	0	338817
696	767	743	0	339584
767	743	735	0	340327
743	735	432	0	341062
735	432	841	1	341494
432	841	758	0	342335
841	758	747	0	343093
758	747	646	0	343840
747	646	794	0	344486
646	794	747	0	345280
794	747	740	0	346027
747	740	715	0	346767
740	715	763	0	347482
715	763	755	0	348245
763	755	732	0	349000
755	732	743	0	349732
732	743	739	0	350475
743	739	732	0	351214
739	732	731	0	351946
732	731	735	0	352677
731	735	720	0	353412
735	720	685	0	354132
720	685	747	0	354817
685	747	669	0	355564
747	669	759	0	356233
669	759	747	0	356992
759	747	732	0	357739
747	732	739	0	358471
732	739	736	0	359210
739	736	739	0	359946
736	739	739	0	360685
739	739	743	0	361424
739	743	747	0	362167
743	747	736	0	362914
747	736	743	0	363650
736	743	747	0	364393
743	747	739	0	365140
747	739	720	0	365879
739	720	716	0	366599
720	716	755	0	367315
716	755	755	0	368070
755	755	759	0	368825
755	759	735	0	369584
759	735	665	0	370319
735	665	771	0	370984
665	771	724	0	371755
771	724	719	0	372479
724	719	713	0	373198
719	713	712	0	373911
713	712	712	0	374623
712	712	716	0	375335
712	716	716	0	376051
716	716	708	0	376767
716	708	630	0	377475
708	630	782	0	378105
630	782	724	0	378887
782	724	724	0	379611
724	724	723	0	380335
724	723	720	0	381058
723	720	720	0	381778
720	720	716	0	382498
720	716	708	0	383214
716	708	634	0	383922
708	634	771	0	384556
634	771	716	0	385327
771	716	712	0	386043
716	712	720	0	386755
712	720	712	0	387475
720	712	700	0	388187
712	700	708	0	388887
700	708	701	0	389595
708	701	692	0	390296
701	692	681	0	390988
692	681	693	0	391669
681	693	685	0	392362
693	685	696	0	393047
685	696	693	0	393743
696	693	689	0	394436
693	689	696	0	395125
689	696	693	0	395821
696	693	692	0	396514
693	692	685	0	397206
692	685	642	0	397891
685	642	732	0	398533
642	732	688	0	399265
732	688	712	0	399953
688	712	685	0	400665
712	685	704	0	401350
685	704	650	0	402054
704	650	736	0	402704
650	736	657	0	403440
736	657	736	0	404097
657	736	696	0	404833
736	696	739	0	405529
696	739	646	0	406268
739	646	759	0	406914
646	759	658	0	407673
759	658	755	0	408331
658	755	770	0	409086
755	770	739	0	409856
770	739	716	0	410595
739	716	732	0	411311
716	732	735	0	412043
732	735	720	0	412778
735	720	685	0	413498
720	685	724	0	414183
685	724	704	0	414907
724	704	693	0	415611
704	693	688	0	416304
693	688	701	0	416992
688	701	692	0	417693
701	692	689	0	418385
692	689	646	0	419074
689	646	716	0	419720
646	716	704	0	420436
716	704	689	0	421140
704	689	653	0	421829
689	653	716	0	422482
653	716	646	0	423198
716	646	716	0	423844
646	716	697	0	424560
716	697	712	0	425257
697	712	615	0	425969
712	615	720	0	426584
615	720	626	0	427304
720	626	720	0	427930
626	720	630	0	428650
720	630	728	0	429280
630	728	665	0	430008
728	665	728	0	430673
665	728	704	0	431401
728	704	697	0	432105
704	697	677	0	432802
697	677	727	0	433479
677	727	697	0	434206
727	697	688	0	434903
697	688	658	0	435591
688	658	704	0	436249
658	704	631	0	436953
704	631	572	0	437584
631	572	739	0	438156
572	739	693	0	438895
739	693	704	0	439588
693	704	689	0	440292
704	689	684	0	440981
689	684	685	0	441665
684	685	693	0	442350
685	693	685	0	443043
693	685	681	0	443728
685	681	684	0	444409
681	684	681	0	445093
684	681	681	0	445774
681	681	673	0	446455
681	673	674	0	447128
673	674	677	0	447802
674	677	673	0	448479
677	673	677	0	449152
673	677	673	0	449829
677	673	677	0	450502
673	677	681	0	451179
677	681	677	0	451860
681	677	677	0	452537
677	677	681	0	453214
677	681	685	0	453895
681	685	677	0	454580
685	677	677	0	455257
677	677	685	0	455934
677	685	642	0	456619
685	642	700	0	457261
642	700	638	0	457961
700	638	708	0	458599
638	708	631	0	459307
708	631	704	0	459938
631	704	724	0	460642
704	724	685	0	461366
724	685	681	0	462051
685	681	684	0	462732
681	684	689	0	463416
684	689	681	0	464105
689	681	681	0	464786
681	681	673	0	465467
681	673	700	0	466140
673	700	642	0	466840
700	642	716	0	467482
642	716	639	0	468198
716	639	645	0	468837
639	645	744	0	469482
645	744	716	0	470226
744	716	696	0	470942
716	696	697	0	471638
696	697	653	0	472335
697	653	716	0	472988
653	716	658	0	473704
716	658	478	0	474362
658	478	790	1	474840
478	790	720	0	475630
790	720	716	0	476350
720	716	708	0	477066
716	708	689	0	477774
708	689	716	0	478463
689	716	696	0	479179
716	696	701	0	479875
696	701	696	0	480576
701	696	701	0	481272
696	701	700	0	481973
701	700	712	0	482673
700	712	681	0	483385
712	681	697	0	484066
681	697	696	0	484763
697	696	685	0	485459
696	685	685	0	486144
685	685	661	0	486829
685	661	708	0	487490
661	708	685	0	488198
708	685	673	0	488883
685	673	689	0	489556
673	689	673	0	490245
689	673	673	0	490918
673	673	674	0	491591
673	674	677	0	492265
674	677	673	0	492942
677	673	673	0	493615
673	673	677	0	494288
673	677	661	0	494965
677	661	670	0	495626
661	670	661	0	496296
670	661	658	0	496957
661	658	653	0	497615
658	653	681	0	498268
653	681	681	0	498949
681	681	495	0	499630
681	495	782	1	500125
495	782	692	0	500907
782	692	689	0	501599
692	689	673	0	502288
689	673	689	0	502961
673	689	677	0	503650
689	677	689	0	504327
677	689	684	0	505016
689	684	677	0	505700
684	677	677	0	506377
677	677	685	0	507054
677	685	677	0	507739
685	677	673	0	508416
677	673	592	0	509089
673	592	724	0	509681
592	724	677	0	510405
724	677	653	0	511082
677	653	677	0	511735
653	677	677	0	512412
677	677	670	0	513089
677	670	673	0	513759
670	673	681	0	514432
673	681	685	0	515113
681	685	677	0	515798
685	677	638	0	516475
677	638	685	0	517113
638	685	669	0	517798
685	669	669	0	518467
669	669	662	0	519136
669	662	665	0	519798
662	665	669	0	520463
665	669	658	0	521132
669	658	669	0	521790
658	669	666	0	522459
669	666	665	0	523125
666	665	665	0	523790
665	665	662	0	524455
665	662	661	0	525117
662	661	662	0	525778
661	662	657	0	526440
662	657	666	0	527097
657	666	653	0	527763
666	653	666	0	528416
653	666	653	0	529082
666	653	670	0	529735
653	670	657	0	530405
670	657	662	0	531062
657	662	661	0	531724
662	661	666	0	532385
661	666	657	0	533051
666	657	662	0	533708
657	662	673	0	534370
662	673	502	0	535043
673	502	797	1	535545
502	797	689	0	536342
797	689	673	0	537031
689	673	677	0	537704
673	677	673	0	538381
677	673	681	0	539054
673	681	677	0	539735
681	677	666	0	540412
677	666	681	0	541078
666	681	673	0	541759
681	673	669	0	542432
673	669	666	0	543101
669	666	657	0	543767
666	657	654	0	544424
657	654	669	0	545078
654	669	662	0	545747
669	662	657	0	546409
662	657	654	0	547066
657	654	661	0	547720
654	661	654	0	548381
661	654	661	0	549035
654	661	662	0	549696
661	662	661	0	550358
662	661	654	0	551019
661	654	658	0	551673
654	658	653	0	552331
658	653	654	0	552984
653	654	650	0	553638
654	650	661	0	554288
650	661	654	0	554949
661	654	654	0	555603
654	654	646	0	556257
654	646	657	0	556903
646	657	448	0	557560
657	448	778	1	558008
448	778	681	0	558786
778	681	654	0	559467
681	654	677	0	560121
654	677	665	0	560798
677	665	654	0	561463
665	654	657	0	562117
654	657	662	0	562774
657	662	657	0	563436
662	657	650	0	564093
657	650	658	0	564743
650	658	657	0	565401
658	657	650	0	566058
657	650	650	0	566708
650	650	658	0	567358
650	658	645	0	568016
658	645	658	0	568661
645	658	650	0	569319
658	650	650	0	569969
650	650	649	0	570619
650	649	650	0	571268
649	650	662	0	571918
650	662	525	0	572580
662	525	739	1	573105
525	739	677	0	573844
739	677	670	0	574521
677	670	665	0	575191
670	665	646	0	575856
665	646	693	0	576502
646	693	669	0	577195
693	669	665	0	577864
669	665	666	0	578529
665	666	673	0	579195
666	673	669	0	579868
673	669	665	0	580537
669	665	670	0	581202
665	670	669	0	581872
670	669	661	0	582541
669	661	673	0	583202
661	673	666	0	583875
673	666	669	0	584541
666	669	662	0	585210
669	662	669	0	585872
662	669	665	0	586541
669	665	666	0	587206
665	666	474	0	587872
666	474	779	1	588346
474	779	673	0	589125
779	673	661	0	589798
673	661	646	0	590459
661	646	654	0	591105
646	654	646	0	591759
654	646	638	0	592405
646	638	599	0	593043
638	599	677	0	593642
599	677	642	0	594319
677	642	650	0	594961
642	650	642	0	595611
650	642	646	0	596253
642	646	638	0	596899
646	638	650	0	597537
638	650	642	0	598187
650	642	642	0	598829
642	642	638	0	599471
642	638	646	0	600109
638	646	638	0	600755
646	638	642	0	601393
638	642	642	0	602035
642	642	638	0	602677
642	638	619	0	603315
638	619	630	0	603934
619	630	627	0	604564
630	627	626	0	605191
627	626	627	0	605817
626	627	626	0	606444
627	626	626	0	607070
626	626	627	0	607696
626	627	630	0	608323
627	630	619	0	608953
630	619	626	0	609572
619	626	623	0	610198
626	623	626	0	610821
623	626	623	0	611447
626	623	483	0	612070
623	483	747	1	612553
483	747	642	0	613300
747	642	626	0	613942
642	626	630	0	614568
626	630	631	0	615198
630	631	626	0	615829
631	626	623	0	616455
626	623	630	0	617078
623	630	631	0	617708
630	631	622	0	618339
631	622	630	0	618961
622	630	627	0	619591
630	627	622	0	620218
627	622	631	0	620840
622	631	630	0	621471
631	630	623	0	622101
630	623	630	0	622724
623	630	627	0	623354
630	627	626	0	623981
627	626	626	0	624607
626	626	627	0	625233
626	627	634	0	625860
627	634	623	0	626494
634	623	626	0	627117
623	626	631	0	627743
626	631	618	0	628374
631	618	627	0	628992
618	627	630	0	629619
627	630	619	0	630249
630	619	622	0	630868
619	622	631	0	631490
622	631	622	0	632121
631	622	627	0	632743
622	627	474	0	633370
627	474	736	1	633844
474	736	638	0	634580
736	638	634	0	635218
638	634	627	0	635852
634	627	626	0	636479
627	626	623	0	637105
626	623	618	0	637728
623	618	623	0	638346
618	623	615	0	638969
623	615	587	0	639584
615	587	444	0	640171
587	444	724	1	640615
444	724	649	0	641339
724	649	638	0	641988
649	638	631	0	642626
638	631	630	0	643257
631	630	634	0	643887
630	634	615	0	644521
634	615	642	0	645136
615	642	627	0	645778
642	627	630	0	646405
627	630	623	0	647035
630	623	622	0	647658
623	622	627	0	648280
622	627	626	0	648907
627	626	619	0	649533
626	619	626	0	650152
619	626	627	0	650778
626	627	618	0	651405
627	618	627	0	652023
618	627	622	0	652650
627	622	623	0	653272
622	623	619	0	653895
623	619	630	0	654514
619	630	611	0	655144
630	611	622	0	655755
611	622	627	0	656377
622	627	622	0	657004
627	622	615	0	657626
622	615	619	0	658241
615	619	626	0	658860
619	626	619	0	659486
626	619	440	0	660105
619	440	735	1	660545
440	735	646	0	661280
735	646	623	0	661926
646	623	622	0	662549
623	622	627	0	663171
622	627	618	0	663798
627	618	619	0	664416
618	619	619	0	665035
619	619	618	0	665654
619	618	611	0	666272
618	611	623	0	666883
611	623	619	0	667506
623	619	618	0	668125
619	618	627	0	668743
618	627	622	0	669370
627	622	615	0	669992
622	615	623	0	670607
615	623	626	0	671230
623	626	619	0	671856
626	619	622	0	672475
619	622	623	0	673097
622	623	615	0	673720
623	615	634	0	674335
615	634	619	0	674969
634	619	630	0	675588
619	630	626	0	676218
630	626	623	0	676844
626	623	626	0	677467
623	626	623	0	678093
626	623	630	0	678716
623	630	623	0	679346
630	623	630	0	679969
623	630	627	0	680599
630	627	626	0	681226
627	626	630	0	681852
626	630	627	0	682482
630	627	626	0	683109
627	626	631	0	683735
626	631	622	0	684366
631	622	635	0	684988
622	635	583	0	685623
635	583	646	0	686206
583	646	623	0	686852
646	623	622	0	687475
623	622	623	0	688097
622	623	619	0	688720
623	619	622	0	689339
619	622	627	0	689961
622	627	630	0	690588
627	630	626	0	691218
630	626	627	0	691844
626	627	642	0	692471
627	642	642	0	693113
642	642	642	0	693755
642	642	642	0	694397
642	642	646	0	695039
642	646	650	0	695685
646	650	638	0	696335
650	638	642	0	696973
638	642	646	0	697615
642	646	642	0	698261
646	642	646	0	698903
642	646	646	0	699549
646	646	420	0	700195
646	420	759	1	700615
420	759	665	0	701374
759	665	584	0	702039
665	584	692	0	702623
584	692	650	0	703315
692	650	642	0	703965
650	642	642	0	704607
642	642	646	0	705249
642	646	642	0	705895
646	642	646	0	706537
642	646	638	0	707183
646	638	646	0	707821
638	646	646	0	708467
646	646	642	0	709113
646	642	650	0	709755
642	650	649	0	710405
650	649	650	0	711054
649	650	654	0	711704
650	654	646	0	712358
654	646	642	0	713004
646	642	650	0	713646
642	650	646	0	714296
650	646	638	0	714942
646	638	638	0	715580
638	638	630	0	716218
638	630	634	0	716848
630	634	627	0	717482
634	627	634	0	718109
627	634	631	0	718743
634	631	630	0	719374
631	630	630	0	720004
630	630	631	0	720634
630	631	638	0	721265
631	638	638	0	721903
638	638	642	0	722541
638	642	634	0	723183
642	634	634	0	723817
634	634	635	0	724451
634	635	482	0	725086
635	482	771	1	725568
482	771	653	0	726339
771	653	650	0	726992
653	650	638	0	727642
650	638	646	0	728280
638	646	638	0	728926
646	638	634	0	729564
638	634	646	0	730198
634	646	638	0	730844
646	638	639	0	731482
638	639	638	0	732121
639	638	638	0	732759
638	638	634	0	733397
638	634	638	0	734031
634	638	452	0	734669
638	452	770	1	735121
452	770	658	0	735891
770	658	649	0	736549
658	649	646	0	737198
649	646	646	0	737844
646	646	646	0	738490
646	646	634	0	739136
646	634	452	0	739770
634	452	770	1	740222
452	770	666	0	740992
770	666	638	0	741658
666	638	626	0	742296
638	626	677	0	742922
626	677	642	0	743599
677	642	646	0	744241
642	646	490	0	744887
646	490	771	1	745377
490	771	657	0	746148
771	657	658	0	746805
657	658	545	0	747463
658	545	455	1	748008
545	455	774	1	748463
455	774	681	0	749237
774	681	662	0	749918
681	662	650	0	750580
662	650	649	0	751230
650	649	654	0	751879
649	654	654	0	752533
654	654	646	0	753187
654	646	653	0	753833
646	653	654	0	754486
653	654	650	0	755140
654	650	646	0	755790
650	646	653	0	756436
646	653	654	0	757089
653	654	634	0	757743
654	634	662	0	758377
634	662	615	0	759039
662	615	681	0	759654
615	681	646	0	760335
681	646	649	0	760981
646	649	646	0	761630
649	646	642	0	762276
646	642	646	0	762918
642	646	623	0	763564
646	623	661	0	764187
623	661	646	0	764848
661	646	646	0	765494
646	646	646	0	766140
646	646	642	0	766786
646	642	642	0	767428
642	642	650	0	768070
642	650	638	0	768720
650	638	642	0	769358
638	642	498	0	770000
642	498	767	1	770498
498	767	649	0	771265
767	649	642	0	771914
649	642	650	0	772556
642	650	650	0	773206
650	650	638	0	773856
650	638	646	0	774494
638	646	642	0	775140
646	642	642	0	775782
642	642	642	0	776424
642	642	642	0	777066
642	642	642	0	777708
642	642	634	0	778350
642	634	646	0	778984
634	646	642	0	779630
646	642	642	0	780272
642	642	635	0	780914
642	635	646	0	781549
635	646	638	0	782195
646	638	634	0	782833
638	634	638	0	783467
634	638	642	0	784105
638	642	634	0	784747
642	634	642	0	785381
634	642	635	0	786023
642	635	638	0	786658
635	638	630	0	787296
638	630	634	0	787926
630	634	580	0	788560
634	580	662	0	789140
580	662	630	0	789802
662	630	634	0	790432
630	634	634	0	791066
634	634	635	0	791700
634	635	630	0	792335
635	630	638	0	792965
630	638	627	0	793603
638	627	634	0	794230
627	634	634	0	794864
634	634	630	0	795498
634	630	627	0	796128
630	627	638	0	796755
627	638	630	0	797393
638	630	627	0	798023
630	627	552	0	798650
627	552	681	0	799202
552	681	635	0	799883
681	635	626	0	800518
635	626	572	0	801144
626	572	677	0	801716
572	677	630	0	802393
677	630	638	0	803023
630	638	635	0	803661
638	635	626	0	804296
635	626	638	0	804922
626	638	635	0	805560
638	635	634	0	806195
635	634	630	0	806829
634	630	634	0	807459
630	634	639	0	808093
634	639	630	0	808732
639	630	599	0	809362
630	599	436	0	809961
599	436	751	1	810397
436	751	665	0	811148
751	665	642	0	811813
665	642	642	0	812455
642	642	638	0	813097
642	638	631	0	813735
638	631	638	0	814366
631	638	630	0	815004
638	630	631	0	815634
630	631	634	0	816265
631	634	634	0	816899
634	634	634	0	817533
634	634	627	0	818167
634	627	638	0	818794
627	638	634	0	819432
638	634	630	0	820066
634	630	635	0	820696
630	635	521	0	821331
635	521	701	1	821852
521	701	649	0	822553
701	649	646	0	823202
649	646	634	0	823848
646	634	592	0	824482
634	592	669	0	825074
592	669	642	0	825743
669	642	638	0	826385
642	638	638	0	827023
638	638	499	0	827661
638	499	751	1	828160
499	751	653	0	828911
751	653	634	0	829564
653	634	658	0	830198
634	658	650	0	830856
658	650	650	0	831506
650	650	653	0	832156
650	653	658	0	832809
653	658	654	0	833467
658	654	657	0	834121
654	657	662	0	834778
657	662	653	0	835440
662	653	658	0	836093
653	658	658	0	836751
658	658	435	0	837409
658	435	771	1	837844
435	771	692	0	838615
771	692	670	0	839307
692	670	657	0	839977
670	657	654	0	840634
657	654	661	0	841288
654	661	650	0	841949
661	650	650	0	842599
650	650	650	0	843249
650	650	642	0	843899
650	642	638	0	844541
642	638	642	0	845179
638	642	630	0	845821
642	630	638	0	846451
630	638	623	0	847089
638	623	611	0	847712
623	611	638	0	848323
611	638	630	0	848961
638	630	627	0	849591
630	627	626	0	850218
627	626	631	0	850844
626	631	626	0	851475
631	626	634	0	852101
626	634	631	0	852735
634	631	630	0	853366
631	630	638	0	853996
630	638	634	0	854634
638	634	635	0	855268
634	635	638	0	855903
635	638	630	0	856541
638	630	627	0	857171
630	627	638	0	857798
627	638	642	0	858436
638	642	618	0	859078
642	618	654	0	859696
