i-1	i+0	i+1	Filter	Time
945	813	915	0	289988
813	915	969	0	290903
915	969	821	0	291872
969	821	813	0	292693
821	813	906	0	293506
813	906	919	0	294412
906	919	805	0	295331
919	805	848	0	296136
805	848	946	0	296984
848	946	825	0	297930
946	825	798	0	298755
825	798	879	0	299553
798	879	907	0	300432
879	907	832	0	301339
907	832	876	0	302171
832	876	1385	0	303047
876	1385	1303	0	304432
1385	1303	1222	0	305735
1303	1222	1206	0	306957
1222	1206	1195	0	308163
1206	1195	1183	0	309358
1195	1183	1187	0	310541
1183	1187	1155	0	311728
1187	1155	1156	0	312883
1155	1156	1159	0	314039
1156	1159	1133	0	315198
1159	1133	1128	0	316331
1133	1128	1136	0	317459
1128	1136	1133	0	318595
1136	1133	1128	0	319728
1133	1128	1144	0	320856
1128	1144	1035	0	322000
1144	1035	914	0	323035
1035	914	1055	0	323949
914	1055	840	0	325004
1055	840	806	0	325844
840	806	832	0	326650
806	832	915	0	327482
832	915	895	0	328397
915	895	825	0	329292
895	825	844	0	330117
825	844	903	0	330961
844	903	868	0	331864
903	868	801	0	332732
868	801	848	0	333533
801	848	915	0	334381
848	915	879	0	335296
915	879	817	0	336175
879	817	845	0	336992
817	845	906	0	337837
845	906	876	0	338743
906	876	809	0	339619
876	809	833	0	340428
809	833	891	0	341261
833	891	887	0	342152
891	887	821	0	343039
887	821	844	0	343860
821	844	903	0	344704
844	903	887	0	345607
903	887	798	0	346494
887	798	797	0	347292
798	797	833	0	348089
797	833	856	0	348922
833	856	767	0	349778
856	767	790	0	350545
767	790	863	0	351335
790	863	899	0	352198
863	899	829	0	353097
899	829	837	0	353926
829	837	914	0	354763
837	914	926	0	355677
914	926	829	0	356603
926	829	821	0	357432
829	821	875	0	358253
821	875	934	0	359128
875	934	849	0	360062
934	849	797	0	360911
849	797	825	0	361708
797	825	887	0	362533
825	887	845	0	363420
887	845	805	0	364265
845	805	856	0	365070
805	856	1389	0	365926
856	1389	1288	0	367315
1389	1288	1265	0	368603
1288	1265	1260	0	369868
1265	1260	1211	0	371128
1260	1211	1179	0	372339
1211	1179	1210	0	373518
1179	1210	1136	0	374728
1210	1136	1050	0	375864
1136	1050	849	0	376914
1050	849	786	0	377763
849	786	801	0	378549
786	801	825	0	379350
801	825	771	0	380175
825	771	723	0	380946
771	723	778	0	381669
723	778	884	0	382447
778	884	829	0	383331
884	829	805	0	384160
829	805	852	0	384965
805	852	985	0	385817
852	985	871	0	386802
985	871	829	0	387673
871	829	914	0	388502
829	914	942	0	389416
914	942	840	0	390358
942	840	806	0	391198
840	806	833	0	392004
806	833	918	0	392837
833	918	840	0	393755
918	840	825	0	394595
840	825	876	0	395420
825	876	949	0	396296
876	949	864	0	397245
949	864	813	0	398109
864	813	891	0	398922
813	891	919	0	399813
891	919	836	0	400732
919	836	841	0	401568
836	841	906	0	402409
841	906	907	0	403315
906	907	836	0	404222
907	836	849	0	405058
836	849	945	0	405907
849	945	934	0	406852
945	934	837	0	407786
934	837	848	0	408623
837	848	914	0	409471
848	914	915	0	410385
914	915	813	0	411300
915	813	809	0	412113
813	809	848	0	412922
809	848	837	0	413770
848	837	813	0	414607
837	813	864	0	415420
813	864	876	0	416284
864	876	840	0	417160
876	840	879	0	418000
840	879	934	0	418879
879	934	856	0	419813
934	856	872	0	420669
856	872	903	0	421541
872	903	840	0	422444
903	840	817	0	423284
840	817	852	0	424101
817	852	887	0	424953
852	887	794	0	425840
887	794	806	0	426634
794	806	852	0	427440
806	852	856	0	428292
852	856	778	0	429148
856	778	790	0	429926
778	790	837	0	430716
790	837	863	0	431553
837	863	755	0	432416
863	755	755	0	433171
755	755	809	0	433926
755	809	845	0	434735
809	845	762	0	435580
845	762	747	0	436342
762	747	798	0	437089
747	798	837	0	437887
798	837	790	0	438724
837	790	751	0	439514
790	751	782	0	440265
751	782	848	0	441047
782	848	840	0	441895
848	840	747	0	442735
840	747	771	0	443482
747	771	825	0	444253
771	825	887	0	445078
825	887	786	0	445965
887	786	802	0	446751
786	802	863	0	447553
802	863	888	0	448416
863	888	789	0	449304
888	789	786	0	450093
789	786	853	0	450879
786	853	875	0	451732
853	875	767	0	452607
875	767	770	0	453374
767	770	848	0	454144
770	848	845	0	454992
848	845	754	0	455837
845	754	755	0	456591
754	755	829	0	457346
755	829	856	0	458175
829	856	743	0	459031
856	743	740	0	459774
743	740	801	0	460514
740	801	837	0	461315
801	837	766	0	462152
837	766	794	0	462918
766	794	879	0	463712
794	879	919	0	464591
879	919	794	0	465510
919	794	824	0	466304
794	824	915	0	467128
824	915	875	0	468043
915	875	814	0	468918
875	814	840	0	469732
814	840	887	0	470572
840	887	841	0	471459
887	841	793	0	472300
841	793	821	0	473093
793	821	899	0	473914
821	899	852	0	474813
899	852	806	0	475665
852	806	848	0	476471
806	848	911	0	477319
848	911	832	0	478230
911	832	778	0	479062
832	778	818	0	479840
778	818	883	0	480658
818	883	813	0	481541
883	813	774	0	482354
813	774	814	0	483128
774	814	852	0	483942
814	852	809	0	484794
852	809	790	0	485603
809	790	809	0	486393
790	809	880	0	487202
809	880	895	0	488082
880	895	836	0	488977
895	836	848	0	489813
836	848	919	0	490661
848	919	856	0	491580
919	856	817	0	492436
856	817	829	0	493253
817	829	902	0	494082
829	902	876	0	494984
902	876	790	0	495860
876	790	774	0	496650
790	774	848	0	497424
774	848	841	0	498272
848	841	751	0	499113
841	751	762	0	499864
751	762	833	0	500626
762	833	903	0	501459
833	903	836	0	502362
903	836	763	0	503198
836	763	771	0	503961
763	771	844	0	504732
771	844	836	0	505576
844	836	751	0	506412
836	751	748	0	507163
751	748	789	0	507911
748	789	775	0	508700
789	775	766	0	509475
775	766	786	0	510241
766	786	841	0	511027
786	841	918	0	511868
841	918	829	0	512786
918	829	801	0	513615
829	801	852	0	514416
801	852	919	0	515268
852	919	797	0	516187
919	797	810	0	516984
797	810	867	0	517794
810	867	876	0	518661
867	876	782	0	519537
876	782	798	0	520319
782	798	864	0	521117
798	864	930	0	521981
864	930	828	0	522911
930	828	592	0	523739
828	592	1580	1	524331
592	1580	1210	0	525911
1580	1210	1159	0	527121
1210	1159	1136	0	528280
1159	1136	1125	0	529416
1136	1125	1120	0	530541
1125	1120	1121	0	531661
1120	1121	1117	0	532782
1121	1117	1124	0	533899
1117	1124	1121	0	535023
1124	1121	945	0	536144
1121	945	899	0	537089
945	899	817	0	537988
899	817	771	0	538805
817	771	774	0	539576
771	774	813	0	540350
774	813	841	0	541163
813	841	763	0	542004
841	763	778	0	542767
763	778	825	0	543545
778	825	863	0	544370
825	863	794	0	545233
863	794	790	0	546027
794	790	806	0	546817
790	806	859	0	547623
806	859	845	0	548482
859	845	790	0	549327
845	790	809	0	550117
790	809	837	0	550926
809	837	891	0	551763
837	891	801	0	552654
891	801	825	0	553455
801	825	514	0	554280
825	514	1268	1	554794
514	1268	872	0	556062
1268	872	798	0	556934
872	798	797	0	557732
798	797	852	0	558529
797	852	821	0	559381
852	821	767	0	560202
821	767	778	0	560969
767	778	833	0	561747
778	833	821	0	562580
833	821	782	0	563401
821	782	805	0	564183
782	805	884	0	564988
805	884	867	0	565872
884	867	814	0	566739
867	814	863	0	567553
814	863	907	0	568416
863	907	852	0	569323
907	852	798	0	570175
852	798	813	0	570973
798	813	879	0	571786
813	879	880	0	572665
879	880	786	0	573545
880	786	790	0	574331
786	790	871	0	575121
790	871	903	0	575992
871	903	766	0	576895
903	766	763	0	577661
766	763	809	0	578424
763	809	864	0	579233
809	864	821	0	580097
864	821	751	0	580918
821	751	767	0	581669
751	767	825	0	582436
767	825	852	0	583261
825	852	747	0	584113
852	747	759	0	584860
747	759	739	0	585619
759	739	712	0	586358
739	712	704	0	587070
712	704	712	0	587774
704	712	693	0	588486
712	693	728	0	589179
693	728	727	0	589907
728	727	658	0	590634
727	658	657	0	591292
658	657	681	0	591949
657	681	693	0	592630
681	693	661	0	593323
693	661	495	0	593984
661	495	856	1	594479
495	856	743	0	595335
856	743	673	0	596078
743	673	654	0	596751
673	654	653	0	597405
654	653	662	0	598058
653	662	646	0	598720
662	646	653	0	599366
646	653	681	0	600019
653	681	677	0	600700
681	677	666	0	601377
677	666	689	0	602043
666	689	723	0	602732
689	723	798	0	603455
723	798	801	0	604253
798	801	825	0	605054
801	825	1316	0	605879
825	1316	1252	0	607195
1316	1252	1246	0	608447
1252	1246	1268	0	609693
1246	1268	1234	0	610961
1268	1234	1237	0	612195
1234	1237	1264	0	613432
1237	1264	1218	0	614696
1264	1218	1226	0	615914
1218	1226	1218	0	617140
1226	1218	1175	0	618358
1218	1175	1167	0	619533
1175	1167	1168	0	620700
1167	1168	1163	0	621868
1168	1163	1175	0	623031
1163	1175	1164	0	624206
1175	1164	1155	0	625370
1164	1155	1156	0	626525
1155	1156	1167	0	627681
1156	1167	1152	0	628848
1167	1152	1144	0	630000
1152	1144	1156	0	631144
1144	1156	1128	0	632300
1156	1128	1121	0	633428
1128	1121	1159	0	634549
1121	1159	1140	0	635708
1159	1140	1152	0	636848
1140	1152	1128	0	638000
1152	1128	1148	0	639128
1128	1148	1125	0	640276
1148	1125	1144	0	641401
1125	1144	1136	0	642545
1144	1136	1124	0	643681
1136	1124	1144	0	644805
1124	1144	1183	0	645949
1144	1183	1160	0	647132
1183	1160	1152	0	648292
1160	1152	1155	0	649444
1152	1155	1136	0	650599
1155	1136	1152	0	651735
1136	1152	1167	0	652887
1152	1167	1137	0	654054
1167	1137	1159	0	655191
1137	1159	1156	0	656350
1159	1156	1148	0	657506
1156	1148	1167	0	658654
1148	1167	1183	0	659821
1167	1183	1148	0	661004
1183	1148	1152	0	662152
1148	1152	1194	0	663304
1152	1194	1113	0	664498
1194	1113	1113	0	665611
1113	1113	1120	0	666724
1113	1120	1113	0	667844
1120	1113	1144	0	668957
1113	1144	1175	0	670101
1144	1175	1156	0	671276
1175	1156	1175	0	672432
1156	1175	1179	0	673607
1175	1179	1175	0	674786
1179	1175	1195	0	675961
1175	1195	1163	0	677156
1195	1163	1175	0	678319
1163	1175	1195	0	679494
1175	1195	1214	0	680689
1195	1214	1202	0	681903
1214	1202	1222	0	683105
1202	1222	1261	0	684327
1222	1261	1260	0	685588
1261	1260	1245	0	686848
1260	1245	1199	0	688093
1245	1199	1190	0	689292
1199	1190	1183	0	690482
1190	1183	1175	0	691665
1183	1175	1141	0	692840
1175	1141	1140	0	693981
1141	1140	1136	0	695121
1140	1136	1097	0	696257
1136	1097	1109	0	697354
1097	1109	1113	0	698463
1109	1113	1117	0	699576
1113	1117	1140	0	700693
1117	1140	1190	0	701833
1140	1190	1172	0	703023
1190	1172	1221	0	704195
1172	1221	1172	0	705416
1221	1172	1186	0	706588
1172	1186	1175	0	707774
1186	1175	1179	0	708949
1175	1179	1176	0	710128
1179	1176	1198	0	711304
1176	1198	1194	0	712502
1198	1194	1187	0	713696
1194	1187	1195	0	714883
1187	1195	1159	0	716078
1195	1159	1187	0	717237
1159	1187	1183	0	718424
1187	1183	1195	0	719607
1183	1195	1194	0	720802
1195	1194	1210	0	721996
1194	1210	1222	0	723206
1210	1222	1233	0	724428
1222	1233	1207	0	725661
1233	1207	1194	0	726868
1207	1194	1195	0	728062
1194	1195	1179	0	729257
1195	1179	1179	0	730436
1179	1179	1171	0	731615
1179	1171	1183	0	732786
1171	1183	1183	0	733969
1183	1183	1167	0	735152
1183	1167	1175	0	736319
1167	1175	1152	0	737494
1175	1152	1156	0	738646
1152	1156	1155	0	739802
1156	1155	1117	0	740957
1155	1117	1132	0	742074
1117	1132	1105	0	743206
1132	1105	1109	0	744311
1105	1109	1098	0	745420
1109	1098	1108	0	746518
1098	1108	1102	0	747626
1108	1102	1144	0	748728
1102	1144	1132	0	749872
1144	1132	1136	0	751004
1132	1136	1140	0	752140
1136	1140	1136	0	753280
1140	1136	1144	0	754416
1136	1144	1156	0	755560
1144	1156	1163	0	756716
1156	1163	1137	0	757879
1163	1137	1147	0	759016
1137	1147	1156	0	760163
1147	1156	1163	0	761319
1156	1163	534	0	762482
1163	534	1610	1	763016
534	1610	1207	0	764626
1610	1207	1179	0	765833
1207	1179	1202	0	767012
1179	1202	1183	0	768214
1202	1183	1191	0	769397
1183	1191	1179	0	770588
1191	1179	1186	0	771767
1179	1186	1175	0	772953
1186	1175	1156	0	774128
1175	1156	1144	0	775284
1156	1144	1187	0	776428
1144	1187	1179	0	777615
1187	1179	1210	0	778794
1179	1210	1253	0	780004
1210	1253	1225	0	781257
1253	1225	1242	0	782482
1225	1242	1233	0	783724
1242	1233	1214	0	784957
1233	1214	1199	0	786171
1214	1199	1175	0	787370
1199	1175	1175	0	788545
1175	1175	1136	0	789720
1175	1136	1113	0	790856
1136	1113	1117	0	791969
1113	1117	1116	0	793086
1117	1116	1082	0	794202
1116	1082	1101	0	795284
1082	1101	1129	0	796385
1101	1129	1179	0	797514
1129	1179	1179	0	798693
1179	1179	1190	0	799872
1179	1190	1214	0	801062
1190	1214	1171	0	802276
1214	1171	1207	0	803447
1171	1207	1225	0	804654
1207	1225	1207	0	805879
1225	1207	1233	0	807086
1207	1233	1226	0	808319
1233	1226	1171	0	809545
1226	1171	1187	0	810716
1171	1187	1245	0	811903
1187	1245	1175	0	813148
1245	1175	1187	0	814323
1175	1187	1202	0	815510
1187	1202	1191	0	816712
1202	1191	1237	0	817903
1191	1237	1253	0	819140
1237	1253	1218	0	820393
1253	1218	1233	0	821611
1218	1233	1210	0	822844
1233	1210	1218	0	824054
1210	1218	1210	0	825272
1218	1210	1211	0	826482
1210	1211	1221	0	827693
1211	1221	1203	0	828914
1221	1203	1179	0	830117
1203	1179	1159	0	831296
1179	1159	1164	0	832455
1159	1164	1116	0	833619
1164	1116	1129	0	834735
1116	1129	1148	0	835864
1129	1148	1171	0	837012
1148	1171	1206	0	838183
1171	1206	1160	0	839389
1206	1160	1186	0	840549
1160	1186	1176	0	841735
1186	1176	540	0	842911
1176	540	1580	1	843451
540	1580	1164	0	845031
1580	1164	1167	0	846195
1164	1167	1144	0	847362
1167	1144	1148	0	848506
1144	1148	1151	0	849654
1148	1151	1148	0	850805
1151	1148	1152	0	851953
1148	1152	1148	0	853105
1152	1148	1132	0	854253
1148	1132	1160	0	855385
1132	1160	1140	0	856545
1160	1140	1167	0	857685
1140	1167	1148	0	858852
1167	1148	1175	0	860000
1148	1175	1097	0	861175
1175	1097	1125	0	862272
1097	1125	1121	0	863397
1125	1121	1128	0	864518
1121	1128	1159	0	865646
1128	1159	1191	0	866805
1159	1191	1191	0	867996
1191	1191	1202	0	869187
1191	1202	1249	0	870389
1202	1249	1183	0	871638
1249	1183	1191	0	872821
1183	1191	1221	0	874012
1191	1221	1183	0	875233
1221	1183	1245	0	876416
1183	1245	1214	0	877661
1245	1214	1203	0	878875
1214	1203	1222	0	880078
1203	1222	1214	0	881300
1222	1214	1179	0	882514
1214	1179	1186	0	883693
1179	1186	1183	0	884879
1186	1183	1168	0	886062
1183	1168	1171	0	887230
1168	1171	1167	0	888401
1171	1167	1199	0	889568
1167	1199	1163	0	890767
1199	1163	1156	0	891930
1163	1156	1179	0	893086
1156	1179	1171	0	894265
1179	1171	1148	0	895436
1171	1148	1148	0	896584
1148	1148	1128	0	897732
1148	1128	1113	0	898860
1128	1113	1136	0	899973
1113	1136	1113	0	901109
1136	1113	1136	0	902222
1113	1136	1187	0	903358
1136	1187	1190	0	904545
1187	1190	1226	0	905735
1190	1226	1257	0	906961
1226	1257	1214	0	908218
1257	1214	1202	0	909432
1214	1202	1183	0	910634
1202	1183	1187	0	911817
1183	1187	1171	0	913004
1187	1171	1156	0	914175
1171	1156	1183	0	915331
1156	1183	1163	0	916514
1183	1163	1163	0	917677
1163	1163	1183	0	918840
1163	1183	1179	0	920023
1183	1179	1168	0	921202
1179	1168	1175	0	922370
1168	1175	1144	0	923545
1175	1144	1136	0	924689
1144	1136	1159	0	925825
1136	1159	1164	0	926984
1159	1164	1187	0	928148
1164	1187	1206	0	929335
1187	1206	1206	0	930541
1206	1206	1226	0	931747
1206	1226	1214	0	932973
1226	1214	1190	0	934187
1214	1190	1176	0	935377
1190	1176	1186	0	936553
1176	1186	1160	0	937739
1186	1160	1132	0	938899
1160	1132	1117	0	940031
1132	1117	1136	0	941148
1117	1136	1148	0	942284
1136	1148	1171	0	943432
1148	1171	1187	0	944603
1171	1187	1187	0	945790
1187	1187	1171	0	946977
1187	1171	1194	0	948148
1171	1194	1199	0	949342
1194	1199	1194	0	950541
1199	1194	1195	0	951735
1194	1195	1187	0	952930
1195	1187	1175	0	954117
1187	1175	1163	0	955292
1175	1163	1175	0	956455
1163	1175	1164	0	957630
1175	1164	1155	0	958794
1164	1155	1152	0	959949
1155	1152	1132	0	961101
1152	1132	1129	0	962233
1132	1129	1124	0	963362
1129	1124	1148	0	964486
1124	1148	1133	0	965634
1148	1133	1151	0	966767
1133	1151	1171	0	967918
1151	1171	1156	0	969089
1171	1156	1160	0	970245
1156	1160	1210	0	971405
1160	1210	1183	0	972615
1210	1183	1198	0	973798
1183	1198	1195	0	974996
1198	1195	1155	0	976191
1195	1155	1175	0	977346
1155	1175	1187	0	978521
1175	1187	1171	0	979708
1187	1171	1172	0	980879
1171	1172	1202	0	982051
1172	1202	1140	0	983253
1202	1140	1117	0	984393
1140	1117	1120	0	985510
1117	1120	1125	0	986630
1120	1125	1156	0	987755
1125	1156	785	0	988911
1156	785	1292	1	989696
785	1292	1187	0	990988
1292	1187	1183	0	992175
1187	1183	1183	0	993358
1183	1183	1218	0	994541
1183	1218	1194	0	995759
1218	1194	1191	0	996953
1194	1191	1187	0	998144
1191	1187	1175	0	999331
1187	1175	1175	0	1000506
1175	1175	1167	0	1001681
1175	1167	1168	0	1002848
1167	1168	1163	0	1004016
1168	1163	1144	0	1005179
1163	1144	1117	0	1006323
1144	1117	1163	0	1007440
1117	1163	1129	0	1008603
1163	1129	1116	0	1009732
1129	1116	681	0	1010848
1116	681	1273	1	1011529
681	1273	1155	0	1012802
1273	1155	1140	0	1013957
1155	1140	1129	0	1015097
1140	1129	1128	0	1016226
1129	1128	1128	0	1017354
1128	1128	1106	0	1018482
1128	1106	1101	0	1019588
1106	1101	1116	0	1020689
1101	1116	1117	0	1021805
1116	1117	1132	0	1022922
1117	1132	1117	0	1024054
1132	1117	1109	0	1025171
1117	1109	1136	0	1026280
1109	1136	1152	0	1027416
1136	1152	1164	0	1028568
1152	1164	1155	0	1029732
1164	1155	1156	0	1030887
1155	1156	1152	0	1032043
1156	1152	1140	0	1033195
1152	1140	1151	0	1034335
1140	1151	1133	0	1035486
1151	1133	1113	0	1036619
1133	1113	1097	0	1037732
1113	1097	1128	0	1038829
1097	1128	1109	0	1039957
1128	1109	1117	0	1041066
1109	1117	1136	0	1042183
1117	1136	1144	0	1043319
1136	1144	1144	0	1044463
1144	1144	1156	0	1045607
1144	1156	1179	0	1046763
1156	1179	1202	0	1047942
1179	1202	1249	0	1049144
1202	1249	1241	0	1050393
1249	1241	1245	0	1051634
1241	1245	1226	0	1052879
1245	1226	1218	0	1054105
1226	1218	1202	0	1055323
1218	1202	1210	0	1056525
1202	1210	1211	0	1057735
1210	1211	1194	0	1058946
1211	1194	1164	0	1060140
1194	1164	1167	0	1061304
1164	1167	1159	0	1062471
1167	1159	1148	0	1063630
1159	1148	1164	0	1064778
1148	1164	1144	0	1065942
1164	1144	1147	0	1067086
1144	1147	1160	0	1068233
1147	1160	1140	0	1069393
1160	1140	1140	0	1070533
1140	1140	1129	0	1071673
1140	1129	1112	0	1072802
1129	1112	1137	0	1073914
1112	1137	1159	0	1075051
1137	1159	1160	0	1076210
1159	1160	1179	0	1077370
1160	1179	1194	0	1078549
1179	1194	1199	0	1079743
1194	1199	1194	0	1080942
1199	1194	1175	0	1082136
1194	1175	1171	0	1083311
1175	1171	1164	0	1084482
1171	1164	1140	0	1085646
1164	1140	1167	0	1086786
1140	1167	1164	0	1087953
1167	1164	1140	0	1089117
1164	1140	1144	0	1090257
1140	1144	1128	0	1091401
1144	1128	1136	0	1092529
1128	1136	1125	0	1093665
1136	1125	1109	0	1094790
1125	1109	1128	0	1095899
1109	1128	1187	0	1097027
1128	1187	1183	0	1098214
1187	1183	1156	0	1099397
1183	1156	1167	0	1100553
1156	1167	1175	0	1101720
1167	1175	1163	0	1102895
1175	1163	1168	0	1104058
1163	1168	1171	0	1105226
1168	1171	1167	0	1106397
1171	1167	1160	0	1107564
1167	1160	1171	0	1108724
1160	1171	1179	0	1109895
