i-1	i+0	i+1	Filter
1175	595	1347	1
595	1347	1109	2
1347	1109	599	0
1109	599	1393	1
599	1393	642	2
1393	642	1510	1
642	1510	626	2
1510	626	1459	1
626	1459	631	2
1459	631	1451	1
631	1451	626	2
1451	626	1498	1
626	1498	627	2
1498	627	1467	1
627	1467	634	2
1467	634	1436	1
634	1436	646	2
1436	646	1544	1
646	1544	627	2
1544	627	1440	1
627	1440	634	2
1440	634	1568	1
634	1568	623	2
1568	623	1455	1
623	1455	618	2
1455	618	1277	1
618	1277	976	2
1277	976	576	0
976	576	860	1
576	860	934	2
860	934	1152	0
934	1152	891	0
1152	891	860	0
891	860	832	0
860	832	814	0
832	814	790	0
814	790	774	0
790	774	759	0
774	759	747	0
759	747	723	0
747	723	716	0
723	716	557	0
716	557	790	1
557	790	669	2
790	669	669	1
669	669	666	3
669	666	544	3
666	544	841	3
544	841	720	2
841	720	961	1
720	961	1000	2
961	1000	1175	0
1000	1175	1179	0
1175	1179	1171	0
1179	1171	1179	0
1171	1179	529	0
1179	529	1132	1
529	1132	1055	2
1132	1055	517	0
1055	517	1109	1
517	1109	958	2
1109	958	513	0
958	513	1191	1
513	1191	879	2
1191	879	611	0
879	611	1195	1
611	1195	918	2
1195	918	603	0
918	603	1179	1
603	1179	907	2
1179	907	517	0
907	517	1113	1
517	1113	891	2
1113	891	588	0
891	588	1159	1
588	1159	880	2
1159	880	867	0
880	867	502	0
867	502	1125	1
502	1125	887	2
1125	887	903	0
887	903	883	0
903	883	926	0
883	926	957	0
926	957	989	0
957	989	513	0
989	513	1167	1
513	1167	911	2
1167	911	580	0
911	580	1078	1
580	1078	856	2
1078	856	634	0
856	634	1085	0
634	1085	872	0
1085	872	891	0
872	891	514	0
891	514	1151	1
514	1151	903	2
1151	903	646	0
903	646	1128	0
646	1128	892	0
1128	892	684	0
892	684	1074	1
684	1074	872	2
1074	872	595	0
872	595	1117	1
595	1117	868	2
1117	868	572	0
868	572	1085	1
572	1085	868	2
1085	868	891	0
868	891	514	0
891	514	1074	1
514	1074	875	2
1074	875	556	0
875	556	1055	1
556	1055	825	2
1055	825	852	0
825	852	541	0
852	541	1124	1
541	1124	891	2
1124	891	821	0
891	821	1284	0
821	1284	1016	0
1284	1016	521	0
1016	521	1168	1
521	1168	906	2
1168	906	596	0
906	596	1109	1
596	1109	879	2
1109	879	564	0
879	564	1086	1
564	1086	867	2
1086	867	607	0
867	607	1183	1
607	1183	926	2
1183	926	611	0
926	611	1230	1
611	1230	957	2
1230	957	553	0
957	553	1186	1
553	1186	954	2
1186	954	521	0
954	521	1191	1
521	1191	938	2
1191	938	568	0
938	568	1182	1
568	1182	888	2
1182	888	541	0
888	541	1178	1
541	1178	911	2
1178	911	537	0
911	537	1163	1
537	1163	880	2
1163	880	533	0
880	533	1113	1
533	1113	875	2
1113	875	880	0
875	880	517	0
880	517	1097	1
517	1097	872	2
1097	872	568	0
872	568	1113	1
568	1113	864	2
1113	864	591	0
864	591	1218	1
591	1218	953	2
1218	953	533	0
953	533	1152	1
533	1152	961	2
1152	961	518	0
961	518	1116	1
518	1116	892	2
1116	892	653	0
892	653	1051	0
653	1051	868	0
1051	868	610	0
868	610	1148	1
610	1148	907	2
1148	907	525	0
907	525	1140	1
525	1140	903	2
1140	903	914	0
903	914	522	0
914	522	1101	1
522	1101	883	2
1101	883	537	0
883	537	1097	1
537	1097	876	2
1097	876	872	0
876	872	509	0
872	509	1136	1
509	1136	884	2
1136	884	614	0
884	614	1257	1
614	1257	942	2
1257	942	949	0
942	949	526	0
949	526	1155	1
526	1155	919	2
1155	919	525	0
919	525	1152	1
525	1152	871	2
1152	871	549	0
871	549	1140	1
549	1140	868	2
1140	868	540	0
868	540	1172	1
540	1172	926	2
1172	926	941	0
