i-1	i+0	i+1	Filter	Time
903	907	899	0	94257
907	899	910	0	95156
899	910	907	0	96066
910	907	914	0	96973
907	914	907	0	97887
914	907	910	0	98794
907	910	895	0	99704
910	895	899	0	100599
895	899	494	0	101498
899	494	424	1	101992
494	424	926	1	102416
424	926	880	0	103342
926	880	887	0	104222
880	887	887	0	105109
887	887	876	0	105996
887	876	879	0	106872
876	879	903	0	107751
879	903	918	0	108654
903	918	903	0	109572
918	903	891	0	110475
903	891	914	0	111366
891	914	922	0	112280
914	922	884	0	113202
922	884	902	0	114086
884	902	915	0	114988
902	915	875	0	115903
915	875	899	0	116778
875	899	899	0	117677
899	899	875	0	118576
899	875	868	0	119451
875	868	879	0	120319
868	879	864	0	121198
879	864	837	0	122062
864	837	840	0	122899
837	840	849	0	123739
840	849	832	0	124588
849	832	856	0	125420
832	856	860	0	126276
856	860	856	0	127136
860	856	436	0	127992
856	436	1296	1	128428
436	1296	860	0	129724
1296	860	860	0	130584
860	860	875	0	131444
860	875	868	0	132319
875	868	879	0	133187
868	879	907	0	134066
879	907	891	0	134973
907	891	903	0	135864
891	903	914	0	136767
903	914	910	0	137681
914	910	888	0	138591
910	888	879	0	139479
888	879	875	0	140358
879	875	872	0	141233
875	872	872	0	142105
872	872	860	0	142977
872	860	447	0	143837
860	447	1261	1	144284
447	1261	852	0	145545
1261	852	875	0	146397
852	875	872	0	147272
875	872	887	0	148144
872	887	887	0	149031
887	887	880	0	149918
887	880	871	0	150798
880	871	868	0	151669
871	868	872	0	152537
868	872	883	0	153409
872	883	899	0	154292
883	899	902	0	155191
899	902	915	0	156093
902	915	914	0	157008
915	914	926	0	157922
914	926	926	0	158848
926	926	934	0	159774
926	934	938	0	160708
934	938	934	0	161646
938	934	926	0	162580
934	926	930	0	163506
926	930	918	0	164436
930	918	926	0	165354
918	926	915	0	166280
926	915	926	0	167195
915	926	933	0	168121
926	933	930	0	169054
933	930	942	0	169984
930	942	926	0	170926
942	926	915	0	171852
926	915	914	0	172767
915	914	922	0	173681
914	922	922	0	174603
922	922	895	0	175525
922	895	907	0	176420
895	907	906	0	177327
907	906	907	0	178233
906	907	899	0	179140
907	899	918	0	180039
899	918	922	0	180957
918	922	926	0	181879
922	926	907	0	182805
926	907	903	0	183712
907	903	903	0	184615
903	903	898	0	185518
903	898	872	0	186416
898	872	879	0	187288
872	879	876	0	188167
879	876	848	0	189043
876	848	448	0	189891
848	448	1249	1	190339
448	1249	821	0	191588
1249	821	482	0	192409
821	482	1156	1	192891
482	1156	805	0	194047
1156	805	798	0	194852
805	798	650	0	195650
798	650	918	0	196300
650	918	798	0	197218
918	798	805	0	198016
798	805	817	0	198821
805	817	564	0	199638
817	564	1047	1	200202
564	1047	809	0	201249
1047	809	810	0	202058
809	810	805	0	202868
810	805	813	0	203673
805	813	825	0	204486
813	825	829	0	205311
825	829	432	0	206140
829	432	1261	1	206572
432	1261	863	0	207833
1261	863	857	0	208696
863	857	863	0	209553
857	863	884	0	210416
863	884	879	0	211300
884	879	875	0	212179
879	875	888	0	213054
875	888	883	0	213942
888	883	903	0	214825
883	903	918	0	215728
903	918	926	0	216646
918	926	910	0	217572
926	910	915	0	218482
910	915	926	0	219397
915	926	926	0	220323
926	926	914	0	221249
926	914	911	0	222163
914	911	910	0	223074
911	910	915	0	223984
910	915	903	0	224899
915	903	898	0	225802
903	898	888	0	226700
898	888	879	0	227588
888	879	883	0	228467
879	883	887	0	229350
883	887	891	0	230237
887	891	891	0	231128
891	891	907	0	232019
891	907	914	0	232926
907	914	927	0	233840
914	927	922	0	234767
927	922	926	0	235689
922	926	934	0	236615
926	934	933	0	237549
934	933	934	0	238482
933	934	938	0	239416
934	938	918	0	240354
938	918	923	0	241272
918	923	926	0	242195
923	926	922	0	243121
926	922	922	0	244043
922	922	934	0	244965
922	934	934	0	245899
934	934	922	0	246833
934	922	926	0	247755
922	926	914	0	248681
926	914	903	0	249595
914	903	918	0	250498
903	918	938	0	251416
918	938	942	0	252354
938	942	926	0	253296
942	926	941	0	254222
926	941	946	0	255163
941	946	926	0	256109
946	926	907	0	257035
926	907	910	0	257942
907	910	911	0	258852
910	911	891	0	259763
911	891	910	0	260654
891	910	915	0	261564
910	915	910	0	262479
915	910	907	0	263389
910	907	910	0	264296
907	910	899	0	265206
910	899	759	0	266105
899	759	447	0	266864
759	447	1389	1	267311
447	1389	891	0	268700
1389	891	888	0	269591
891	888	906	0	270479
888	906	883	0	271385
906	883	884	0	272268
883	884	895	0	273152
884	895	879	0	274047
895	879	883	0	274926
879	883	887	0	275809
883	887	868	0	276696
887	868	864	0	277564
868	864	864	0	278428
864	864	848	0	279292
864	848	844	0	280140
848	844	864	0	280984
844	864	868	0	281848
864	868	864	0	282716
868	864	887	0	283580
864	887	883	0	284467
887	883	868	0	285350
883	868	883	0	286218
868	883	895	0	287101
883	895	887	0	287996
895	887	899	0	288883
887	899	907	0	289782
899	907	906	0	290689
907	906	899	0	291595
906	899	895	0	292494
899	895	903	0	293389
895	903	914	0	294292
903	914	899	0	295206
914	899	914	0	296105
899	914	915	0	297019
914	915	930	0	297934
915	930	930	0	298864
930	930	941	0	299794
930	941	961	0	300735
941	961	946	0	301696
961	946	949	0	302642
946	949	946	0	303591
949	946	953	0	304537
946	953	957	0	305490
953	957	958	0	306447
957	958	957	0	307405
958	957	969	0	308362
957	969	965	0	309331
969	965	972	0	310296
965	972	973	0	311268
972	973	961	0	312241
973	961	946	0	313202
961	946	934	0	314148
946	934	922	0	315082
934	922	907	0	316004
922	907	898	0	316911
907	898	903	0	317809
898	903	903	0	318712
903	903	903	0	319615
903	903	906	0	320518
903	906	915	0	321424
906	915	922	0	322339
915	922	914	0	323261
922	914	926	0	324175
914	926	930	0	325101
926	930	922	0	326031
930	922	919	0	326953
922	919	930	0	327872
919	930	933	0	328802
930	933	915	0	329735
933	915	910	0	330650
915	910	911	0	331560
910	911	895	0	332471
911	895	879	0	333366
895	879	895	0	334245
879	895	914	0	335140
895	914	899	0	336054
914	899	919	0	336953
899	919	945	0	337872
919	945	934	0	338817
945	934	922	0	339751
934	922	930	0	340673
922	930	922	0	341603
930	922	895	0	342525
922	895	907	0	343420
895	907	903	0	344327
907	903	867	0	345230
903	867	880	0	346097
867	880	906	0	346977
880	906	884	0	347883
906	884	887	0	348767
884	887	899	0	349654
887	899	898	0	350553
899	898	888	0	351451
898	888	898	0	352339
888	898	915	0	353237
898	915	891	0	354152
915	891	906	0	355043
891	906	923	0	355949
906	923	902	0	356872
923	902	891	0	357774
902	891	895	0	358665
891	895	884	0	359560
895	884	887	0	360444
884	887	891	0	361331
887	891	914	0	362222
891	914	899	0	363136
914	899	911	0	364035
899	911	914	0	364946
911	914	899	0	365860
914	899	902	0	366759
899	902	915	0	367661
902	915	914	0	368576
915	914	907	0	369490
914	907	922	0	370397
907	922	926	0	371319
922	926	934	0	372245
926	934	930	0	373179
934	930	930	0	374109
930	930	938	0	375039
930	938	937	0	375977
938	937	942	0	376914
937	942	946	0	377856
942	946	933	0	378802
946	933	934	0	379735
933	934	934	0	380669
934	934	934	0	381603
934	934	938	0	382537
934	938	934	0	383475
938	934	933	0	384409
934	933	942	0	385342
933	942	918	0	386284
942	918	926	0	387202
918	926	926	0	388128
926	926	927	0	389054
926	927	922	0	389981
927	922	937	0	390903
922	937	938	0	391840
937	938	938	0	392778
938	938	942	0	393716
938	942	930	0	394658
942	930	941	0	395588
930	941	961	0	396529
941	961	950	0	397490
961	950	957	0	398440
950	957	969	0	399397
957	969	957	0	400366
969	957	938	0	401323
957	938	941	0	402261
938	941	954	0	403202
941	954	933	0	404156
954	933	930	0	405089
933	930	923	0	406019
930	923	926	0	406942
923	926	895	0	407868
926	895	879	0	408763
895	879	876	0	409642
879	876	852	0	410518
876	852	836	0	411370
852	836	833	0	412206
836	833	836	0	413039
833	836	460	0	413875
836	460	1194	1	414335
460	1194	841	0	415529
1194	841	470	0	416370
841	470	1191	1	416840
470	1191	833	0	418031
1191	833	475	0	418864
833	475	1171	1	419339
475	1171	821	0	420510
1171	821	521	0	421331
821	521	1094	1	421852
521	1094	797	0	422946
1094	797	794	0	423743
797	794	790	0	424537
794	790	455	0	425327
790	455	1144	1	425782
455	1144	794	0	426926
1144	794	572	0	427720
794	572	1008	1	428292
572	1008	778	0	429300
1008	778	790	0	430078
778	790	809	0	430868
790	809	463	0	431677
809	463	1179	1	432140
463	1179	829	0	433319
1179	829	836	0	434148
829	836	841	0	434984
836	841	860	0	435825
841	860	879	0	436685
860	879	876	0	437564
879	876	895	0	438440
876	895	910	0	439335
895	910	911	0	440245
910	911	883	0	441156
911	883	899	0	442039
883	899	914	0	442938
899	914	918	0	443852
914	918	903	0	444770
918	903	915	0	445673
903	915	918	0	446588
915	918	930	0	447506
918	930	918	0	448436
930	918	926	0	449354
918	926	930	0	450280
926	930	934	0	451210
930	934	938	0	452144
934	938	941	0	453082
938	941	938	0	454023
941	938	942	0	454961
938	942	934	0	455903
942	934	930	0	456837
934	930	933	0	457767
930	933	930	0	458700
933	930	923	0	459630
930	923	918	0	460553
923	918	914	0	461471
918	914	907	0	462385
914	907	895	0	463292
907	895	899	0	464187
895	899	898	0	465086
899	898	907	0	465984
898	907	907	0	466891
907	907	432	0	467798
907	432	1377	1	468230
432	1377	922	0	469607
1377	922	915	0	470529
922	915	918	0	471444
915	918	922	0	472362
918	922	922	0	473284
922	922	930	0	474206
922	930	934	0	475136
930	934	926	0	476070
934	926	946	0	476996
926	946	941	0	477942
946	941	930	0	478883
941	930	926	0	479813
930	926	919	0	480739
926	919	902	0	481658
919	902	891	0	482560
902	891	895	0	483451
891	895	887	0	484346
895	887	884	0	485233
887	884	895	0	486117
884	895	883	0	487012
895	883	860	0	487895
883	860	848	0	488755
860	848	844	0	489603
848	844	857	0	490447
844	857	439	0	491304
857	439	1280	1	491743
439	1280	876	0	493023
1280	876	868	0	493899
876	868	867	0	494767
868	867	899	0	495634
867	899	879	0	496533
899	879	888	0	497412
879	888	910	0	498300
888	910	922	0	499210
910	922	891	0	500132
922	891	876	0	501023
891	876	879	0	501899
876	879	848	0	502778
879	848	444	0	503626
848	444	1249	1	504070
444	1249	833	0	505319
1249	833	677	0	506152
833	677	976	0	506829
677	976	868	0	507805
976	868	860	0	508673
868	860	864	0	509533
860	864	879	0	510397
864	879	872	0	511276
879	872	883	0	512148
872	883	922	0	513031
883	922	529	0	513953
922	529	1086	1	514482
529	1086	899	0	515568
1086	899	879	0	516467
899	879	868	0	517346
879	868	864	0	518214
868	864	871	0	519078
864	871	880	0	519949
871	880	875	0	520829
880	875	880	0	521704
875	880	891	0	522584
880	891	902	0	523475
891	902	903	0	524377
902	903	432	0	525280
903	432	498	1	525712
432	498	864	1	526210
498	864	879	0	527074
864	879	568	0	527953
879	568	1230	1	528521
568	1230	883	0	529751
1230	883	899	0	530634
883	899	907	0	531533
899	907	922	0	532440
907	922	930	0	533362
922	930	938	0	534292
930	938	945	0	535230
938	945	942	0	536175
945	942	937	0	537117
942	937	950	0	538054
937	950	957	0	539004
950	957	953	0	539961
957	953	961	0	540914
953	961	973	0	541875
961	973	961	0	542848
973	961	958	0	543809
961	958	949	0	544767
958	949	942	0	545716
949	942	933	0	546658
942	933	927	0	547591
933	927	926	0	548518
927	926	470	0	549444
926	470	1082	1	549914
470	1082	934	0	550996
1082	934	914	0	551930
934	914	919	0	552844
914	919	918	0	553763
919	918	922	0	554681
918	922	926	0	555603
922	926	942	0	556529
926	942	945	0	557471
942	945	946	0	558416
945	946	942	0	559362
946	942	929	0	560304
942	929	911	0	561233
929	911	899	0	562144
911	899	910	0	563043
899	910	891	0	563953
910	891	891	0	564844
891	891	903	0	565735
891	903	907	0	566638
903	907	895	0	567545
907	895	906	0	568440
895	906	942	0	569346
906	942	910	0	570288
942	910	911	0	571198
910	911	930	0	572109
911	930	930	0	573039
930	930	918	0	573969
930	918	957	0	574887
918	957	946	0	575844
957	946	934	0	576790
946	934	969	0	577724
934	969	945	0	578693
969	945	938	0	579638
945	938	953	0	580576
938	953	915	0	581529
953	915	918	0	582444
915	918	930	0	583362
918	930	906	0	584292
930	906	927	0	585198
906	927	933	0	586125
927	933	907	0	587058
933	907	922	0	587965
907	922	926	0	588887
922	926	930	0	589813
926	930	922	0	590743
930	922	938	0	591665
922	938	934	0	592603
938	934	930	0	593537
934	930	930	0	594467
930	930	918	0	595397
930	918	918	0	596315
918	918	923	0	597233
918	923	910	0	598156
923	910	915	0	599066
910	915	910	0	599981
915	910	918	0	600891
910	918	911	0	601809
918	911	906	0	602720
911	906	907	0	603626
906	907	907	0	604533
907	907	918	0	605440
907	918	930	0	606358
918	930	938	0	607288
930	938	953	0	608226
938	953	953	0	609179
953	953	954	0	610132
953	954	953	0	611086
954	953	945	0	612039
953	945	938	0	612984
945	938	942	0	613922
938	942	949	0	614864
942	949	957	0	615813
949	957	954	0	616770
957	954	937	0	617724
954	937	942	0	618661
937	942	930	0	619603
942	930	922	0	620533
930	922	915	0	621455
922	915	918	0	622370
915	918	918	0	623288
918	918	915	0	624206
918	915	906	0	625121
915	906	911	0	626027
906	911	910	0	626938
911	910	915	0	627848
910	915	930	0	628763
915	930	945	0	629693
930	945	930	0	630638
945	930	938	0	631568
930	938	938	0	632506
938	938	949	0	633444
938	949	946	0	634393
949	946	953	0	635339
946	953	965	0	636292
953	965	564	0	637257
965	564	1105	1	637821
564	1105	942	0	638926
1105	942	930	0	639868
942	930	918	0	640798
930	918	903	0	641716
918	903	906	0	642619
903	906	930	0	643525
906	930	895	0	644455
930	895	907	0	645350
895	907	918	0	646257
907	918	895	0	647175
918	895	903	0	648070
895	903	906	0	648973
903	906	899	0	649879
906	899	891	0	650778
899	891	919	0	651669
891	919	937	0	652588
919	937	903	0	653525
937	903	556	0	654428
903	556	1133	1	654984
556	1133	926	0	656117
1133	926	922	0	657043
926	922	918	0	657965
922	918	903	0	658883
918	903	891	0	659786
903	891	911	0	660677
891	911	922	0	661588
911	922	891	0	662510
922	891	906	0	663401
891	906	903	0	664307
906	903	895	0	665210
903	895	883	0	666105
895	883	887	0	666988
883	887	895	0	667875
887	895	884	0	668770
895	884	891	0	669654
884	891	906	0	670545
891	906	899	0	671451
906	899	907	0	672350
899	907	918	0	673257
907	918	934	0	674175
918	934	942	0	675109
934	942	941	0	676051
942	941	938	0	676992
941	938	942	0	677930
938	942	949	0	678872
942	949	961	0	679821
949	961	953	0	680782
961	953	954	0	681735
953	954	961	0	682689
954	961	953	0	683650
961	953	957	0	684603
953	957	965	0	685560
957	965	969	0	686525
965	969	969	0	687494
969	969	965	0	688463
969	965	969	0	689428
965	969	517	0	690397
969	517	1137	1	690914
517	1137	976	0	692051
1137	976	961	0	693027
976	961	954	0	693988
961	954	509	0	694942
954	509	491	1	695451
509	491	1097	1	695942
491	1097	949	0	697039
1097	949	930	0	697988
949	930	922	0	698918
930	922	911	0	699840
922	911	903	0	700751
911	903	902	0	701654
903	902	899	0	702556
902	899	899	0	703455
899	899	918	0	704354
899	918	895	0	705272
918	895	903	0	706167
895	903	903	0	707070
903	903	895	0	707973
903	895	887	0	708868
895	887	891	0	709755
887	891	910	0	710646
891	910	903	0	711556
910	903	911	0	712459
903	911	941	0	713370
911	941	961	0	714311
941	961	561	0	715272
961	561	1120	1	715833
561	1120	973	0	716953
1120	973	949	0	717926
973	949	919	0	718875
949	919	930	0	719794
919	930	926	0	720724
930	926	903	0	721650
926	903	906	0	722553
903	906	926	0	723459
906	926	899	0	724385
926	899	891	0	725284
899	891	907	0	726175
891	907	875	0	727082
907	875	880	0	727957
875	880	902	0	728837
880	902	884	0	729739
902	884	891	0	730623
884	891	918	0	731514
891	918	910	0	732432
918	910	899	0	733342
910	899	926	0	734241
899	926	915	0	735167
926	915	910	0	736082
915	910	919	0	736992
910	919	918	0	737911
919	918	895	0	738829
918	895	910	0	739724
895	910	919	0	740634
910	919	910	0	741553
919	910	926	0	742463
910	926	934	0	743389
926	934	926	0	744323
934	926	914	0	745249
926	914	923	0	746163
914	923	941	0	747086
923	941	922	0	748027
941	922	930	0	748949
922	930	919	0	749879
930	919	922	0	750798
919	922	914	0	751720
922	914	926	0	752634
914	926	938	0	753560
926	938	942	0	754498
938	942	953	0	755440
942	953	965	0	756393
953	965	957	0	757358
965	957	957	0	758315
957	957	958	0	759272
957	958	957	0	760230
958	957	949	0	761187
957	949	950	0	762136
949	950	949	0	763086
950	949	949	0	764035
949	949	938	0	764984
949	938	938	0	765922
938	938	930	0	766860
938	930	938	0	767790
930	938	937	0	768728
938	937	934	0	769665
937	934	545	0	770599
934	545	1128	1	771144
545	1128	961	0	772272
1128	961	946	0	773233
961	946	946	0	774179
946	946	945	0	775125
946	945	953	0	776070
945	953	958	0	777023
953	958	957	0	777981
958	957	949	0	778938
957	949	514	0	779887
949	514	1136	1	780401
514	1136	533	0	781537
1136	533	809	1	782070
533	809	1144	0	782879
809	1144	452	0	784023
1144	452	1428	1	784475
452	1428	941	0	785903
1428	941	919	0	786844
941	919	914	0	787763
919	914	914	0	788677
914	914	444	0	789591
914	444	1319	1	790035
444	1319	883	0	791354
1319	883	884	0	792237
883	884	879	0	793121
884	879	840	0	794000
879	840	467	0	794840
840	467	1214	1	795307
467	1214	833	0	796521
1214	833	545	0	797354
833	545	1105	1	797899
545	1105	813	0	799004
1105	813	813	0	799817
813	813	806	0	800630
813	806	545	0	801436
806	545	801	1	801981
545	801	1000	0	802782
801	1000	833	0	803782
1000	833	572	0	804615
833	572	1109	1	805187
572	1109	832	0	806296
1109	832	685	0	807128
832	685	1031	1	807813
685	1031	841	0	808844
1031	841	864	0	809685
841	864	879	0	810549
864	879	864	0	811428
879	864	883	0	812292
864	883	899	0	813175
883	899	891	0	814074
899	891	891	0	814965
891	891	899	0	815856
891	899	887	0	816755
899	887	891	0	817642
887	891	903	0	818533
891	903	895	0	819436
903	895	902	0	820331
895	902	911	0	821233
902	911	899	0	822144
911	899	906	0	823043
899	906	903	0	823949
906	903	899	0	824852
903	899	428	0	825751
899	428	1319	1	826179
428	1319	868	0	827498
1319	868	856	0	828366
868	856	864	0	829222
856	864	879	0	830086
864	879	895	0	830965
879	895	910	0	831860
895	910	923	0	832770
910	923	945	0	833693
923	945	950	0	834638
945	950	953	0	835588
950	953	949	0	836541
953	949	954	0	837490
949	954	957	0	838444
954	957	953	0	839401
957	953	950	0	840354
953	950	953	0	841304
950	953	957	0	842257
953	957	518	0	843214
957	518	416	1	843732
518	416	930	1	844148
416	930	973	0	845078
930	973	614	0	846051
973	614	1300	1	846665
614	1300	926	0	847965
1300	926	922	0	848891
926	922	930	0	849813
922	930	930	0	850743
930	930	926	0	851673
930	926	930	0	852599
926	930	922	0	853529
930	922	930	0	854451
922	930	938	0	855381
930	938	922	0	856319
938	922	926	0	857241
922	926	930	0	858167
926	930	919	0	859097
930	919	914	0	860016
919	914	514	0	860930
914	514	1101	1	861444
514	1101	922	0	862545
1101	922	922	0	863467
922	922	907	0	864389
922	907	895	0	865296
907	895	883	0	866191
895	883	463	0	867074
883	463	1315	1	867537
463	1315	883	0	868852
1315	883	860	0	869735
883	860	872	0	870595
860	872	856	0	871467
872	856	864	0	872323
856	864	879	0	873187
864	879	463	0	874066
879	463	1276	1	874529
463	1276	872	0	875805
1276	872	876	0	876677
872	876	852	0	877553
876	852	852	0	878405
852	852	455	0	879257
852	455	1214	1	879712
455	1214	813	0	880926
1214	813	479	0	881739
813	479	1113	1	882218
479	1113	786	0	883331
1113	786	786	0	884117
786	786	782	0	884903
786	782	778	0	885685
782	778	778	0	886463
778	778	790	0	887241
778	790	778	0	888031
790	778	790	0	888809
778	790	798	0	889599
790	798	805	0	890397
798	805	810	0	891202
805	810	451	0	892012
810	451	1222	1	892463
451	1222	852	0	893685
1222	852	837	0	894537
852	837	848	0	895374
837	848	867	0	896222
848	867	864	0	897089
867	864	880	0	897953
864	880	891	0	898833
880	891	895	0	899724
891	895	902	0	900619
895	902	915	0	901521
902	915	930	0	902436
915	930	930	0	903366
930	930	934	0	904296
930	934	688	0	905230
934	688	1148	1	905918
688	1148	969	0	907066
1148	969	969	0	908035
969	969	957	0	909004
969	957	942	0	909961
957	942	926	0	910903
942	926	922	0	911829
926	922	910	0	912751
922	910	911	0	913661
910	911	918	0	914572
911	918	436	0	915490
918	436	459	1	915926
436	459	915	1	916385
459	915	895	0	917300
915	895	431	0	918195
895	431	1320	1	918626
431	1320	887	0	919946
1320	887	895	0	920833
887	895	883	0	921728
895	883	887	0	922611
883	887	895	0	923498
887	895	895	0	924393
895	895	899	0	925288
895	899	906	0	926187
899	906	911	0	927093
906	911	910	0	928004
911	910	926	0	928914
910	926	927	0	929840
926	927	945	0	930767
927	945	946	0	931712
945	946	953	0	932658
946	953	965	0	933611
953	965	953	0	934576
965	953	930	0	935529
953	930	915	0	936459
930	915	918	0	937374
915	918	899	0	938292
918	899	910	0	939191
899	910	926	0	940101
910	926	934	0	941027
926	934	891	0	941961
934	891	895	0	942852
891	895	903	0	943747
895	903	895	0	944650
903	895	883	0	945545
895	883	922	0	946428
883	922	930	0	947350
922	930	915	0	948280
930	915	926	0	949195
915	926	965	0	950121
926	965	933	0	951086
965	933	934	0	952019
933	934	946	0	952953
934	946	957	0	953899
946	957	911	0	954856
957	911	933	0	955767
911	933	942	0	956700
933	942	903	0	957642
942	903	930	0	958545
903	930	937	0	959475
930	937	903	0	960412
937	903	911	0	961315
903	911	825	0	962226
911	825	1007	0	963051
825	1007	436	0	964058
1007	436	1397	1	964494
436	1397	895	0	965891
1397	895	883	0	966786
895	883	860	0	967669
883	860	856	0	968529
860	856	852	0	969385
856	852	845	0	970237
852	845	860	0	971082
845	860	879	0	971942
860	879	887	0	972821
879	887	903	0	973708
887	903	922	0	974611
903	922	938	0	975533
922	938	926	0	976471
938	926	930	0	977397
926	930	938	0	978327
930	938	930	0	979265
938	930	933	0	980195
930	933	938	0	981128
933	938	938	0	982066
938	938	938	0	983004
938	938	945	0	983942
938	945	946	0	984887
945	946	945	0	985833
946	945	950	0	986778
945	950	949	0	987728
950	949	957	0	988677
949	957	961	0	989634
957	961	973	0	990595
961	973	973	0	991568
973	973	980	0	992541
973	980	977	0	993521
980	977	973	0	994498
977	973	973	0	995471
973	973	968	0	996444
973	968	969	0	997412
968	969	969	0	998381
969	969	954	0	999350
969	954	953	0	1000304
954	953	953	0	1001257
953	953	950	0	1002210
953	950	949	0	1003160
950	949	945	0	1004109
949	945	549	0	1005054
945	549	1136	1	1005603
549	1136	969	0	1006739
1136	969	946	0	1007708
969	946	941	0	1008654
946	941	549	0	1009595
941	549	1086	1	1010144
549	1086	498	0	1011230
1086	498	860	1	1011728
498	860	1108	0	1012588
860	1108	479	0	1013696
1108	479	1331	1	1014175
479	1331	891	0	1015506
1331	891	907	0	1016397
891	907	902	0	1017304
907	902	887	0	1018206
902	887	895	0	1019093
887	895	903	0	1019988
895	903	887	0	1020891
903	887	903	0	1021778
887	903	914	0	1022681
903	914	903	0	1023595
914	903	887	0	1024498
903	887	899	0	1025385
887	899	883	0	1026284
899	883	884	0	1027167
883	884	891	0	1028051
884	891	898	0	1028942
891	898	876	0	1029840
898	876	895	0	1030716
876	895	899	0	1031611
895	899	879	0	1032510
899	879	907	0	1033389
879	907	922	0	1034296
907	922	907	0	1035218
922	907	906	0	1036125
907	906	918	0	1037031
906	918	891	0	1037949
918	891	895	0	1038840
891	895	907	0	1039735
895	907	891	0	1040642
907	891	918	0	1041533
891	918	942	0	1042451
918	942	911	0	1043393
942	911	918	0	1044304
911	918	934	0	1045222
918	934	914	0	1046156
934	914	922	0	1047070
914	922	938	0	1047992
922	938	918	0	1048930
938	918	922	0	1049848
918	922	915	0	1050770
922	915	903	0	1051685
915	903	887	0	1052588
903	887	895	0	1053475
887	895	898	0	1054370
895	898	880	0	1055268
898	880	883	0	1056148
880	883	899	0	1057031
883	899	899	0	1057930
899	899	910	0	1058829
899	910	930	0	1059739
910	930	938	0	1060669
930	938	942	0	1061607
938	942	941	0	1062549
942	941	946	0	1063490
941	946	957	0	1064436
946	957	949	0	1065393
957	949	950	0	1066342
949	950	945	0	1067292
950	945	942	0	1068237
945	942	930	0	1069179
942	930	930	0	1070109
930	930	938	0	1071039
930	938	945	0	1071977
938	945	953	0	1072922
945	953	965	0	1073875
953	965	973	0	1074840
965	973	981	0	1075813
973	981	965	0	1076794
981	965	934	0	1077759
965	934	926	0	1078693
934	926	922	0	1079619
926	922	918	0	1080541
922	918	930	0	1081459
918	930	926	0	1082389
930	926	918	0	1083315
926	918	919	0	1084233
918	919	906	0	1085152
919	906	915	0	1086058
906	915	914	0	1086973
915	914	934	0	1087887
914	934	949	0	1088821
934	949	942	0	1089770
949	942	942	0	1090712
942	942	937	0	1091654
942	937	954	0	1092591
937	954	945	0	1093545
954	945	954	0	1094490
945	954	961	0	1095444
954	961	930	0	1096405
961	930	918	0	1097335
930	918	942	0	1098253
918	942	941	0	1099195
942	941	907	0	1100136
941	907	906	0	1101043
907	906	436	0	1101949
906	436	1350	1	1102385
436	1350	880	0	1103735
1350	880	899	0	1104615
880	899	902	0	1105514
899	902	876	0	1106416
902	876	471	0	1107292
876	471	1295	1	1107763
471	1295	864	0	1109058
1295	864	845	0	1109922
864	845	832	0	1110767
845	832	705	0	1111599
832	705	906	0	1112304
