i-1	i+0	i+1	Filter
1284	525	1288	1
525	1288	541	2
1288	541	1284	1
541	1284	529	2
1284	529	1303	1
529	1303	530	2
1303	530	1295	1
530	1295	526	2
1295	526	1284	1
526	1284	544	2
1284	544	1312	1
544	1312	513	2
1312	513	1296	1
513	1296	545	2
1296	545	1346	1
545	1346	506	2
1346	506	1327	1
506	1327	521	2
1327	521	1312	1
521	1312	525	2
1312	525	1276	1
525	1276	541	2
1276	541	1249	1
541	1249	564	2
1249	564	1238	1
564	1238	556	2
1238	556	1272	1
556	1272	529	2
1272	529	1304	1
529	1304	518	2
1304	518	1295	1
518	1295	545	2
1295	545	1284	1
545	1284	521	2
1284	521	1253	1
521	1253	592	2
1253	592	1280	1
592	1280	514	2
1280	514	1319	1
514	1319	529	2
1319	529	1362	1
529	1362	502	2
1362	502	1311	1
502	1311	533	2
1311	533	1331	1
533	1331	509	2
1331	509	1300	1
509	1300	541	2
1300	541	1331	1
541	1331	505	2
1331	505	1316	1
505	1316	533	2
1316	533	1369	1
533	1369	498	2
1369	498	1343	1
498	1343	513	2
1343	513	1331	1
513	1331	514	2
1331	514	1299	1
514	1299	534	2
1299	534	1268	1
534	1268	545	2
1268	545	1272	1
545	1272	537	2
1272	537	1284	1
537	1284	533	2
1284	533	1296	1
533	1296	525	2
1296	525	1284	1
525	1284	541	2
1284	541	1284	1
541	1284	529	2
1284	529	1280	1
529	1280	549	2
1280	549	1276	1
549	1276	530	2
1276	530	1276	1
530	1276	560	2
1276	560	1335	1
560	1335	513	2
1335	513	1327	1
513	1327	522	2
1327	522	1307	1
522	1307	525	2
1307	525	1292	1
525	1292	533	2
1292	533	1261	1
533	1261	556	2
1261	556	1308	1
556	1308	513	2
1308	513	1312	1
513	1312	537	2
1312	537	1346	1
537	1346	510	2
1346	510	1268	1
510	1268	557	2
1268	557	1237	1
557	1237	556	2
1237	556	1269	1
556	1269	533	2
1269	533	1311	1
533	1311	522	2
1311	522	1295	1
522	1295	526	2
1295	526	1256	1
526	1256	584	2
1256	584	1311	1
584	1311	514	2
1311	514	1354	1
514	1354	514	2
1354	514	1369	1
514	1369	506	2
1369	506	1335	1
506	1335	513	2
1335	513	1284	1
513	1284	545	2
1284	545	1296	1
545	1296	517	2
1296	517	1312	1
517	1312	529	2
1312	529	1311	1
529	1311	518	2
1311	518	1272	1
518	1272	549	2
1272	549	1288	1
549	1288	521	2
1288	521	1269	1
521	1269	552	2
1269	552	1319	1
552	1319	514	2
1319	514	1327	1
514	1327	517	2
1327	517	1307	1
517	1307	526	2
1307	526	1319	1
526	1319	513	2
1319	513	1304	1
513	1304	541	2
1304	541	1338	1
541	1338	506	2
1338	506	1308	1
506	1308	521	2
1308	521	1265	1
521	1265	552	2
1265	552	1315	1
552	1315	510	2
1315	510	1311	1
510	1311	529	2
1311	529	1355	1
529	1355	498	2
1355	498	1288	1
498	1288	536	2
1288	536	1273	1
536	1273	529	2
1273	529	1304	1
529	1304	517	2
1304	517	1288	1
517	1288	533	2
1288	533	1311	1
533	1311	514	2
1311	514	1272	1
514	1272	549	2
1272	549	1296	1
549	1296	517	2
1296	517	1358	1
517	1358	502	2
1358	502	1296	1
502	1296	529	2
1296	529	1269	1
529	1269	533	2
1269	533	1338	1
533	1338	510	2
1338	510	1362	1
510	1362	498	2
1362	498	1264	1
498	1264	553	2
1264	553	1272	1
553	1272	522	2
1272	522	1393	1
522	1393	498	2
1393	498	1389	1
498	1389	494	2
1389	494	1296	1
494	1296	525	2
1296	525	1307	1
525	1307	510	2
1307	510	1272	1
510	1272	537	2
1272	537	1277	1
537	1277	517	2
1277	517	1269	1
517	1269	537	2
1269	537	1311	1
537	1311	506	2
1311	506	1268	1
506	1268	537	2
1268	537	1257	1
537	1257	529	2
1257	529	1269	1
529	1269	525	2
1269	525	1253	1
525	1253	537	2
1253	537	1272	1
537	1272	526	2
1272	526	1288	1
526	1288	521	2
1288	521	1296	1
521	1296	517	2
1296	517	1280	1
517	1280	537	2
1280	537	1327	1
537	1327	506	2
1327	506	1276	1
506	1276	541	2
1276	541	1307	1
541	1307	510	2
1307	510	1284	1
510	1284	537	2
1284	537	1296	1
537	1296	517	2
1296	517	1288	1
517	1288	522	2
1288	522	1268	1
522	1268	537	2
1268	537	1257	1
537	1257	541	2
1257	541	1264	1
541	1264	541	2
1264	541	1300	1
541	1300	517	2
1300	517	1308	1
517	1308	525	2
1308	525	1292	1
525	1292	529	2
1292	529	1273	1
529	1273	540	2
1273	540	1284	1
540	1284	526	2
1284	526	1295	1
526	1295	530	2
1295	530	1284	1
530	1284	529	2
1284	529	1268	1
529	1268	545	2
1268	545	1307	1
545	1307	518	2
1307	518	1280	1
518	1280	553	2
1280	553	1315	1
553	1315	513	2
1315	513	1296	1
513	1296	537	2
1296	537	1354	1
537	1354	506	2
1354	506	1331	1
506	1331	513	2
1331	513	1319	1
513	1319	518	2
1319	518	1307	1
518	1307	530	2
1307	530	1276	1
530	1276	533	2
1276	533	1303	1
533	1303	506	2
1303	506	1277	1
506	1277	568	2
1277	568	1319	1
568	1319	509	2
1319	509	1347	1
509	1347	509	2
1347	509	1312	1
509	1312	521	2
1312	521	1292	1
521	1292	525	2
1292	525	1273	1
525	1273	537	2
1273	537	1291	1
537	1291	522	2
1291	522	1288	1
522	1288	529	2
1288	529	1303	1
529	1303	518	2
1303	518	1319	1
518	1319	518	2
1319	518	1369	1
518	1369	502	2
1369	502	1335	1
502	1335	513	2
1335	513	1296	1
513	1296	521	2
1296	521	1300	1
521	1300	521	2
1300	521	1339	1
521	1339	506	2
1339	506	1272	1
506	1272	537	2
1272	537	1296	1
537	1296	517	2
1296	517	1323	1
517	1323	514	2
1323	514	1296	1
514	1296	525	2
1296	525	1303	1
525	1303	514	2
1303	514	1276	1
514	1276	537	2
1276	537	1288	1
537	1288	518	2
1288	518	1307	1
518	1307	525	2
1307	525	1370	1
525	1370	498	2
1370	498	1304	1
498	1304	525	2
1304	525	1296	1
525	1296	521	2
1296	521	1304	1
521	1304	517	2
1304	517	1292	1
517	1292	525	2
1292	525	1296	1
525	1296	506	2
1296	506	1268	1
506	1268	553	2
1268	553	1331	1
553	1331	501	2
1331	501	1304	1
501	1304	533	2
1304	533	1350	1
533	1350	502	2
1350	502	1319	1
502	1319	518	2
1319	518	1292	1
518	1292	521	2
1292	521	1292	1
521	1292	521	2
1292	521	1288	1
521	1288	533	2
1288	533	1319	1
533	1319	510	2
1319	510	1280	1
510	1280	533	2
1280	533	1296	1
533	1296	517	2
1296	517	1300	1
517	1300	525	2
1300	525	1304	1
525	1304	525	2
1304	525	1284	1
525	1284	526	2
1284	526	1291	1
526	1291	526	2
1291	526	1342	1
526	1342	506	2
1342	506	1335	1
506	1335	513	2
1335	513	1331	1
513	1331	506	2
1331	506	1292	1
506	1292	540	2
1292	540	1308	1
540	1308	513	2
1308	513	1277	1
513	1277	541	2
1277	541	1334	1
541	1334	502	2
1334	502	1304	1
502	1304	529	2
1304	529	1315	1
529	1315	514	2
1315	514	1291	1
514	1291	530	2
1291	530	1237	1
530	1237	564	2
1237	564	1129	1
564	1129	789	2
1129	789	479	0
789	479	1093	1
479	1093	763	2
1093	763	479	0
763	479	1062	1
479	1062	774	2
1062	774	471	0
774	471	1117	1
471	1117	778	2
1117	778	483	0
778	483	1031	1
483	1031	739	2
1031	739	479	0
739	479	976	1
479	976	720	2
976	720	514	0
720	514	1105	1
514	1105	871	2
1105	871	459	0
871	459	1273	1
459	1273	587	2
1273	587	1288	1
587	1288	518	2
1288	518	1362	1
518	1362	502	2
1362	502	1299	1
502	1299	537	2
1299	537	1230	1
537	1230	595	2
1230	595	1269	1
595	1269	521	2
1269	521	1358	1
521	1358	502	2
1358	502	1315	1
502	1315	533	2
1315	533	1343	1
533	1343	509	2
1343	509	1323	1
509	1323	514	2
1323	514	1276	1
514	1276	560	2
1276	560	1304	1
560	1304	514	2
1304	514	1319	1
514	1319	509	2
1319	509	1230	1
509	1230	774	2
1230	774	1059	1
774	1059	945	2
1059	945	977	0
945	977	463	0
977	463	1206	1
463	1206	553	2
1206	553	692	1
553	692	1327	2
692	1327	440	0
1327	440	723	1
440	723	1148	2
723	1148	463	0
1148	463	744	1
463	744	1206	2
744	1206	428	0
1206	428	661	1
428	661	1125	2
661	1125	459	0
1125	459	724	1
459	724	1132	2
724	1132	444	0
1132	444	1556	1
444	1556	459	2
1556	459	1428	1
459	1428	475	2
1428	475	1249	1
475	1249	587	2
1249	587	1187	1
587	1187	588	2
1187	588	1276	1
588	1276	518	2
1276	518	1322	1
518	1322	518	2
1322	518	1272	1
518	1272	537	2
1272	537	1249	1
537	1249	561	2
1249	561	1373	1
561	1373	487	2
1373	487	1319	1
487	1319	525	2
1319	525	1342	1
525	1342	502	2
1342	502	1300	1
502	1300	521	2
1300	521	1288	1
521	1288	529	2
1288	529	1296	1
529	1296	518	2
1296	518	1276	1
518	1276	541	2
1276	541	1284	1
541	1284	517	2
1284	517	1261	1
517	1261	560	2
1261	560	1300	1
560	1300	514	2
1300	514	1334	1
514	1334	506	2
1334	506	1265	1
506	1265	552	2
1265	552	1280	1
552	1280	518	2
1280	518	1307	1
518	1307	533	2
1307	533	1339	1
533	1339	506	2
1339	506	1303	1
506	1303	522	2
1303	522	1241	1
522	1241	576	2
1241	576	1338	1
576	1338	494	2
1338	494	1358	1
494	1358	514	2
1358	514	1370	1
514	1370	502	2
1370	502	1299	1
502	1299	529	2
1299	529	1316	1
529	1316	517	2
1316	517	1327	1
517	1327	513	2
1327	513	1308	1
513	1308	521	2
1308	521	1323	1
521	1323	510	2
1323	510	1284	1
510	1284	541	2
1284	541	1303	1
541	1303	510	2
1303	510	1284	1
510	1284	545	2
1284	545	1315	1
545	1315	510	2
1315	510	1292	1
510	1292	529	2
1292	529	1284	1
529	1284	529	2
1284	529	1315	1
529	1315	502	2
1315	502	1284	1
502	1284	557	2
1284	557	1291	1
557	1291	514	2
1291	514	1292	1
514	1292	537	2
1292	537	1358	1
537	1358	502	2
1358	502	1292	1
502	1292	537	2
1292	537	1256	1
537	1256	545	2
1256	545	1273	1
545	1273	529	2
1273	529	1272	1
529	1272	545	2
1272	545	1315	1
545	1315	514	2
1315	514	1268	1
514	1268	557	2
1268	557	1284	1
557	1284	525	2
1284	525	1303	1
525	1303	522	2
1303	522	1268	1
522	1268	549	2
1268	549	1299	1
549	1299	518	2
1299	518	1292	1
518	1292	537	2
1292	537	1350	1
537	1350	506	2
1350	506	1288	1
506	1288	541	2
1288	541	1268	1
541	1268	533	2
1268	533	1292	1
533	1292	525	2
1292	525	1280	1
525	1280	545	2
1280	545	1300	1
545	1300	521	2
1300	521	1276	1
521	1276	553	2
1276	553	1307	1
553	1307	518	2
1307	518	1268	1
518	1268	565	2
1268	565	1295	1
565	1295	522	2
1295	522	1292	1
522	1292	533	2
1292	533	1253	1
533	1253	568	2
1253	568	1264	1
568	1264	533	2
1264	533	1265	1
533	1265	572	2
1265	572	1323	1
572	1323	513	2
1323	513	1327	1
513	1327	522	2
1327	522	1299	1
522	1299	545	2
1299	545	1276	1
545	1276	533	2
1276	533	1308	1
533	1308	533	2
1308	533	1307	1
533	1307	522	2
1307	522	1276	1
522	1276	568	2
1276	568	1296	1
568	1296	513	2
1296	513	1292	1
513	1292	557	2
1292	557	1330	1
557	1330	506	2
1330	506	1308	1
506	1308	548	2
1308	548	1327	1
548	1327	510	2
1327	510	1307	1
510	1307	537	2
1307	537	1284	1
537	1284	537	2
1284	537	1284	1
537	1284	533	2
1284	533	1280	1
533	1280	549	2
1280	549	1311	1
549	1311	514	2
1311	514	1303	1
514	1303	553	2
1303	553	1350	1
553	1350	510	2
1350	510	1315	1
510	1315	537	2
1315	537	1272	1
537	1272	549	2
1272	549	1288	1
549	1288	533	2
1288	533	1304	1
533	1304	540	2
1304	540	1284	1
540	1284	537	2
1284	537	1284	1
537	1284	557	2
1284	557	1319	1
557	1319	514	2
1319	514	1326	1
514	1326	537	2
1326	537	1296	1
537	1296	525	2
1296	525	1242	1
525	1242	891	2
1242	891	937	0
891	937	471	0
937	471	697	1
471	697	712	2
697	712	1012	0
712	1012	459	0
1012	459	1198	1
459	1198	1319	2
1198	1319	510	0
1319	510	646	1
510	646	1397	2
646	1397	447	0
1397	447	950	1
447	950	1253	2
950	1253	447	0
1253	447	704	1
447	704	1273	2
704	1273	451	0
1273	451	724	1
451	724	1128	2
724	1128	459	0
1128	459	759	1
459	759	1249	2
759	1249	448	0
1249	448	684	1
448	684	1035	2
684	1035	475	0
1035	475	724	1
475	724	1264	2
724	1264	448	0
1264	448	700	1
448	700	1012	2
700	1012	486	0
1012	486	681	1
486	681	1323	2
681	1323	452	0
1323	452	723	1
452	723	1059	2
723	1059	470	0
1059	470	685	1
470	685	1199	2
685	1199	455	0
1199	455	685	1
455	685	941	2
685	941	526	0
941	526	615	1
526	615	1350	2
615	1350	455	0
1350	455	743	1
455	743	1012	2
743	1012	486	0
1012	486	666	1
486	666	1206	2
666	1206	459	0
1206	459	685	1
459	685	976	2
685	976	514	0
976	514	759	1
514	759	1416	2
759	1416	452	0
1416	452	708	1
452	708	1120	2
708	1120	467	0
1120	467	720	1
467	720	1062	2
720	1062	483	0
1062	483	646	1
483	646	992	2
646	992	517	0
992	517	705	1
517	705	996	2
705	996	517	0
996	517	1506	1
517	1506	498	2
1506	498	638	1
498	638	903	2
638	903	852	0
903	852	1105	1
852	1105	1008	2
1105	1008	475	0
1008	475	638	1
475	638	798	2
638	798	930	0
798	930	470	0
930	470	658	1
470	658	910	2
658	910	569	0
910	569	1525	1
569	1525	490	2
1525	490	638	1
490	638	919	2
638	919	1019	0
919	1019	615	0
1019	615	1432	1
615	1432	506	2
1432	506	634	1
506	634	953	2
634	953	977	0
953	977	471	0
977	471	638	1
471	638	875	2
638	875	1020	0
875	1020	467	0
1020	467	669	1
467	669	809	2
669	809	1016	0
809	1016	459	0
1016	459	677	1
459	677	844	2
677	844	973	0
844	973	451	0
973	451	709	1
451	709	914	2
709	914	696	0
914	696	1483	1
696	1483	494	2
1483	494	650	1
494	650	1074	2
650	1074	517	0
1074	517	615	1
517	615	856	2
615	856	876	0
856	876	498	0
876	498	1443	1
498	1443	533	2
1443	533	1331	1
533	1331	880	2
1331	880	482	0
880	482	1315	1
482	1315	876	2
1315	876	486	0
876	486	1319	1
486	1319	876	2
1319	876	478	0
876	478	1245	1
478	1245	810	2
1245	810	490	0
810	490	1171	1
490	1171	821	2
1171	821	490	0
821	490	1242	1
490	1242	918	2
1242	918	471	0
918	471	661	1
471	661	763	2
661	763	922	0
763	922	483	0
922	483	1463	1
483	1463	509	2
1463	509	638	1
509	638	814	2
638	814	980	0
814	980	475	0
980	475	673	1
475	673	802	2
673	802	1015	0
802	1015	455	0
1015	455	709	1
455	709	930	2
709	930	540	0
930	540	1425	1
540	1425	517	2
1425	517	1315	1
517	1315	911	2
1315	911	474	0
911	474	1312	1
474	1312	938	2
1312	938	470	0
938	470	1374	1
470	1374	537	2
1374	537	1237	1
537	1237	829	2
1237	829	486	0
829	486	1218	1
486	1218	856	2
1218	856	479	0
856	479	1327	1
479	1327	941	2
1327	941	1000	0
941	1000	993	0
1000	993	976	0
993	976	467	0
976	467	642	1
467	642	771	2
642	771	1042	0
771	1042	460	0
1042	460	1198	1
460	1198	1218	2
1198	1218	432	0
1218	432	1443	1
432	1443	479	2
1443	479	1304	1
479	1304	548	2
1304	548	1249	1
548	1249	895	2
1249	895	467	0
895	467	1245	1
467	1245	852	2
1245	852	463	0
852	463	1187	1
463	1187	817	2
1187	817	467	0
817	467	1284	1
467	1284	864	2
1284	864	494	0
864	494	1304	1
494	1304	537	2
1304	537	1327	1
537	1327	529	2
1327	529	1334	1
529	1334	533	2
1334	533	1378	1
533	1378	510	2
1378	510	1303	1
510	1303	553	2
1303	553	1237	1
553	1237	934	2
1237	934	984	0
934	984	1039	0
984	1039	996	0
1039	996	467	0
996	467	693	1
467	693	988	2
693	988	475	0
988	475	782	1
475	782	1093	2
782	1093	452	0
1093	452	669	1
452	669	895	2
669	895	541	0
895	541	661	1
541	661	1160	2
661	1160	471	0
1160	471	731	1
471	731	1090	2
731	1090	478	0
1090	478	619	1
478	619	1159	2
619	1159	475	0
1159	475	658	1
475	658	1058	2
658	1058	494	0
1058	494	724	1
494	724	1268	2
724	1268	460	0
1268	460	696	1
460	696	957	2
696	957	533	0
957	533	685	1
533	685	1381	2
685	1381	460	0
1381	460	708	1
460	708	988	2
708	988	514	0
988	514	599	1
514	599	996	2
599	996	638	0
996	638	1296	1
638	1296	872	2
1296	872	856	0
872	856	941	0
856	941	973	0
941	973	482	0
973	482	705	1
482	705	969	2
705	969	513	0
969	513	813	1
513	813	1397	2
813	1397	452	0
1397	452	922	1
452	922	1292	2
922	1292	447	0
1292	447	673	1
447	673	907	2
673	907	980	0
907	980	440	0
980	440	693	1
440	693	1008	2
693	1008	521	0
1008	521	1638	1
521	1638	463	2
1638	463	708	1
463	708	973	2
708	973	553	0
973	553	665	1
553	665	1420	2
665	1420	452	0
1420	452	875	1
452	875	1202	2
875	1202	444	0
1202	444	634	1
444	634	977	2
634	977	599	0
977	599	693	1
599	693	1358	2
693	1358	443	0
1358	443	743	1
443	743	1137	2
743	1137	474	0
1137	474	740	1
474	740	1256	2
740	1256	448	0
1256	448	646	1
448	646	938	2
646	938	1466	0
938	1466	1300	0
1466	1300	1183	0
1300	1183	447	0
1183	447	615	1
447	615	946	2
615	946	544	0
