i-1	i+0	i+1	Filter
618	354	923	1
354	923	618	2
923	618	634	0
618	634	607	0
634	607	611	0
607	611	635	0
611	635	595	0
635	595	615	0
595	615	607	0
615	607	560	0
607	560	646	0
560	646	607	0
646	607	630	0
607	630	580	0
630	580	603	0
580	603	596	0
603	596	595	0
596	595	599	0
595	599	599	0
599	599	607	0
599	607	596	0
607	596	607	0
596	607	607	0
607	607	603	0
607	603	607	0
603	607	607	0
607	607	603	0
607	603	607	0
603	607	587	0
607	587	635	0
587	635	583	0
635	583	619	0
583	619	576	0
619	576	638	0
576	638	623	0
638	623	599	0
623	599	607	0
599	607	626	0
607	626	615	0
626	615	619	0
615	619	611	0
619	611	622	0
611	622	619	0
622	619	393	0
619	393	864	1
393	864	443	2
864	443	821	1
443	821	638	2
821	638	639	0
638	639	630	0
639	630	646	0
630	646	393	0
646	393	883	1
393	883	623	2
883	623	634	0
623	634	615	0
634	615	618	0
615	618	401	0
618	401	848	1
401	848	619	2
848	619	619	0
619	619	626	0
619	626	627	0
626	627	634	0
627	634	626	0
634	626	623	0
626	623	650	0
623	650	650	0
650	650	645	0
650	645	650	0
645	650	646	0
650	646	650	0
646	650	646	0
650	646	673	0
646	673	650	0
673	650	385	0
650	385	938	1
385	938	646	2
938	646	653	0
646	653	642	0
653	642	639	0
642	639	645	0
639	645	635	0
645	635	657	0
635	657	397	0
657	397	907	1
397	907	634	2
907	634	642	0
634	642	662	0
642	662	626	0
662	626	393	0
626	393	903	1
393	903	642	2
903	642	622	0
642	622	638	0
622	638	635	0
638	635	622	0
635	622	642	0
622	642	631	0
642	631	400	0
631	400	934	1
400	934	646	2
934	646	658	0
646	658	634	0
658	634	658	0
634	658	653	0
658	653	631	0
653	631	646	0
631	646	389	0
646	389	926	1
389	926	638	2
926	638	634	0
638	634	623	0
634	623	634	0
623	634	638	0
634	638	623	0
638	623	393	0
623	393	867	1
393	867	456	2
867	456	848	1
456	848	626	2
848	626	631	0
626	631	396	0
631	396	872	1
396	872	630	2
872	630	623	0
630	623	467	0
623	467	794	1
467	794	626	2
794	626	631	0
626	631	638	0
631	638	393	0
638	393	934	1
393	934	428	2
934	428	902	1
428	902	670	2
902	670	677	0
670	677	404	0
677	404	946	1
404	946	677	2
946	677	653	0
677	653	409	0
653	409	942	1
409	942	649	2
942	649	674	0
649	674	661	0
674	661	397	0
661	397	942	1
397	942	451	2
942	451	879	1
451	879	674	2
879	674	661	0
674	661	389	0
661	389	946	1
389	946	661	2
946	661	654	0
661	654	420	0
654	420	914	1
420	914	662	2
914	662	661	0
662	661	413	0
661	413	934	1
413	934	673	2
934	673	654	0
673	654	673	0
654	673	400	0
673	400	938	1
400	938	658	2
938	658	665	0
658	665	658	0
665	658	420	0
658	420	903	1
420	903	646	2
903	646	646	0
646	646	649	0
646	649	646	0
649	646	642	0
646	642	666	0
642	666	385	0
666	385	938	1
385	938	673	2
938	673	661	0
673	661	417	0
661	417	930	1
417	930	665	2
930	665	673	0
665	673	397	0
673	397	961	1
397	961	693	2
961	693	681	0
693	681	393	0
681	393	992	1
393	992	700	2
992	700	701	0
700	701	393	0
701	393	1019	1
393	1019	704	2
1019	704	701	0
704	701	723	0
701	723	701	0
723	701	432	0
701	432	988	1
432	988	720	2
988	720	700	0
720	700	705	0
700	705	716	0
705	716	420	0
716	420	1035	1
420	1035	724	2
1035	724	704	0
724	704	720	0
704	720	708	0
720	708	424	0
708	424	996	1
424	996	720	2
996	720	692	0
720	692	393	0
692	393	993	1
393	993	692	2
993	692	697	0
692	697	393	0
697	393	1011	1
393	1011	709	2
1011	709	704	0
709	704	700	0
704	700	716	0
700	716	751	0
716	751	736	0
751	736	731	0
736	731	739	0
731	739	413	0
739	413	1074	1
413	1074	739	2
1074	739	712	0
739	712	732	0
712	732	723	0
732	723	425	0
723	425	1019	1
425	1019	724	2
1019	724	712	0
724	712	704	0
712	704	693	0
704	693	447	0
693	447	965	1
447	965	689	2
965	689	689	0
689	689	404	0
689	404	981	1
404	981	685	2
981	685	665	0
685	665	393	0
665	393	953	1
393	953	670	2
953	670	677	0
670	677	669	0
677	669	700	0
669	700	712	0
700	712	712	0
712	712	728	0
712	728	732	0
728	732	751	0
732	751	412	0
751	412	1062	1
412	1062	743	2
1062	743	716	0
743	716	736	0
716	736	724	0
736	724	416	0
724	416	1043	1
416	1043	723	2
1043	723	720	0
723	720	712	0
720	712	701	0
712	701	720	0
701	720	692	0
720	692	708	0
692	708	705	0
708	705	451	0
705	451	973	1
451	973	704	2
973	704	677	0
704	677	405	0
677	405	992	1
405	992	677	2
992	677	693	0
677	693	681	0
693	681	688	0
681	688	689	0
688	689	444	0
689	444	949	1
444	949	693	2
949	693	692	0
693	692	397	0
692	397	988	1
397	988	677	2
988	677	677	0
677	677	409	0
677	409	942	1
409	942	688	2
942	688	658	0
688	658	661	0
658	661	674	0
661	674	653	0
674	653	677	0
653	677	389	0
677	389	950	1
389	950	673	2
950	673	673	0
673	673	677	0
673	677	677	0
677	677	673	0
677	673	685	0
673	685	681	0
685	681	681	0
681	681	685	0
681	685	681	0
685	681	436	0
681	436	922	1
436	922	681	2
922	681	661	0
681	661	401	0
661	401	934	1
401	934	657	2
934	657	666	0
657	666	646	0
666	646	393	0
646	393	918	1
393	918	642	2
918	642	646	0
642	646	638	0
646	638	397	0
638	397	907	1
397	907	653	2
907	653	424	0
653	424	868	1
424	868	642	2
868	642	444	0
642	444	871	1
444	871	646	2
871	646	459	0
646	459	837	1
459	837	654	2
837	654	638	0
654	638	650	0
638	650	642	0
650	642	389	0
642	389	906	1
389	906	658	2
906	658	642	0
658	642	646	0
642	646	393	0
646	393	910	1
393	910	658	2
910	658	646	0
658	646	657	0
646	657	390	0
657	390	945	1
390	945	658	2
945	658	649	0
658	649	397	0
649	397	938	1
397	938	673	2
938	673	666	0
673	666	397	0
666	397	949	1
397	949	658	2
949	658	677	0
658	677	653	0
677	653	673	0
653	673	666	0
673	666	677	0
666	677	665	0
677	665	673	0
665	673	693	0
673	693	681	0
693	681	677	0
681	677	689	0
677	689	681	0
689	681	684	0
681	684	425	0
684	425	953	1
425	953	689	2
953	689	661	0
689	661	677	0
661	677	654	0
677	654	681	0
654	681	646	0
681	646	684	0
646	684	685	0
684	685	428	0
685	428	981	1
428	981	677	2
981	677	696	0
677	696	689	0
696	689	669	0
689	669	444	0
669	444	938	1
444	938	696	2
938	696	677	0
696	677	681	0
677	681	673	0
681	673	456	0
673	456	926	1
456	926	684	2
926	684	681	0
684	681	670	0
681	670	692	0
670	692	459	0
692	459	903	1
459	903	673	2
903	673	673	0
673	673	405	0
673	405	961	1
405	961	666	2
961	666	661	0
666	661	405	0
661	405	961	1
405	961	657	2
961	657	662	0
657	662	397	0
662	397	941	1
397	941	654	2
941	654	658	0
654	658	649	0
658	649	397	0
649	397	923	1
397	923	634	2
923	634	642	0
634	642	646	0
642	646	404	0
646	404	911	1
404	911	646	2
911	646	646	0
646	646	661	0
646	661	397	0
661	397	942	1
397	942	681	2
942	681	657	0
681	657	401	0
657	401	953	1
401	953	662	2
953	662	673	0
662	673	661	0
673	661	397	0
661	397	946	1
397	946	665	2
946	665	646	0
665	646	654	0
646	654	404	0
654	404	911	1
404	911	658	2
911	658	466	0
658	466	868	1
466	868	662	2
868	662	467	0
662	467	883	1
467	883	685	2
883	685	463	0
685	463	914	1
463	914	697	2
914	697	700	0
697	700	685	0
700	685	696	0
685	696	709	0
696	709	696	0
709	696	712	0
696	712	697	0
712	697	716	0
697	716	696	0
716	696	700	0
696	700	693	0
700	693	401	0
693	401	1008	1
401	1008	719	2
1008	719	693	0
719	693	401	0
693	401	1004	1
401	1004	692	2
1004	692	697	0
692	697	408	0
697	408	985	1
408	985	700	2
985	700	693	0
700	693	696	0
693	696	389	0
696	389	993	1
389	993	700	2
993	700	689	0
700	689	393	0
689	393	984	1
393	984	689	2
984	689	681	0
689	681	404	0
681	404	989	1
404	989	696	2
989	696	708	0
696	708	397	0
708	397	1028	1
397	1028	719	2
1028	719	720	0
719	720	393	0
720	393	1035	1
393	1035	701	2
1035	701	720	0
701	720	400	0
720	400	1016	1
400	1016	704	2
1016	704	697	0
704	697	400	0
697	400	1000	1
400	1000	701	2
1000	701	681	0
701	681	401	0
681	401	1000	1
401	1000	696	2
1000	696	693	0
696	693	397	0
693	397	984	1
397	984	693	2
984	693	684	0
693	684	677	0
684	677	685	0
677	685	681	0
685	681	685	0
681	685	708	0
685	708	693	0
708	693	704	0
693	704	451	0
704	451	1000	1
451	1000	697	2
1000	697	696	0
697	696	405	0
696	405	1004	1
405	1004	704	2
1004	704	677	0
704	677	677	0
677	677	681	0
677	681	673	0
681	673	689	0
673	689	401	0
689	401	992	1
401	992	677	2
992	677	697	0
677	697	681	0
697	681	681	0
681	681	673	0
681	673	688	0
673	688	685	0
688	685	697	0
685	697	696	0
697	696	716	0
696	716	697	0
716	697	708	0
697	708	700	0
708	700	693	0
700	693	689	0
693	689	681	0
689	681	692	0
681	692	681	0
692	681	681	0
681	681	689	0
681	689	665	0
689	665	673	0
665	673	654	0
673	654	693	0
654	693	684	0
693	684	674	0
684	674	673	0
674	673	447	0
673	447	895	1
447	895	673	2
895	673	638	0
673	638	646	0
638	646	401	0
646	401	895	1
401	895	642	2
895	642	436	0
642	436	852	1
436	852	646	2
852	646	459	0
646	459	790	1
459	790	634	2
790	634	623	0
634	623	622	0
623	622	619	0
622	619	623	0
619	623	618	0
623	618	634	0
618	634	397	0
634	397	880	1
397	880	622	2
880	622	452	0
622	452	852	1
452	852	630	2
852	630	623	0
630	623	630	0
623	630	619	0
630	619	626	0
619	626	627	0
626	627	626	0
627	626	397	0
626	397	872	1
397	872	630	2
872	630	622	0
630	622	619	0
622	619	615	0
619	615	623	0
615	623	626	0
623	626	630	0
626	630	397	0
630	397	876	1
397	876	646	2
876	646	626	0
646	626	642	0
626	642	627	0
642	627	622	0
627	622	630	0
622	630	639	0
630	639	630	0
639	630	634	0
630	634	638	0
634	638	642	0
638	642	638	0
642	638	635	0
638	635	646	0
635	646	649	0
646	649	639	0
649	639	646	0
639	646	638	0
646	638	638	0
638	638	646	0
638	646	642	0
646	642	646	0
642	646	646	0
646	646	645	0
646	645	639	0
645	639	638	0
639	638	653	0
638	653	635	0
653	635	638	0
635	638	401	0
638	401	922	1
401	922	642	2
922	642	408	0
642	408	884	1
408	884	634	2
884	634	626	0
634	626	635	0
626	635	645	0
635	645	382	0
645	382	875	1
382	875	638	2
875	638	623	0
638	623	623	0
623	623	626	0
623	626	412	0
626	412	880	1
412	880	634	2
880	634	638	0
634	638	631	0
638	631	630	0
631	630	405	0
630	405	891	1
405	891	630	2
891	630	646	0
630	646	630	0
646	630	634	0
630	634	642	0
634	642	623	0
642	623	646	0
623	646	626	0
646	626	631	0
626	631	638	0
631	638	638	0
638	638	630	0
638	630	646	0
630	646	646	0
646	646	638	0
646	638	638	0
638	638	643	0
638	643	645	0
643	645	627	0
645	627	642	0
627	642	634	0
642	634	631	0
634	631	634	0
631	634	634	0
634	634	630	0
634	630	627	0
630	627	634	0
627	634	630	0
634	630	627	0
630	627	626	0
627	626	631	0
626	631	385	0
631	385	875	1
385	875	615	2
875	615	627	0
615	627	618	0
627	618	646	0
618	646	405	0
646	405	856	1
405	856	642	2
856	642	646	0
642	646	642	0
646	642	634	0
642	634	654	0
634	654	653	0
654	653	666	0
653	666	657	0
666	657	658	0
657	658	665	0
658	665	393	0
665	393	938	1
393	938	654	2
938	654	447	0
654	447	884	1
447	884	649	2
884	649	654	0
649	654	638	0
654	638	658	0
638	658	661	0
658	661	658	0
661	658	416	0
658	416	942	1
416	942	673	2
942	673	420	0
673	420	922	1
420	922	681	2
922	681	456	0
681	456	883	1
456	883	673	2
883	673	661	0
673	661	646	0
661	646	654	0
646	654	389	0
654	389	926	1
389	926	654	2
926	654	654	0
654	654	657	0
654	657	662	0
657	662	685	0
662	685	677	0
685	677	665	0
677	665	389	0
665	389	992	1
389	992	681	2
