i-1	i+0	i+1	Filter	Time
642	650	634	0	131992
650	634	646	0	132626
634	646	654	0	133272
646	654	646	0	133926
654	646	650	0	134572
646	650	657	0	135222
650	657	646	0	135879
657	646	662	0	136525
646	662	646	0	137187
662	646	653	0	137833
646	653	654	0	138486
653	654	642	0	139140
654	642	420	0	139782
642	420	915	1	140202
420	915	661	0	141117
915	661	646	0	141778
661	646	650	0	142424
646	650	642	0	143074
650	642	646	0	143716
642	646	650	0	144362
646	650	649	0	145012
650	649	654	0	145661
649	654	662	0	146315
654	662	649	0	146977
662	649	650	0	147626
649	650	654	0	148276
650	654	646	0	148930
654	646	642	0	149576
646	642	642	0	150218
642	642	650	0	150860
642	650	638	0	151510
650	638	642	0	152148
638	642	642	0	152790
642	642	654	0	153432
642	654	630	0	154086
654	630	642	0	154716
630	642	638	0	155358
642	638	630	0	155996
638	630	635	0	156626
630	635	638	0	157261
635	638	634	0	157899
638	634	638	0	158533
634	638	401	0	159171
638	401	907	1	159572
401	907	649	0	160479
907	649	646	0	161128
649	646	638	0	161774
646	638	631	0	162412
638	631	626	0	163043
631	626	642	0	163669
626	642	623	0	164311
642	623	630	0	164934
623	630	619	0	165564
630	619	622	0	166183
619	622	639	0	166805
622	639	626	0	167444
639	626	409	0	168070
626	409	898	1	168479
409	898	631	0	169377
898	631	642	0	170008
631	642	638	0	170650
642	638	626	0	171288
638	626	635	0	171914
626	635	630	0	172549
635	630	642	0	173179
630	642	623	0	173821
642	623	630	0	174444
623	630	634	0	175074
630	634	642	0	175708
634	642	646	0	176350
642	646	654	0	176996
646	654	642	0	177650
654	642	642	0	178292
642	642	650	0	178934
642	650	649	0	179584
650	649	650	0	180233
649	650	654	0	180883
650	654	646	0	181537
654	646	650	0	182183
646	650	642	0	182833
650	642	650	0	183475
642	650	657	0	184125
650	657	646	0	184782
657	646	654	0	185428
646	654	638	0	186082
654	638	661	0	186720
638	661	638	0	187381
661	638	475	0	188019
638	475	845	1	188494
475	845	645	0	189339
845	645	654	0	189984
645	654	642	0	190638
654	642	638	0	191280
642	638	444	0	191918
638	444	887	1	192362
444	887	638	0	193249
887	638	650	0	193887
638	650	634	0	194537
650	634	650	0	195171
634	650	630	0	195821
650	630	642	0	196451
630	642	642	0	197093
642	642	642	0	197735
642	642	646	0	198377
642	646	642	0	199023
646	642	646	0	199665
642	646	635	0	200311
646	635	645	0	200946
635	645	642	0	201591
645	642	631	0	202233
642	631	650	0	202864
631	650	642	0	203514
650	642	634	0	204156
642	634	642	0	204790
634	642	634	0	205432
642	634	638	0	206066
634	638	635	0	206704
638	635	645	0	207339
635	645	639	0	207984
645	639	634	0	208623
639	634	459	0	209257
634	459	875	1	209716
459	875	658	0	210591
875	658	642	0	211249
658	642	654	0	211891
642	654	642	0	212545
654	642	408	0	213187
642	408	915	1	213595
408	915	650	0	214510
915	650	634	0	215160
650	634	634	0	215794
634	634	638	0	216428
634	638	413	0	217066
638	413	898	1	217479
413	898	642	0	218377
898	642	635	0	219019
642	635	626	0	219654
635	626	623	0	220280
626	623	416	0	220903
623	416	883	1	221319
416	883	627	0	222202
883	627	630	0	222829
627	630	638	0	223459
630	638	627	0	224097
638	627	443	0	224724
627	443	860	1	225167
443	860	642	0	226027
860	642	627	0	226669
642	627	626	0	227296
627	626	631	0	227922
626	631	626	0	228553
631	626	623	0	229179
626	623	630	0	229802
623	630	451	0	230432
630	451	802	1	230883
451	802	622	0	231685
802	622	611	0	232307
622	611	619	0	232918
611	619	615	0	233537
619	615	622	0	234152
615	622	627	0	234774
622	627	618	0	235401
627	618	627	0	236019
618	627	622	0	236646
627	622	635	0	237268
622	635	490	0	237903
635	490	782	1	238393
490	782	634	0	239175
782	634	635	0	239809
634	635	626	0	240444
635	626	623	0	241070
626	623	626	0	241693
623	626	627	0	242319
626	627	622	0	242946
627	622	623	0	243568
622	623	622	0	244191
623	622	627	0	244813
622	627	614	0	245440
627	614	631	0	246054
614	631	634	0	246685
631	634	401	0	247319
634	401	887	1	247720
401	887	623	0	248607
887	623	634	0	249230
623	634	626	0	249864
634	626	627	0	250490
626	627	638	0	251117
627	638	615	0	251755
638	615	622	0	252370
615	622	631	0	252992
622	631	622	0	253623
631	622	627	0	254245
622	627	622	0	254872
627	622	631	0	255494
622	631	622	0	256125
631	622	619	0	256747
622	619	634	0	257366
619	634	626	0	258000
634	626	428	0	258626
626	428	880	1	259054
428	880	642	0	259934
880	642	630	0	260576
642	630	634	0	261206
630	634	627	0	261840
634	627	634	0	262467
627	634	631	0	263101
634	631	630	0	263732
631	630	634	0	264362
630	634	623	0	264996
634	623	634	0	265619
623	634	634	0	266253
634	634	627	0	266887
634	627	630	0	267514
627	630	642	0	268144
630	642	634	0	268786
642	634	642	0	269420
634	642	631	0	270062
642	631	638	0	270693
631	638	646	0	271331
638	646	634	0	271977
646	634	654	0	272611
634	654	646	0	273265
654	646	634	0	273911
646	634	428	0	274545
634	428	891	1	274973
428	891	661	0	275864
891	661	642	0	276525
661	642	631	0	277167
642	631	646	0	277798
631	646	634	0	278444
646	634	638	0	279078
634	638	642	0	279716
638	642	412	0	280358
642	412	899	1	280770
412	899	638	0	281669
899	638	642	0	282307
638	642	635	0	282949
642	635	642	0	283584
635	642	634	0	284226
642	634	642	0	284860
634	642	630	0	285502
642	630	421	0	286132
630	421	887	1	286553
421	887	642	0	287440
887	642	642	0	288082
642	642	630	0	288724
642	630	630	0	289354
630	630	635	0	289984
630	635	630	0	290619
635	630	630	0	291249
630	630	619	0	291879
630	619	634	0	292498
619	634	627	0	293132
634	627	638	0	293759
627	638	630	0	294397
638	630	638	0	295027
630	638	650	0	295665
638	650	646	0	296315
650	646	646	0	296961
646	646	661	0	297607
646	661	405	0	298268
661	405	922	1	298673
405	922	646	0	299595
922	646	646	0	300241
646	646	631	0	300887
646	631	622	0	301518
631	622	413	0	302140
622	413	871	1	302553
413	871	627	0	303424
871	627	630	0	304051
627	630	619	0	304681
630	619	626	0	305300
619	626	413	0	305926
626	413	852	1	306339
413	852	630	0	307191
852	630	626	0	307821
630	626	619	0	308447
626	619	623	0	309066
619	623	615	0	309689
623	615	626	0	310304
615	626	611	0	310930
626	611	619	0	311541
611	619	638	0	312160
619	638	607	0	312798
638	607	630	0	313405
607	630	623	0	314035
630	623	610	0	314658
623	610	623	0	315268
610	623	623	0	315891
623	623	618	0	316514
623	618	615	0	317132
618	615	619	0	317747
615	619	630	0	318366
619	630	615	0	318996
630	615	622	0	319611
615	622	619	0	320233
622	619	619	0	320852
619	619	630	0	321471
619	630	623	0	322101
630	623	626	0	322724
623	626	619	0	323350
626	619	626	0	323969
619	626	627	0	324595
626	627	634	0	325222
627	634	630	0	325856
634	630	627	0	326486
630	627	634	0	327113
627	634	623	0	327747
634	623	638	0	328370
623	638	626	0	329008
638	626	634	0	329634
626	634	623	0	330268
634	623	619	0	330891
623	619	626	0	331510
619	626	615	0	332136
626	615	611	0	332751
615	611	619	0	333362
611	619	439	0	333981
619	439	810	1	334420
439	810	630	0	335230
810	630	619	0	335860
630	619	614	0	336479
619	614	619	0	337093
614	619	611	0	337712
619	611	623	0	338323
611	623	607	0	338946
623	607	610	0	339553
607	610	611	0	340163
610	611	615	0	340774
611	615	428	0	341389
615	428	829	1	341817
428	829	634	0	342646
829	634	603	0	343280
634	603	627	0	343883
603	627	615	0	344510
627	615	622	0	345125
615	622	623	0	345747
622	623	618	0	346370
623	618	627	0	346988
618	627	622	0	347615
627	622	623	0	348237
622	623	634	0	348860
623	634	619	0	349494
634	619	622	0	350113
619	622	417	0	350735
622	417	864	1	351152
417	864	638	0	352016
864	638	626	0	352654
638	626	619	0	353280
626	619	615	0	353899
619	615	611	0	354514
615	611	614	0	355125
611	614	615	0	355739
614	615	607	0	356354
615	607	627	0	356961
607	627	622	0	357588
627	622	428	0	358210
622	428	841	1	358638
428	841	614	0	359479
841	614	623	0	360093
614	623	619	0	360716
623	619	611	0	361335
619	611	622	0	361946
611	622	603	0	362568
622	603	627	0	363171
603	627	607	0	363798
627	607	622	0	364405
607	622	619	0	365027
622	619	615	0	365646
619	615	622	0	366261
615	622	619	0	366883
622	619	634	0	367502
619	634	619	0	368136
634	619	630	0	368755
619	630	627	0	369385
630	627	630	0	370012
627	630	630	0	370642
630	630	635	0	371272
630	635	653	0	371907
635	653	635	0	372560
653	635	642	0	373195
635	642	630	0	373837
642	630	638	0	374467
630	638	623	0	375105
638	623	634	0	375728
623	634	630	0	376362
634	630	615	0	376992
630	615	619	0	377607
615	619	618	0	378226
619	618	627	0	378844
618	627	618	0	379471
627	618	619	0	380089
618	619	623	0	380708
619	623	611	0	381331
623	611	630	0	381942
611	630	626	0	382572
630	626	619	0	383198
626	619	634	0	383817
619	634	631	0	384451
634	631	642	0	385082
631	642	622	0	385724
642	622	646	0	386346
622	646	634	0	386992
646	634	639	0	387626
634	639	630	0	388265
639	630	630	0	388895
630	630	635	0	389525
630	635	630	0	390160
635	630	626	0	390790
630	626	631	0	391416
626	631	634	0	392047
631	634	615	0	392681
634	615	657	0	393296
615	657	627	0	393953
657	627	638	0	394580
627	638	638	0	395218
638	638	650	0	395856
638	650	646	0	396506
650	646	642	0	397152
646	642	638	0	397794
642	638	634	0	398432
638	634	638	0	399066
634	638	638	0	399704
638	638	646	0	400342
638	646	635	0	400988
646	635	642	0	401623
635	642	618	0	402265
642	618	627	0	402883
618	627	626	0	403510
627	626	623	0	404136
626	623	630	0	404759
623	630	607	0	405389
630	607	436	0	405996
607	436	829	1	406432
436	829	626	0	407261
829	626	623	0	407887
626	623	607	0	408510
623	607	607	0	409117
607	607	607	0	409724
607	607	611	0	410331
607	611	595	0	410942
611	595	607	0	411537
595	607	607	0	412144
607	607	599	0	412751
607	599	619	0	413350
599	619	603	0	413969
619	603	615	0	414572
603	615	611	0	415187
615	611	607	0	415798
611	607	614	0	416405
607	614	607	0	417019
614	607	611	0	417626
607	611	635	0	418237
611	635	610	0	418872
635	610	623	0	419482
610	623	611	0	420105
623	611	619	0	420716
611	619	634	0	421335
619	634	619	0	421969
634	619	626	0	422588
619	626	615	0	423214
626	615	626	0	423829
615	626	623	0	424455
626	623	626	0	425078
623	626	619	0	425704
626	619	607	0	426323
619	607	623	0	426930
607	623	626	0	427553
623	626	630	0	428179
626	630	623	0	428809
630	623	615	0	429432
623	615	618	0	430047
615	618	619	0	430665
618	619	627	0	431284
619	627	622	0	431911
627	622	623	0	432533
622	623	611	0	433156
623	611	634	0	433767
611	634	611	0	434401
634	611	614	0	435012
611	614	615	0	435626
614	615	623	0	436241
615	623	626	0	436864
623	626	603	0	437490
626	603	619	0	438093
603	619	630	0	438712
619	630	600	0	439342
630	600	622	0	439942
600	622	631	0	440564
622	631	603	0	441195
631	603	634	0	441798
603	634	619	0	442432
634	619	626	0	443051
619	626	627	0	443677
626	627	618	0	444304
627	618	619	0	444922
618	619	630	0	445541
619	630	619	0	446171
630	619	615	0	446790
619	615	611	0	447405
615	611	618	0	448016
611	618	611	0	448634
618	611	619	0	449245
611	619	611	0	449864
619	611	618	0	450475
611	618	600	0	451093
618	600	622	0	451693
600	622	615	0	452315
622	615	623	0	452930
615	623	618	0	453553
623	618	623	0	454171
618	623	634	0	454794
623	634	638	0	455428
634	638	615	0	456066
638	615	634	0	456681
615	634	631	0	457315
634	631	630	0	457946
631	630	642	0	458576
630	642	615	0	459218
642	615	622	0	459833
615	622	603	0	460455
622	603	642	0	461058
603	642	607	0	461700
642	607	631	0	462307
607	631	603	0	462938
631	603	619	0	463541
603	619	618	0	464160
619	618	448	0	464778
618	448	801	1	465226
448	801	607	0	466027
801	607	634	0	466634
607	634	600	0	467268
634	600	599	0	467868
600	599	611	0	468467
599	611	611	0	469078
611	611	599	0	469689
611	599	486	0	470288
599	486	759	1	470774
486	759	607	0	471533
759	607	607	0	472140
607	607	611	0	472747
607	611	611	0	473358
611	611	611	0	473969
611	611	607	0	474580
611	607	595	0	475187
607	595	619	0	475782
595	619	595	0	476401
619	595	615	0	476996
595	615	611	0	477611
615	611	603	0	478222
611	603	619	0	478825
603	619	610	0	479444
619	610	611	0	480054
610	611	623	0	480665
611	623	611	0	481288
623	611	607	0	481899
611	607	401	0	482506
607	401	871	1	482907
401	871	619	0	483778
871	619	603	0	484397
619	603	611	0	485000
603	611	599	0	485611
611	599	619	0	486210
599	619	599	0	486829
619	599	595	0	487428
599	595	600	0	488023
595	600	603	0	488623
600	603	603	0	489226
603	603	591	0	489829
603	591	596	0	490420
591	596	591	0	491016
596	591	588	0	491607
591	588	591	0	492195
588	591	584	0	492786
591	584	603	0	493370
584	603	583	0	493973
603	583	607	0	494556
583	607	592	0	495163
607	592	587	0	495755
592	587	588	0	496342
587	588	424	0	496930
588	424	806	1	497354
424	806	603	0	498160
806	603	611	0	498763
603	611	591	0	499374
611	591	599	0	499965
591	599	603	0	500564
599	603	596	0	501167
603	596	603	0	501763
596	603	603	0	502366
603	603	599	0	502969
603	599	599	0	503568
599	599	592	0	504167
599	592	599	0	504759
592	599	607	0	505358
599	607	611	0	505965
607	611	611	0	506576
611	611	615	0	507187
611	615	603	0	507802
615	603	618	0	508405
603	618	600	0	509023
618	600	614	0	509623
600	614	619	0	510237
614	619	595	0	510856
619	595	607	0	511451
595	607	600	0	512058
607	600	610	0	512658
600	610	611	0	513268
610	611	580	0	513879
611	580	615	0	514459
580	615	599	0	515074
615	599	607	0	515673
599	607	432	0	516280
607	432	798	1	516712
432	798	603	0	517510
798	603	611	0	518113
603	611	599	0	518724
611	599	603	0	519323
599	603	611	0	519926
603	611	591	0	520537
611	591	604	0	521128
591	604	610	0	521732
604	610	592	0	522342
610	592	599	0	522934
592	599	599	0	523533
599	599	607	0	524132
599	607	603	0	524739
607	603	600	0	525342
603	600	607	0	525942
600	607	603	0	526549
607	603	615	0	527152
603	615	607	0	527767
615	607	603	0	528374
607	603	607	0	528977
603	607	595	0	529584
607	595	599	0	530179
595	599	607	0	530778
599	607	599	0	531385
607	599	572	0	531984
599	572	604	0	532556
572	604	595	0	533160
604	595	584	0	533755
595	584	587	0	534339
584	587	436	0	534926
587	436	755	1	535362
436	755	595	0	536117
755	595	592	0	536712
595	592	583	0	537304
592	583	584	0	537887
583	584	587	0	538471
584	587	588	0	539058
587	588	591	0	539646
588	591	584	0	540237
591	584	595	0	540821
584	595	588	0	541416
595	588	595	0	542004
588	595	603	0	542599
595	603	596	0	543202
603	596	603	0	543798
596	603	607	0	544401
603	607	607	0	545008
607	607	618	0	545615
607	618	584	0	546233
618	584	603	0	546817
584	603	607	0	547420
603	607	596	0	548027
607	596	591	0	548623
596	591	599	0	549214
591	599	592	0	549813
599	592	591	0	550405
592	591	588	0	550996
591	588	587	0	551584
588	587	596	0	552171
587	596	579	0	552767
596	579	596	0	553346
579	596	579	0	553942
596	579	588	0	554521
579	588	591	0	555109
588	591	576	0	555700
591	576	588	0	556276
576	588	580	0	556864
588	580	572	0	557444
580	572	579	0	558016
572	579	576	0	558595
579	576	588	0	559171
576	588	572	0	559759
588	572	404	0	560331
572	404	767	1	560735
404	767	587	0	561502
767	587	557	0	562089
587	557	607	0	562646
557	607	552	0	563253
607	552	604	0	563805
552	604	560	0	564409
604	560	580	0	564969
560	580	576	0	565549
580	576	595	0	566125
576	595	572	0	566720
595	572	591	0	567292
572	591	584	0	567883
591	584	580	0	568467
584	580	595	0	569047
580	595	572	0	569642
595	572	595	0	570214
572	595	584	0	570809
595	584	584	0	571393
584	584	587	0	571977
584	587	592	0	572564
587	592	587	0	573156
592	587	572	0	573743
587	572	471	0	574315
572	471	704	1	574786
471	704	592	0	575490
704	592	576	0	576082
592	576	575	0	576658
576	575	569	0	577233
575	569	579	0	577802
569	579	565	0	578381
579	565	583	0	578946
565	583	580	0	579529
583	580	549	0	580109
580	549	575	0	580658
549	575	553	0	581233
575	553	591	0	581786
553	591	588	0	582377
591	588	630	0	582965
588	630	471	0	583595
630	471	580	0	584066
471	580	572	0	584646
580	572	568	0	585218
572	568	588	0	585786
568	588	591	0	586374
588	591	572	0	586965
591	572	588	0	587537
572	588	587	0	588125
588	587	576	0	588712
587	576	607	0	589288
576	607	572	0	589895
607	572	580	0	590467
572	580	583	0	591047
580	583	576	0	591630
583	576	596	0	592206
576	596	595	0	592802
596	595	595	0	593397
595	595	611	0	593992
595	611	588	0	594603
611	588	614	0	595191
588	614	611	0	595805
614	611	600	0	596416
611	600	618	0	597016
600	618	611	0	597634
618	611	623	0	598245
611	623	607	0	598868
623	607	618	0	599475
607	618	623	0	600093
618	623	619	0	600716
623	619	626	0	601335
619	626	623	0	601961
626	623	642	0	602584
623	642	626	0	603226
642	626	638	0	603852
626	638	650	0	604490
638	650	627	0	605140
650	627	634	0	605767
627	634	642	0	606401
634	642	626	0	607043
642	626	646	0	607669
626	646	619	0	608315
646	619	630	0	608934
619	630	471	0	609564
630	471	809	1	610035
471	809	627	0	610844
809	627	622	0	611471
627	622	631	0	612093
622	631	615	0	612724
631	615	638	0	613339
615	638	614	0	613977
638	614	623	0	614591
614	623	607	0	615214
623	607	634	0	615821
607	634	627	0	616455
634	627	618	0	617082
627	618	635	0	617700
618	635	626	0	618335
635	626	623	0	618961
626	623	638	0	619584
623	638	634	0	620222
638	634	630	0	620856
634	630	650	0	621486
630	650	631	0	622136
650	631	653	0	622767
631	653	646	0	623420
653	646	646	0	624066
646	646	654	0	624712
646	654	642	0	625366
654	642	607	0	626008
642	607	677	0	626615
607	677	642	0	627292
677	642	638	0	627934
642	638	642	0	628572
638	642	459	0	629214
642	459	852	1	629673
459	852	642	0	630525
852	642	635	0	631167
642	635	618	0	631802
635	618	631	0	632420
618	631	614	0	633051
631	614	623	0	633665
614	623	611	0	634288
623	611	622	0	634899
611	622	627	0	635521
622	627	638	0	636148
627	638	650	0	636786
638	650	642	0	637436
650	642	650	0	638078
642	650	646	0	638728
650	646	653	0	639374
646	653	662	0	640027
653	662	646	0	640689
662	646	634	0	641335
646	634	646	0	641969
634	646	638	0	642615
646	638	642	0	643253
638	642	626	0	643895
642	626	639	0	644521
626	639	645	0	645160
639	645	646	0	645805
645	646	654	0	646451
646	654	654	0	647105
654	654	646	0	647759
654	646	657	0	648405
646	657	646	0	649062
657	646	666	0	649708
646	666	610	0	650374
666	610	658	0	650984
610	658	630	0	651642
658	630	650	0	652272
630	650	631	0	652922
650	631	638	0	653553
631	638	638	0	654191
638	638	638	0	654829
638	638	622	0	655467
638	622	646	0	656089
622	646	654	0	656735
646	654	646	0	657389
654	646	669	0	658035
646	669	654	0	658704
669	654	661	0	659358
654	661	658	0	660019
661	658	654	0	660677
658	654	673	0	661331
654	673	650	0	662004
673	650	661	0	662654
650	661	662	0	663315
661	662	642	0	663977
662	642	657	0	664619
642	657	646	0	665276
657	646	658	0	665922
646	658	657	0	666580
658	657	658	0	667237
657	658	673	0	667895
658	673	669	0	668568
673	669	495	0	669237
669	495	840	1	669732
495	840	665	0	670572
840	665	662	0	671237
665	662	665	0	671899
662	665	428	0	672564
665	428	903	1	672992
428	903	642	0	673895
903	642	669	0	674537
642	669	658	0	675206
669	658	650	0	675864
658	650	649	0	676514
650	649	670	0	677163
649	670	677	0	677833
670	677	673	0	678510
677	673	397	0	679183
673	397	366	1	679580
397	366	595	0	679946
366	595	661	0	680541
595	661	685	0	681202
661	685	662	0	681887
685	662	416	0	682549
662	416	930	1	682965
416	930	677	0	683895
930	677	658	0	684572
677	658	649	0	685230
658	649	436	0	685879
649	436	903	1	686315
436	903	661	0	687218
903	661	654	0	687879
661	654	673	0	688533
654	673	436	0	689206
673	436	938	1	689642
436	938	681	0	690580
938	681	681	0	691261
681	681	684	0	691942
681	684	678	0	692626
684	678	416	0	693304
678	416	953	1	693720
416	953	666	0	694673
953	666	661	0	695339
666	661	638	0	696000
661	638	666	0	696638
638	666	645	0	697304
666	645	401	0	697949
645	401	926	1	698350
401	926	654	0	699276
926	654	658	0	699930
654	658	428	0	700588
658	428	895	1	701016
428	895	649	0	701911
895	649	638	0	702560
649	638	650	0	703198
638	650	646	0	703848
650	646	638	0	704494
646	638	444	0	705132
638	444	868	1	705576
444	868	638	0	706444
868	638	653	0	707082
638	653	646	0	707735
653	646	646	0	708381
646	646	666	0	709027
646	666	412	0	709693
666	412	949	1	710105
412	949	666	0	711054
949	666	665	0	711720
666	665	417	0	712385
665	417	961	1	712802
417	961	665	0	713763
961	665	661	0	714428
665	661	670	0	715089
661	670	657	0	715759
670	657	658	0	716416
657	658	673	0	717074
658	673	669	0	717747
673	669	405	0	718416
669	405	965	1	718821
405	965	677	0	719786
965	677	669	0	720463
677	669	440	0	721132
669	440	918	1	721572
440	918	673	0	722490
918	673	685	0	723163
673	685	693	0	723848
685	693	704	0	724541
693	704	416	0	725245
704	416	378	1	725661
416	378	615	0	726039
378	615	704	0	726654
615	704	689	0	727358
704	689	704	0	728047
689	704	424	0	728751
704	424	374	1	729175
424	374	583	0	729549
374	583	677	0	730132
583	677	673	0	730809
677	673	670	0	731482
673	670	685	0	732152
670	685	661	0	732837
685	661	673	0	733498
661	673	401	0	734171
673	401	934	1	734572
401	934	669	0	735506
934	669	658	0	736175
669	658	412	0	736833
658	412	903	1	737245
412	903	657	0	738148
903	657	654	0	738805
657	654	638	0	739459
654	638	452	0	740097
638	452	852	1	740549
452	852	657	0	741401
852	657	654	0	742058
657	654	658	0	742712
654	658	443	0	743370
658	443	907	1	743813
443	907	673	0	744720
907	673	669	0	745393
673	669	658	0	746062
669	658	443	0	746720
658	443	923	1	747163
443	923	665	0	748086
923	665	677	0	748751
665	677	681	0	749428
677	681	420	0	750109
681	420	961	1	750529
420	961	685	0	751490
961	685	704	0	752175
685	704	697	0	752879
704	697	432	0	753576
697	432	965	1	754008
432	965	696	0	754973
965	696	693	0	755669
696	693	513	0	756362
693	513	892	1	756875
513	892	696	0	757767
892	696	716	0	758463
696	716	720	0	759179
716	720	432	0	759899
720	432	397	1	760331
432	397	618	1	760728
397	618	712	0	761346
618	712	732	0	762058
712	732	739	0	762790
732	739	420	0	763529
739	420	366	1	763949
420	366	677	0	764315
366	677	740	0	764992
677	740	739	0	765732
740	739	716	0	766471
739	716	416	0	767187
716	416	370	1	767603
416	370	681	0	767973
370	681	720	0	768654
681	720	727	0	769374
720	727	732	0	770101
727	732	416	0	770833
732	416	374	1	771249
416	374	688	0	771623
374	688	736	0	772311
688	736	735	0	773047
736	735	751	0	773782
735	751	413	0	774533
751	413	369	1	774946
413	369	708	0	775315
369	708	716	0	776023
708	716	716	0	776739
716	716	728	0	777455
716	728	416	0	778183
728	416	366	1	778599
416	366	677	0	778965
366	677	724	0	779642
677	724	716	0	780366
724	716	727	0	781082
716	727	424	0	781809
727	424	362	1	782233
424	362	685	0	782595
362	685	732	0	783280
685	732	743	0	784012
732	743	743	0	784755
743	743	409	0	785498
743	409	365	1	785907
409	365	693	0	786272
365	693	739	0	786965
693	739	732	0	787704
739	732	727	0	788436
732	727	405	0	789163
727	405	370	1	789568
405	370	685	0	789938
370	685	716	0	790623
685	716	735	0	791339
716	735	436	0	792074
735	436	365	1	792510
436	365	670	0	792875
365	670	712	0	793545
670	712	712	0	794257
712	712	716	0	794969
712	716	424	0	795685
716	424	362	1	796109
424	362	642	0	796471
362	642	712	0	797113
642	712	708	0	797825
712	708	712	0	798533
708	712	424	0	799245
712	424	358	1	799669
424	358	662	0	800027
